avgHeight,avgWidth,character,count,displayName,end,preview,rows,sheetIds,start
41.3,28.3,fuusuke,10,Fuusuke,188,tmp/frame-usage-audit/unused-sheets/fuusuke__179-188.png,18,main,179
38.44,26.33,fuusuke,9,Fuusuke,197,,19,main,189
40.5,28.6,fuusuke,10,Fuusuke,207,tmp/frame-usage-audit/unused-sheets/fuusuke__198-207.png,20,main,198
46.67,69.33,fuusuke,3,Fuusuke,210,,21,main,208
45.0,44.0,gintoki-sakata,2,Gintoki Sakata,13,,1,main,12
56.0,25.0,gintoki-sakata,1,Gintoki Sakata,16,,1,main,16
49.0,37.0,gintoki-sakata,1,Gintoki Sakata,21,,2,main,21
53.0,38.67,gintoki-sakata,3,Gintoki Sakata,25,,2,main,23
46.0,49.0,gintoki-sakata,1,Gintoki Sakata,44,,4,main,44
42.0,41.0,gintoki-sakata,1,Gintoki Sakata,49,,4,main,49
41.5,41.5,gintoki-sakata,2,Gintoki Sakata,51,,5,main,50
49.5,30.8,gintoki-sakata,10,Gintoki Sakata,69,tmp/frame-usage-audit/unused-sheets/gintoki-sakata__060-069.png,6,main,60
63.2,29.2,gintoki-sakata,10,Gintoki Sakata,79,tmp/frame-usage-audit/unused-sheets/gintoki-sakata__070-079.png,7,main,70
53.67,32.33,gintoki-sakata,3,Gintoki Sakata,86,,8,main,84
54.0,33.0,gintoki-sakata,2,Gintoki Sakata,89,,8,main,88
55.89,31.11,gintoki-sakata,9,Gintoki Sakata,119,,11,main,111
57.4,25.9,gintoki-sakata,10,Gintoki Sakata,129,tmp/frame-usage-audit/unused-sheets/gintoki-sakata__120-129.png,12,main,120
56.0,25.75,gintoki-sakata,4,Gintoki Sakata,133,,13,main,130
49.0,34.0,gintoki-sakata,1,Gintoki Sakata,140,,14,main,140
51.0,37.0,gintoki-sakata,2,Gintoki Sakata,149,,14,main,148
52.6,35.6,gintoki-sakata,10,Gintoki Sakata,159,tmp/frame-usage-audit/unused-sheets/gintoki-sakata__150-159.png,15,main,150
50.12,40.5,gintoki-sakata,8,Gintoki Sakata,167,,16,main,160
56.5,52.0,gintoki-sakata,10,Gintoki Sakata,177,tmp/frame-usage-audit/unused-sheets/gintoki-sakata__168-177.png,17,main,168
55.3,44.0,gintoki-sakata,10,Gintoki Sakata,187,tmp/frame-usage-audit/unused-sheets/gintoki-sakata__178-187.png,18,main,178
49.25,48.75,gintoki-sakata,4,Gintoki Sakata,191,,19,main,188
50.0,38.0,gintoki-sakata,1,Gintoki Sakata,197,,19,main,197
36.0,40.33,gintoki-sakata,3,Gintoki Sakata,200,,20,main,198
51.8,37.3,gintoki-sakata,10,Gintoki Sakata,210,tmp/frame-usage-audit/unused-sheets/gintoki-sakata__201-210.png,21,main,201
52.2,48.1,gintoki-sakata,10,Gintoki Sakata,220,tmp/frame-usage-audit/unused-sheets/gintoki-sakata__211-220.png,22,main,211
53.1,40.2,gintoki-sakata,10,Gintoki Sakata,230,tmp/frame-usage-audit/unused-sheets/gintoki-sakata__221-230.png,23,main,221
51.11,52.78,gintoki-sakata,9,Gintoki Sakata,239,,24,main,231
51.9,41.1,gintoki-sakata,10,Gintoki Sakata,249,tmp/frame-usage-audit/unused-sheets/gintoki-sakata__240-249.png,25,main,240
51.0,39.5,gintoki-sakata,2,Gintoki Sakata,251,,26,main,250
53.4,37.3,gintoki-sakata,10,Gintoki Sakata,261,tmp/frame-usage-audit/unused-sheets/gintoki-sakata__252-261.png,27,main,252
54.3,35.5,gintoki-sakata,10,Gintoki Sakata,271,tmp/frame-usage-audit/unused-sheets/gintoki-sakata__262-271.png,28,main,262
56.75,52.25,gintoki-sakata,8,Gintoki Sakata,279,,29,main,272
35.5,50.0,gohan-super-saiyan,2,Gohan (Super Saiyan),9,,0,main,8
46.0,38.0,gohan-super-saiyan,1,Gohan (Super Saiyan),12,,1,main,12
45.0,33.0,gohan-super-saiyan,2,Gohan (Super Saiyan),15,,1,main,14
41.0,36.0,gohan-super-saiyan,1,Gohan (Super Saiyan),19,,1,main,19
49.0,39.0,gohan-super-saiyan,1,Gohan (Super Saiyan),20,,2,main,20
41.25,44.0,gohan-super-saiyan,4,Gohan (Super Saiyan),27,,2,main,24
43.0,27.0,gohan-super-saiyan,1,Gohan (Super Saiyan),44,,4,main,44
46.8,33.9,gohan-super-saiyan,10,Gohan (Super Saiyan),59,tmp/frame-usage-audit/unused-sheets/gohan-super-saiyan__050-059.png,5,main,50
43.7,40.4,gohan-super-saiyan,10,Gohan (Super Saiyan),69,tmp/frame-usage-audit/unused-sheets/gohan-super-saiyan__060-069.png,6,main,60
39.0,52.11,gohan-super-saiyan,9,Gohan (Super Saiyan),78,,7,main,70
46.33,42.67,gohan-super-saiyan,3,Gohan (Super Saiyan),89,,8,main,87
46.0,38.0,gohan-super-saiyan,1,Gohan (Super Saiyan),99,,9,main,99
47.1,35.8,gohan-super-saiyan,10,Gohan (Super Saiyan),109,tmp/frame-usage-audit/unused-sheets/gohan-super-saiyan__100-109.png,10,main,100
34.5,50.0,gohan-super-saiyan,2,Gohan (Super Saiyan),111,,11,main,110
46.2,33.8,gohan-super-saiyan,5,Gohan (Super Saiyan),124,,12,main,120
42.0,50.0,gohan-super-saiyan,4,Gohan (Super Saiyan),134,,13,main,131
45.0,37.8,gohan-super-saiyan,10,Gohan (Super Saiyan),144,tmp/frame-usage-audit/unused-sheets/gohan-super-saiyan__135-144.png,14,main,135
49.4,61.4,gohan-super-saiyan,5,Gohan (Super Saiyan),149,,15,main,145
36.0,53.0,gohan-super-saiyan-2,2,Gohan (Super Saiyan 2),9,,0,main,8
53.0,35.5,gohan-super-saiyan-2,2,Gohan (Super Saiyan 2),13,,1,main,12
48.0,31.5,gohan-super-saiyan-2,2,Gohan (Super Saiyan 2),16,,1,main,15
47.5,38.0,gohan-super-saiyan-2,2,Gohan (Super Saiyan 2),21,,2,main,20
42.5,46.0,gohan-super-saiyan-2,4,Gohan (Super Saiyan 2),28,,2,main,25
30.0,44.0,gohan-super-saiyan-2,1,Gohan (Super Saiyan 2),44,,4,main,44
45.5,37.0,gohan-super-saiyan-2,2,Gohan (Super Saiyan 2),52,,5,main,51
57.0,29.0,gohan-super-saiyan-2,2,Gohan (Super Saiyan 2),59,,5,main,58
40.4,35.4,gohan-super-saiyan-2,10,Gohan (Super Saiyan 2),69,,6,main,60
46.4,50.9,gohan-super-saiyan-2,10,Gohan (Super Saiyan 2),79,,7,main,70
48.0,32.0,gohan-super-saiyan-2,1,Gohan (Super Saiyan 2),99,,9,main,99
50.0,36.0,gohan-super-saiyan-2,10,Gohan (Super Saiyan 2),109,,10,main,100
46.6,39.8,gohan-super-saiyan-2,10,Gohan (Super Saiyan 2),119,,11,main,110
50.8,37.4,gohan-super-saiyan-2,10,Gohan (Super Saiyan 2),129,,12,main,120
45.2,44.5,gohan-super-saiyan-2,10,Gohan (Super Saiyan 2),139,,13,main,130
29.0,50.0,gohan-super-saiyan-2,1,Gohan (Super Saiyan 2),140,,14,main,140
46.6,37.2,gohan-super-saiyan-2,10,Gohan (Super Saiyan 2),150,,15,main,141
53.17,54.0,gohan-super-saiyan-2,6,Gohan (Super Saiyan 2),156,,16,main,151
40.0,64.0,goku,2,Goku,9,,0,main,8
50.0,45.0,goku,1,Goku,12,,1,main,12
42.0,38.0,goku,1,Goku,14,,1,main,14
43.0,46.0,goku,1,Goku,16,,1,main,16
45.0,40.0,goku,1,Goku,18,,1,main,18
53.0,49.0,goku,2,Goku,21,,2,main,20
50.6,57.2,goku,5,Goku,29,,2,main,25
35.0,39.0,goku,1,Goku,44,,4,main,44
35.0,39.0,goku,1,Goku,49,,4,main,49
48.25,40.5,goku,4,Goku,59,,5,main,56
51.88,42.38,goku,8,Goku,67,,6,main,60
8.0,12.0,goku,1,Goku,81,,8,main,81
49.75,51.75,goku,4,Goku,87,,8,main,84
46.0,48.0,goku,1,Goku,109,,10,main,109
77.0,39.0,goku,3,Goku,119,,11,main,117
51.9,49.8,goku,10,Goku,129,,12,main,120
49.2,47.2,goku,10,Goku,139,,13,main,130
47.6,46.0,goku,10,Goku,149,,14,main,140
43.91,50.45,goku,11,Goku,160,tmp/frame-usage-audit/unused-sheets/goku__150-160.png,15,main,150
27.0,51.0,goku,1,Goku,161,,16,main,161
50.7,49.6,goku,10,Goku,171,,17,main,162
52.38,42.38,goku,8,Goku,179,,18,main,172
50.7,48.7,goku,10,Goku,189,,19,main,180
49.9,53.4,goku,10,Goku,199,,20,main,190
54.33,49.33,goku,9,Goku,208,,21,main,200
55.43,55.0,goku,7,Goku,219,,22,main,213
52.5,101.5,goku,2,Goku,221,,23,main,220
40.0,63.0,goku-super-saiyan,2,Goku (Super Saiyan),9,,0,main,8
52.67,41.0,goku-super-saiyan,3,Goku (Super Saiyan),14,,1,main,12
47.0,46.0,goku-super-saiyan,1,Goku (Super Saiyan),16,,1,main,16
49.0,40.0,goku-super-saiyan,1,Goku (Super Saiyan),18,,1,main,18
51.5,49.0,goku-super-saiyan,2,Goku (Super Saiyan),21,,2,main,20
49.75,58.75,goku-super-saiyan,4,Goku (Super Saiyan),28,,2,main,25
35.0,40.0,goku-super-saiyan,1,Goku (Super Saiyan),44,,4,main,44
59.71,33.14,goku-super-saiyan,7,Goku (Super Saiyan),59,,5,main,53
52.4,45.0,goku-super-saiyan,5,Goku (Super Saiyan),64,,6,main,60
8.0,12.0,goku-super-saiyan,1,Goku (Super Saiyan),77,,7,main,77
47.0,47.0,goku-super-saiyan,1,Goku (Super Saiyan),105,,10,main,105
73.0,41.0,goku-super-saiyan,1,Goku (Super Saiyan),113,,11,main,113
57.0,44.4,goku-super-saiyan,5,Goku (Super Saiyan),119,,11,main,115
49.9,50.7,goku-super-saiyan,10,Goku (Super Saiyan),129,,12,main,120
54.6,47.6,goku-super-saiyan,10,Goku (Super Saiyan),139,,13,main,130
44.7,46.9,goku-super-saiyan,10,Goku (Super Saiyan),149,,14,main,140
39.62,49.5,goku-super-saiyan,8,Goku (Super Saiyan),157,,15,main,150
125.5,51.1,goku-super-saiyan,10,Goku (Super Saiyan),167,,16,main,158
49.67,40.67,goku-super-saiyan,3,Goku (Super Saiyan),170,,17,main,168
52.8,51.4,goku-super-saiyan,10,Goku (Super Saiyan),180,,18,main,171
122.3,63.3,goku-super-saiyan,10,Goku (Super Saiyan),190,,19,main,181
38.5,41.5,gon-freecss,2,Gon Freecss,13,,1,main,12
47.0,36.0,gon-freecss,1,Gon Freecss,16,,1,main,16
41.0,37.0,gon-freecss,1,Gon Freecss,21,,2,main,21
44.0,31.0,gon-freecss,3,Gon Freecss,25,,2,main,23
46.0,41.33,gon-freecss,3,Gon Freecss,29,,2,main,27
23.0,52.0,gon-freecss,1,Gon Freecss,44,,4,main,44
29.0,36.0,gon-freecss,1,Gon Freecss,49,,4,main,49
32.5,32.5,gon-freecss,2,Gon Freecss,51,,5,main,50
41.29,39.29,gon-freecss,7,Gon Freecss,69,,6,main,63
45.67,36.67,gon-freecss,3,Gon Freecss,79,,7,main,77
46.0,41.33,gon-freecss,3,Gon Freecss,82,,8,main,80
54.0,36.0,gon-freecss,1,Gon Freecss,94,,9,main,94
47.0,34.0,gon-freecss,1,Gon Freecss,99,,9,main,99
57.5,44.5,gon-freecss,2,Gon Freecss,101,,10,main,100
48.0,33.0,gon-freecss,1,Gon Freecss,119,,11,main,119
37.0,38.56,gon-freecss,9,Gon Freecss,128,,12,main,120
46.0,16.0,gon-freecss,1,Gon Freecss,136,,13,main,136
45.71,40.57,gon-freecss,7,Gon Freecss,150,,14,main,144
38.0,46.25,gon-freecss,4,Gon Freecss,154,,15,main,151
45.9,40.0,gon-freecss,10,Gon Freecss,164,,16,main,155
47.5,37.5,gon-freecss,2,Gon Freecss,166,,17,main,165
52.0,21.5,gon-freecss,2,Gon Freecss,181,,19,main,180
44.6,31.3,gon-freecss,10,Gon Freecss,191,,20,main,182
47.8,53.6,gon-freecss,10,Gon Freecss,201,,21,main,192
31.0,55.0,gotenks,2,Gotenks,9,,0,main,8
49.0,44.0,gotenks,1,Gotenks,12,,1,main,12
46.0,27.0,gotenks,1,Gotenks,14,,1,main,14
40.0,30.0,gotenks,1,Gotenks,16,,1,main,16
49.0,28.0,gotenks,1,Gotenks,19,,1,main,19
44.0,47.0,gotenks,1,Gotenks,20,,2,main,20
33.17,47.83,gotenks,6,Gotenks,29,,2,main,24
42.0,25.0,gotenks,1,Gotenks,44,,4,main,44
50.0,33.4,gotenks,5,Gotenks,59,,5,main,55
49.75,27.25,gotenks,4,Gotenks,63,,6,main,60
44.0,26.0,gotenks,1,Gotenks,69,,6,main,69
41.38,31.25,gotenks,8,Gotenks,79,,7,main,72
45.8,38.4,gotenks,10,Gotenks,89,,8,main,80
50.0,32.0,gotenks,1,Gotenks,94,,9,main,94
40.0,30.0,gotenks,1,Gotenks,99,,9,main,99
41.1,33.9,gotenks,10,Gotenks,109,,10,main,100
50.33,36.33,gotenks,3,Gotenks,119,,11,main,117
43.33,29.0,gotenks,3,Gotenks,122,,12,main,120
40.0,30.0,gotenks,1,Gotenks,129,,12,main,129
52.67,30.33,gotenks,3,Gotenks,132,,13,main,130
30.33,53.67,gotenks,3,Gotenks,139,,13,main,137
42.5,38.0,gotenks,10,Gotenks,149,,14,main,140
37.8,43.3,gotenks,10,Gotenks,159,,15,main,150
52.75,28.75,gotenks,8,Gotenks,167,,16,main,160
48.8,45.0,gotenks,5,Gotenks,179,,17,main,175
45.5,33.3,gotenks,10,Gotenks,189,,18,main,180
41.7,42.9,gotenks,10,Gotenks,199,,19,main,190
54.22,51.89,gotenks,9,Gotenks,208,,20,main,200
30.0,55.0,gotenks-super-saiyan,2,Gotenks (Super Saiyan),9,,0,main,8
53.0,26.0,gotenks-super-saiyan,1,Gotenks (Super Saiyan),12,,1,main,12
46.0,27.0,gotenks-super-saiyan,1,Gotenks (Super Saiyan),14,,1,main,14
40.0,30.0,gotenks-super-saiyan,1,Gotenks (Super Saiyan),16,,1,main,16
49.0,28.0,gotenks-super-saiyan,1,Gotenks (Super Saiyan),19,,1,main,19
45.0,45.0,gotenks-super-saiyan,1,Gotenks (Super Saiyan),20,,2,main,20
33.67,48.33,gotenks-super-saiyan,6,Gotenks (Super Saiyan),29,,2,main,24
42.0,25.0,gotenks-super-saiyan,1,Gotenks (Super Saiyan),44,,4,main,44
55.6,29.6,gotenks-super-saiyan,5,Gotenks (Super Saiyan),59,,5,main,55
51.0,24.25,gotenks-super-saiyan,4,Gotenks (Super Saiyan),63,,6,main,60
44.0,26.0,gotenks-super-saiyan,1,Gotenks (Super Saiyan),69,,6,main,69
47.0,47.0,gotenks-super-saiyan,1,Gotenks (Super Saiyan),70,,7,main,70
41.38,31.12,gotenks-super-saiyan,8,Gotenks (Super Saiyan),79,,7,main,72
45.8,38.4,gotenks-super-saiyan,10,Gotenks (Super Saiyan),89,,8,main,80
50.0,32.0,gotenks-super-saiyan,1,Gotenks (Super Saiyan),94,,9,main,94
40.0,30.0,gotenks-super-saiyan,1,Gotenks (Super Saiyan),99,,9,main,99
41.3,33.8,gotenks-super-saiyan,10,Gotenks (Super Saiyan),109,,10,main,100
49.5,44.0,gotenks-super-saiyan,10,Gotenks (Super Saiyan),119,,11,main,110
45.8,33.8,gotenks-super-saiyan,10,Gotenks (Super Saiyan),129,,12,main,120
44.9,40.2,gotenks-super-saiyan,10,Gotenks (Super Saiyan),139,,13,main,130
42.7,38.2,gotenks-super-saiyan,10,Gotenks (Super Saiyan),149,,14,main,140
37.7,43.3,gotenks-super-saiyan,10,Gotenks (Super Saiyan),159,,15,main,150
49.7,35.8,gotenks-super-saiyan,10,Gotenks (Super Saiyan),169,,16,main,160
50.4,39.4,gotenks-super-saiyan,10,Gotenks (Super Saiyan),179,,17,main,170
56.67,71.67,gotenks-super-saiyan,3,Gotenks (Super Saiyan),182,,18,main,180
54.0,45.5,heihachi-edajima,2,Heihachi Edajima,13,,1,main,12
57.5,38.0,heihachi-edajima,2,Heihachi Edajima,16,,1,main,15
58.8,42.4,heihachi-edajima,5,Heihachi Edajima,27,,2,main,23
57.0,60.0,heihachi-edajima,1,Heihachi Edajima,44,,4,main,44
42.0,39.0,heihachi-edajima,1,Heihachi Edajima,49,,4,main,49
40.0,41.0,heihachi-edajima,3,Heihachi Edajima,52,,5,main,50
58.0,31.6,heihachi-edajima,5,Heihachi Edajima,69,,6,main,65
57.9,30.5,heihachi-edajima,10,Heihachi Edajima,79,,7,main,70
57.0,32.67,heihachi-edajima,3,Heihachi Edajima,82,,8,main,80
56.0,36.0,heihachi-edajima,1,Heihachi Edajima,87,,8,main,87
56.0,36.0,heihachi-edajima,1,Heihachi Edajima,110,,11,main,110
58.43,31.29,heihachi-edajima,7,Heihachi Edajima,129,,12,main,123
59.0,37.0,heihachi-edajima,1,Heihachi Edajima,136,,13,main,136
51.5,68.5,heihachi-edajima,2,Heihachi Edajima,139,,13,main,138
52.5,67.6,heihachi-edajima,10,Heihachi Edajima,149,,14,main,140
56.2,59.3,heihachi-edajima,10,Heihachi Edajima,159,,15,main,150
53.0,51.6,heihachi-edajima,10,Heihachi Edajima,169,,16,main,160
47.86,58.71,heihachi-edajima,7,Heihachi Edajima,176,,17,main,170
112.64,60.0,heihachi-edajima,11,Heihachi Edajima,187,tmp/frame-usage-audit/unused-sheets/heihachi-edajima__177-187.png,18,main,177
47.0,34.0,hiei,1,Hiei,2,,0,main,2
40.0,49.67,hiei,3,Hiei,13,,1,main,11
44.0,32.0,hiei,1,Hiei,16,,1,main,16
44.33,33.67,hiei,3,Hiei,24,,2,main,22
45.5,35.5,hiei,2,Hiei,27,,2,main,26
20.0,48.0,hiei,1,Hiei,44,,4,main,44
31.0,36.0,hiei,1,Hiei,49,,4,main,49
33.5,33.5,hiei,2,Hiei,51,,5,main,50
47.25,21.0,hiei,4,Hiei,59,,5,main,56
43.67,35.67,hiei,3,Hiei,62,,6,main,60
38.5,34.75,hiei,4,Hiei,69,,6,main,66
45.0,33.0,hiei,1,Hiei,100,,10,main,100
45.67,33.67,hiei,3,Hiei,109,,10,main,107
47.0,37.0,hiei,2,Hiei,111,,11,main,110
52.43,49.0,hiei,7,Hiei,119,,11,main,113
51.0,35.6,hiei,10,Hiei,129,,12,main,120
42.7,45.7,hiei,10,Hiei,139,,13,main,130
32.5,46.0,hiei,2,Hiei,141,,14,main,140
42.0,43.7,hiei,10,Hiei,151,,15,main,142
39.2,39.2,hiei,5,Hiei,156,,16,main,152
46.3,39.4,hiei,10,Hiei,166,,17,main,157
44.2,33.9,hiei,10,Hiei,176,,18,main,167
56.0,91.0,hiei,2,Hiei,178,,19,main,177
40.0,66.0,ichigo-kurosaki,1,Ichigo Kurosaki,12,,1,main,12
51.0,55.33,ichigo-kurosaki,3,Ichigo Kurosaki,18,,1,main,16
68.5,54.0,ichigo-kurosaki,2,Ichigo Kurosaki,21,,2,main,20
46.75,62.0,ichigo-kurosaki,4,Ichigo Kurosaki,26,,2,main,23
46.0,62.0,ichigo-kurosaki,1,Ichigo Kurosaki,28,,2,main,28
74.0,44.0,ichigo-kurosaki,1,Ichigo Kurosaki,44,,4,main,44
41.0,33.0,ichigo-kurosaki,1,Ichigo Kurosaki,49,,4,main,49
37.0,37.0,ichigo-kurosaki,4,Ichigo Kurosaki,53,,5,main,50
56.78,48.44,ichigo-kurosaki,9,Ichigo Kurosaki,69,,6,main,61
47.86,55.0,ichigo-kurosaki,7,Ichigo Kurosaki,76,,7,main,70
82.0,31.0,ichigo-kurosaki,1,Ichigo Kurosaki,94,,9,main,94
53.0,76.0,ichigo-kurosaki,1,Ichigo Kurosaki,111,,11,main,111
55.33,57.17,ichigo-kurosaki,6,Ichigo Kurosaki,119,,11,main,114
48.3,62.1,ichigo-kurosaki,10,Ichigo Kurosaki,129,,12,main,120
62.1,49.2,ichigo-kurosaki,10,Ichigo Kurosaki,139,,13,main,130
55.6,58.8,ichigo-kurosaki,10,Ichigo Kurosaki,149,,14,main,140
57.0,52.5,ichigo-kurosaki,2,Ichigo Kurosaki,151,,15,main,150
97.55,59.09,ichigo-kurosaki,11,Ichigo Kurosaki,170,tmp/frame-usage-audit/unused-sheets/ichigo-kurosaki__160-170.png,16,main,160
58.6,55.2,ichigo-kurosaki,10,Ichigo Kurosaki,180,,17,main,171
97.4,59.1,ichigo-kurosaki,10,Ichigo Kurosaki,190,,18,main,181
51.4,58.3,ichigo-kurosaki,10,Ichigo Kurosaki,200,,19,main,191
79.1,55.7,ichigo-kurosaki,10,Ichigo Kurosaki,210,,20,main,201
51.3,61.4,ichigo-kurosaki,10,Ichigo Kurosaki,220,,21,main,211
53.7,57.4,ichigo-kurosaki,10,Ichigo Kurosaki,230,,22,main,221
52.1,53.7,ichigo-kurosaki,10,Ichigo Kurosaki,240,,23,main,231
50.8,54.2,ichigo-kurosaki,10,Ichigo Kurosaki,250,,24,main,241
37.7,57.5,ichigo-kurosaki,10,Ichigo Kurosaki,260,,25,main,251
56.7,43.7,ichigo-kurosaki,10,Ichigo Kurosaki,270,,26,main,261
43.0,43.0,ichigo-kurosaki,10,Ichigo Kurosaki,280,,27,main,271
46.8,56.7,ichigo-kurosaki,10,Ichigo Kurosaki,290,,28,main,281
53.1,51.8,ichigo-kurosaki,10,Ichigo Kurosaki,300,,29,main,291
46.6,55.0,ichigo-kurosaki,10,Ichigo Kurosaki,310,,30,main,301
52.2,56.5,ichigo-kurosaki,10,Ichigo Kurosaki,320,,31,main,311
57.9,57.2,ichigo-kurosaki,10,Ichigo Kurosaki,330,,32,main,321
56.9,58.1,ichigo-kurosaki,10,Ichigo Kurosaki,340,,33,main,331
49.8,61.5,ichigo-kurosaki,10,Ichigo Kurosaki,350,,34,main,341
59.7,54.1,ichigo-kurosaki,10,Ichigo Kurosaki,360,,35,main,351
51.2,59.9,ichigo-kurosaki,10,Ichigo Kurosaki,370,,36,main,361
56.3,58.6,ichigo-kurosaki,10,Ichigo Kurosaki,380,,37,main,371
83.75,91.12,ichigo-kurosaki,8,Ichigo Kurosaki,388,,38,main,381
48.4,60.1,ichigo-kurosaki,10,Ichigo Kurosaki,398,,39,main,389
55.3,51.1,ichigo-kurosaki,10,Ichigo Kurosaki,408,,40,main,399
61.4,57.4,ichigo-kurosaki,10,Ichigo Kurosaki,418,,41,main,409
48.5,51.1,ichigo-kurosaki,10,Ichigo Kurosaki,428,,42,main,419
59.71,65.29,ichigo-kurosaki,7,Ichigo Kurosaki,435,,43,main,429
52.5,42.5,jaguar-junichi,2,Jaguar Junichi,13,,1,main,12
60.0,38.0,jaguar-junichi,1,Jaguar Junichi,19,,1,main,19
55.5,37.5,jaguar-junichi,2,Jaguar Junichi,21,,2,main,20
51.5,34.0,jaguar-junichi,2,Jaguar Junichi,24,,2,main,23
53.0,38.0,jaguar-junichi,1,Jaguar Junichi,26,,2,main,26
51.0,52.0,jaguar-junichi,1,Jaguar Junichi,44,,4,main,44
38.0,42.0,jaguar-junichi,1,Jaguar Junichi,49,,4,main,49
40.0,40.0,jaguar-junichi,2,Jaguar Junichi,51,,5,main,50
42.2,31.6,jaguar-junichi,5,Jaguar Junichi,67,,6,main,63
40.0,42.75,jaguar-junichi,4,Jaguar Junichi,77,,7,main,74
49.0,45.0,jaguar-junichi,1,Jaguar Junichi,94,,9,main,94
40.0,43.0,jaguar-junichi,1,Jaguar Junichi,99,,9,main,99
41.0,32.0,jaguar-junichi,1,Jaguar Junichi,100,,10,main,100
54.0,39.6,jaguar-junichi,5,Jaguar Junichi,129,,12,main,125
51.8,41.8,jaguar-junichi,10,Jaguar Junichi,139,,13,main,130
40.3,48.6,jaguar-junichi,10,Jaguar Junichi,149,,14,main,140
48.7,40.2,jaguar-junichi,10,Jaguar Junichi,159,,15,main,150
40.3,44.0,jaguar-junichi,10,Jaguar Junichi,169,,16,main,160
41.5,51.5,jaguar-junichi,4,Jaguar Junichi,173,,17,main,170
39.5,38.3,jaguar-junichi,10,Jaguar Junichi,183,,18,main,174
122.3,39.7,jaguar-junichi,10,Jaguar Junichi,193,,19,main,184
51.25,29.0,jaguar-junichi,4,Jaguar Junichi,197,,20,main,194
49.0,36.5,jaguar-junichi,6,Jaguar Junichi,203,,21,main,198
48.9,38.3,jaguar-junichi,10,Jaguar Junichi,217,,22,main,208
49.89,35.89,jaguar-junichi,9,Jaguar Junichi,226,,23,main,218
52.6,35.0,jaguar-junichi,10,Jaguar Junichi,236,,24,main,227
55.2,60.6,jaguar-junichi,5,Jaguar Junichi,241,,25,main,237
52.5,55.0,jotaro-kujo,2,Jotaro Kujo,15,,1,main,14
58.0,36.0,jotaro-kujo,1,Jotaro Kujo,18,,1,main,18
49.0,45.0,jotaro-kujo,1,Jotaro Kujo,23,,2,main,23
51.67,38.33,jotaro-kujo,3,Jotaro Kujo,27,,2,main,25
56.0,36.0,jotaro-kujo,1,Jotaro Kujo,29,,2,main,29
58.0,42.0,jotaro-kujo,1,Jotaro Kujo,44,,4,main,44
39.0,39.0,jotaro-kujo,1,Jotaro Kujo,49,,4,main,49
39.0,39.0,jotaro-kujo,4,Jotaro Kujo,53,,5,main,50
59.0,33.0,jotaro-kujo,1,Jotaro Kujo,69,,6,main,69
58.3,38.4,jotaro-kujo,10,Jotaro Kujo,79,,7,main,70
57.3,38.4,jotaro-kujo,10,Jotaro Kujo,89,,8,main,80
38.0,36.0,jotaro-kujo,1,Jotaro Kujo,94,,9,main,94
59.0,38.25,jotaro-kujo,4,Jotaro Kujo,103,,10,main,100
59.0,36.0,jotaro-kujo,1,Jotaro Kujo,129,,12,main,129
59.0,39.0,jotaro-kujo,2,Jotaro Kujo,131,,13,main,130
59.0,36.0,jotaro-kujo,1,Jotaro Kujo,139,,13,main,139
57.0,41.3,jotaro-kujo,10,Jotaro Kujo,149,,14,main,140
55.3,43.1,jotaro-kujo,10,Jotaro Kujo,159,,15,main,150
39.5,50.0,jotaro-kujo,2,Jotaro Kujo,161,,16,main,160
56.0,70.0,jotaro-kujo,3,Jotaro Kujo,167,,17,main,165
57.75,50.25,jotaro-kujo,8,Jotaro Kujo,175,,18,main,168
58.4,37.0,jotaro-kujo,10,Jotaro Kujo,185,,19,main,176
59.0,51.88,jotaro-kujo,8,Jotaro Kujo,193,,20,main,186
45.5,45.5,kagura,2,Kagura,13,,1,main,12
45.0,38.0,kagura,2,Kagura,18,,1,main,17
50.33,37.67,kagura,3,Kagura,25,,2,main,23
42.0,52.0,kagura,1,Kagura,27,,2,main,27
45.0,45.0,kagura,1,Kagura,44,,4,main,44
37.0,37.0,kagura,1,Kagura,49,,4,main,49
37.0,37.0,kagura,3,Kagura,52,,5,main,50
54.62,39.62,kagura,8,Kagura,69,,6,main,62
48.8,36.1,kagura,10,Kagura,79,,7,main,70
45.1,37.7,kagura,10,Kagura,89,,8,main,80
46.0,53.0,kagura,1,Kagura,99,,9,main,99
52.0,49.33,kagura,3,Kagura,102,,10,main,100
52.33,48.0,kagura,3,Kagura,119,,11,main,117
45.2,32.4,kagura,5,Kagura,124,,12,main,120
57.12,42.5,kagura,8,Kagura,139,,13,main,132
52.78,48.56,kagura,9,Kagura,159,,15,main,151
45.62,54.88,kagura,8,Kagura,167,,16,main,160
49.0,46.0,kagura,1,Kagura,177,,17,main,177
49.75,34.25,kagura,4,Kagura,181,,18,main,178
52.4,39.0,kagura,10,Kagura,199,,20,main,190
38.9,37.2,kagura,10,Kagura,217,,22,main,208
44.0,51.67,kagura,6,Kagura,223,,23,main,218
42.0,48.67,kakashi-hatake,3,Kakashi Hatake,14,,1,main,12
44.0,37.0,kakashi-hatake,1,Kakashi Hatake,16,,1,main,16
58.0,29.5,kakashi-hatake,2,Kakashi Hatake,19,,1,main,18
47.0,30.0,kakashi-hatake,1,Kakashi Hatake,20,,2,main,20
