avgHeight,avgWidth,character,count,displayName,end,preview,rows,sheetIds,start
46.75,37.25,kakashi-hatake,4,Kakashi Hatake,25,,2,main,22
52.0,42.0,kakashi-hatake,1,Kakashi Hatake,29,,2,main,29
22.0,70.0,kakashi-hatake,1,Kakashi Hatake,44,,4,main,44
33.0,37.0,kakashi-hatake,1,Kakashi Hatake,49,,4,main,49
35.0,35.0,kakashi-hatake,2,Kakashi Hatake,51,,5,main,50
43.0,34.0,kakashi-hatake,1,Kakashi Hatake,56,,5,main,56
53.44,28.56,kakashi-hatake,9,Kakashi Hatake,69,,6,main,61
55.25,24.0,kakashi-hatake,4,Kakashi Hatake,73,,7,main,70
50.8,68.1,kakashi-hatake,10,Kakashi Hatake,88,,8,main,79
42.0,42.0,kakashi-hatake,1,Kakashi Hatake,93,,9,main,93
46.0,26.0,kakashi-hatake,1,Kakashi Hatake,98,,9,main,98
36.8,56.5,kakashi-hatake,10,Kakashi Hatake,108,,10,main,99
40.71,37.29,kakashi-hatake,7,Kakashi Hatake,115,,11,main,109
45.5,33.8,kakashi-hatake,10,Kakashi Hatake,138,,13,main,129
38.67,36.67,kakashi-hatake,3,Kakashi Hatake,141,,14,main,139
48.67,61.33,kakashi-hatake,6,Kakashi Hatake,158,,15,main,153
47.1,69.0,kakashi-hatake,10,Kakashi Hatake,168,,16,main,159
45.3,43.5,kakashi-hatake,10,Kakashi Hatake,178,,17,main,169
47.4,34.6,kakashi-hatake,10,Kakashi Hatake,188,,18,main,179
42.2,48.1,kakashi-hatake,10,Kakashi Hatake,198,,19,main,189
45.4,42.7,kakashi-hatake,10,Kakashi Hatake,208,,20,main,199
38.1,42.0,kakashi-hatake,10,Kakashi Hatake,218,,21,main,209
46.3,38.5,kakashi-hatake,10,Kakashi Hatake,228,,22,main,219
56.8,25.5,kakashi-hatake,10,Kakashi Hatake,238,,23,main,229
46.44,37.44,kakashi-hatake,9,Kakashi Hatake,247,,24,main,239
51.3,77.1,kakashi-hatake,10,Kakashi Hatake,257,,25,main,248
48.8,43.2,kakashi-hatake,10,Kakashi Hatake,267,,26,main,258
37.6,54.2,kakashi-hatake,10,Kakashi Hatake,277,,27,main,268
53.5,37.1,kakashi-hatake,10,Kakashi Hatake,287,,28,main,278
53.4,46.1,kakashi-hatake,10,Kakashi Hatake,297,,29,main,288
42.9,35.0,kakashi-hatake,10,Kakashi Hatake,307,,30,main,298
52.0,49.7,kakashi-hatake,10,Kakashi Hatake,317,,31,main,308
52.4,78.9,kakashi-hatake,10,Kakashi Hatake,327,,32,main,318
41.25,52.25,kakashi-hatake,4,Kakashi Hatake,331,,33,main,328
47.2,35.2,kakashi-hatake,10,Kakashi Hatake,341,,34,main,332
48.5,31.2,kakashi-hatake,10,Kakashi Hatake,351,,35,main,342
46.9,35.6,kakashi-hatake,10,Kakashi Hatake,361,,36,main,352
51.5,28.0,kakashi-hatake,4,Kakashi Hatake,365,,37,main,362
43.7,44.1,kakashi-hatake,10,Kakashi Hatake,375,,38,main,366
45.8,37.4,kakashi-hatake,10,Kakashi Hatake,385,,39,main,376
47.3,35.7,kakashi-hatake,10,Kakashi Hatake,395,,40,main,386
44.7,44.2,kakashi-hatake,10,Kakashi Hatake,405,,41,main,396
51.5,28.0,kakashi-hatake,4,Kakashi Hatake,409,,42,main,406
43.7,44.1,kakashi-hatake,10,Kakashi Hatake,419,,43,main,410
41.9,38.8,kakashi-hatake,10,Kakashi Hatake,429,,44,main,420
43.3,47.3,kakashi-hatake,10,Kakashi Hatake,439,,45,main,430
44.33,49.44,kakashi-hatake,9,Kakashi Hatake,448,,46,main,440
49.0,65.0,kazuki-muto,2,Kazuki Muto,5,,0,main,4
45.75,63.5,kazuki-muto,4,Kazuki Muto,15,,1,main,12
49.0,53.0,kazuki-muto,1,Kazuki Muto,18,,1,main,18
48.0,69.67,kazuki-muto,3,Kazuki Muto,26,,2,main,24
49.0,55.0,kazuki-muto,1,Kazuki Muto,29,,2,main,29
68.0,45.0,kazuki-muto,1,Kazuki Muto,44,,4,main,44
64.0,53.0,kazuki-muto,1,Kazuki Muto,49,,4,main,49
47.0,47.0,kazuki-muto,6,Kazuki Muto,55,,5,main,50
53.33,60.0,kazuki-muto,3,Kazuki Muto,62,,6,main,60
60.0,40.2,kazuki-muto,10,Kazuki Muto,79,,7,main,70
68.2,33.5,kazuki-muto,10,Kazuki Muto,89,,8,main,80
58.0,60.0,kazuki-muto,1,Kazuki Muto,94,,9,main,94
58.0,60.0,kazuki-muto,1,Kazuki Muto,99,,9,main,99
49.14,71.71,kazuki-muto,7,Kazuki Muto,119,,11,main,113
62.4,56.9,kazuki-muto,10,Kazuki Muto,129,,12,main,120
60.1,59.7,kazuki-muto,10,Kazuki Muto,139,,13,main,130
64.1,51.1,kazuki-muto,10,Kazuki Muto,149,,14,main,140
55.5,61.4,kazuki-muto,10,Kazuki Muto,159,,15,main,150
68.2,54.1,kazuki-muto,10,Kazuki Muto,169,,16,main,160
61.7,59.0,kazuki-muto,10,Kazuki Muto,179,,17,main,170
64.1,47.7,kazuki-muto,10,Kazuki Muto,189,,18,main,180
60.67,52.5,kazuki-muto,6,Kazuki Muto,195,,19,main,190
56.0,62.75,kazuki-muto,4,Kazuki Muto,205,,20,main,202
66.38,53.62,kazuki-muto,8,Kazuki Muto,219,,21,main,212
61.9,59.1,kazuki-muto,10,Kazuki Muto,229,,22,main,220
62.5,52.8,kazuki-muto,10,Kazuki Muto,239,,23,main,230
65.1,56.4,kazuki-muto,10,Kazuki Muto,249,,24,main,240
58.9,60.4,kazuki-muto,10,Kazuki Muto,259,,25,main,250
64.7,50.6,kazuki-muto,10,Kazuki Muto,269,,26,main,260
62.0,63.5,kazuki-muto,2,Kazuki Muto,271,,27,main,270
60.0,48.0,kazuki-muto,1,Kazuki Muto,272,,28,main,272
50.0,63.0,kazuki-muto,2,Kazuki Muto,281,,28,main,280
53.67,60.5,kazuki-muto,6,Kazuki Muto,287,,29,main,282
56.0,97.0,kazuki-muto,7,Kazuki Muto,294,,30,main,288
48.4,56.2,kazuki-muto,10,Kazuki Muto,304,,31,main,295
49.7,71.8,kazuki-muto,10,Kazuki Muto,314,,32,main,305
55.0,33.0,kenshin-himura,2,Kenshin Himura,3,,0,main,2
36.0,50.0,kenshin-himura,2,Kenshin Himura,13,,1,main,12
55.0,32.0,kenshin-himura,1,Kenshin Himura,16,,1,main,16
52.5,35.5,kenshin-himura,2,Kenshin Himura,24,,2,main,23
57.0,36.0,kenshin-himura,1,Kenshin Himura,26,,2,main,26
40.0,66.0,kenshin-himura,1,Kenshin Himura,44,,4,main,44
33.0,40.0,kenshin-himura,1,Kenshin Himura,49,,4,main,49
36.5,36.5,kenshin-himura,2,Kenshin Himura,51,,5,main,50
43.8,42.6,kenshin-himura,5,Kenshin Himura,59,,5,main,55
49.0,29.0,kenshin-himura,2,Kenshin Himura,69,,6,main,68
38.0,32.0,kenshin-himura,3,Kenshin Himura,72,,7,main,70
54.0,34.0,kenshin-himura,1,Kenshin Himura,77,,7,main,77
49.0,53.5,kenshin-himura,2,Kenshin Himura,89,,8,main,88
46.0,39.0,kenshin-himura,1,Kenshin Himura,123,,12,main,123
54.5,36.0,kenshin-himura,8,Kenshin Himura,139,,13,main,132
51.33,56.33,kenshin-himura,3,Kenshin Himura,149,,14,main,147
44.1,56.2,kenshin-himura,10,Kenshin Himura,159,,15,main,150
51.5,42.2,kenshin-himura,10,Kenshin Himura,169,,16,main,160
48.0,41.2,kenshin-himura,10,Kenshin Himura,179,,17,main,170
49.1,40.3,kenshin-himura,10,Kenshin Himura,189,,18,main,180
39.2,48.7,kenshin-himura,10,Kenshin Himura,199,,19,main,190
54.1,44.3,kenshin-himura,10,Kenshin Himura,209,,20,main,200
38.7,43.4,kenshin-himura,10,Kenshin Himura,219,,21,main,210
46.4,37.2,kenshin-himura,10,Kenshin Himura,229,,22,main,220
48.7,29.7,kenshin-himura,10,Kenshin Himura,239,,23,main,230
53.2,46.8,kenshin-himura,10,Kenshin Himura,249,,24,main,240
52.0,48.9,kenshin-himura,10,Kenshin Himura,259,,25,main,250
47.0,49.4,kenshin-himura,10,Kenshin Himura,269,,26,main,260
55.4,39.9,kenshin-himura,10,Kenshin Himura,279,,27,main,270
56.6,42.1,kenshin-himura,10,Kenshin Himura,289,,28,main,280
51.3,42.0,kenshin-himura,10,Kenshin Himura,299,,29,main,290
55.7,37.1,kenshin-himura,10,Kenshin Himura,309,,30,main,300
48.7,53.9,kenshin-himura,10,Kenshin Himura,319,,31,main,310
47.0,49.4,kenshin-himura,10,Kenshin Himura,329,,32,main,320
47.5,56.0,kenshin-himura,4,Kenshin Himura,333,,33,main,330
50.67,47.11,kenshin-himura,9,Kenshin Himura,342,,34,main,334
49.6,45.2,kenshin-himura,10,Kenshin Himura,352,,35,main,343
52.3,39.4,kenshin-himura,10,Kenshin Himura,362,,36,main,353
125.3,56.3,kenshin-himura,10,Kenshin Himura,372,,37,main,363
51.5,50.5,kenshin-himura,10,Kenshin Himura,382,,38,main,373
54.0,50.2,kenshin-himura,10,Kenshin Himura,392,,39,main,383
49.8,50.1,kenshin-himura,10,Kenshin Himura,402,,40,main,393
53.8,62.0,kenshin-himura,5,Kenshin Himura,407,,41,main,403
52.1,52.3,kenshin-himura,10,Kenshin Himura,417,,42,main,408
50.8,46.1,kenshin-himura,10,Kenshin Himura,427,,43,main,418
126.33,61.33,kenshin-himura,9,Kenshin Himura,436,,44,main,428
52.1,52.3,kenshin-himura,10,Kenshin Himura,446,,45,main,437
50.8,46.1,kenshin-himura,10,Kenshin Himura,456,,46,main,447
126.33,61.33,kenshin-himura,9,Kenshin Himura,465,,47,main,457
50.25,48.25,kenshiro,4,Kenshiro,16,,1,main,13
62.0,38.0,kenshiro,1,Kenshiro,19,,1,main,19
57.0,41.0,kenshiro,1,Kenshiro,24,,2,main,24
59.0,43.5,kenshiro,2,Kenshiro,27,,2,main,26
58.0,48.0,kenshiro,1,Kenshiro,29,,2,main,29
78.0,34.0,kenshiro,1,Kenshiro,44,,4,main,44
36.0,41.0,kenshiro,1,Kenshiro,49,,4,main,49
39.0,38.0,kenshiro,5,Kenshiro,54,,5,main,50
63.0,40.12,kenshiro,8,Kenshiro,69,,6,main,62
50.5,44.5,kenshiro,10,Kenshiro,79,,7,main,70
42.0,47.0,kenshiro,2,Kenshiro,81,,8,main,80
62.0,39.0,kenshiro,1,Kenshiro,94,,9,main,94
54.0,65.0,kenshiro,1,Kenshiro,99,,9,main,99
56.57,46.14,kenshiro,7,Kenshiro,106,,10,main,100
90.0,68.0,kenshiro,1,Kenshiro,131,,13,main,131
64.33,40.67,kenshiro,3,Kenshiro,139,,13,main,137
61.4,43.7,kenshiro,10,Kenshiro,149,,14,main,140
62.57,49.71,kenshiro,7,Kenshiro,156,,15,main,150
56.67,43.67,kenshiro,3,Kenshiro,169,,16,main,167
65.5,65.5,kenshiro,10,Kenshiro,179,,17,main,170
39.0,52.0,kenshiro,2,Kenshiro,181,,18,main,180
59.6,50.0,kenshiro,5,Kenshiro,191,,19,main,187
89.6,42.2,kenshiro,10,Kenshiro,201,,20,main,192
58.67,44.89,kenshiro,9,Kenshiro,210,,21,main,202
61.33,49.0,kenshiro,3,Kenshiro,230,,23,main,228
60.6,46.0,kenshiro,10,Kenshiro,240,,24,main,231
58.5,47.8,kenshiro,10,Kenshiro,250,,25,main,241
61.5,39.5,kenshiro,4,Kenshiro,254,,26,main,251
60.0,39.0,kenshiro,10,Kenshiro,264,,27,main,255
62.5,37.0,kenshiro,2,Kenshiro,266,,28,main,265
60.0,44.0,kenshiro,1,Kenshiro,277,,29,main,277
62.0,70.0,kenshiro,4,Kenshiro,281,,30,main,278
28.0,44.0,killua-zoldyck,2,Killua Zoldyck,13,,1,main,12
43.0,28.0,killua-zoldyck,1,Killua Zoldyck,16,,1,main,16
42.5,27.5,killua-zoldyck,2,Killua Zoldyck,24,,2,main,23
46.0,34.5,killua-zoldyck,2,Killua Zoldyck,27,,2,main,26
42.0,46.0,killua-zoldyck,1,Killua Zoldyck,43,,4,main,43
24.0,34.0,killua-zoldyck,1,Killua Zoldyck,47,,4,main,47
24.0,34.0,killua-zoldyck,1,Killua Zoldyck,50,,4,main,50
29.0,29.0,killua-zoldyck,2,Killua Zoldyck,52,,5,main,51
43.0,33.0,killua-zoldyck,2,Killua Zoldyck,60,,5,main,59
44.33,33.67,killua-zoldyck,3,Killua Zoldyck,63,,6,main,61
48.33,27.33,killua-zoldyck,3,Killua Zoldyck,110,,10,main,108
43.0,37.0,killua-zoldyck,1,Killua Zoldyck,111,,11,main,111
47.0,31.0,killua-zoldyck,1,Killua Zoldyck,120,,11,main,120
49.8,26.1,killua-zoldyck,10,Killua Zoldyck,130,,12,main,121
48.0,27.0,killua-zoldyck,1,Killua Zoldyck,131,,13,main,131
49.0,31.5,killua-zoldyck,2,Killua Zoldyck,140,,13,main,139
48.0,32.67,killua-zoldyck,3,Killua Zoldyck,143,,14,main,141
39.22,34.89,killua-zoldyck,9,Killua Zoldyck,160,,15,main,152
41.9,34.8,killua-zoldyck,10,Killua Zoldyck,170,,16,main,161
48.0,33.9,killua-zoldyck,10,Killua Zoldyck,180,,17,main,171
38.0,40.4,killua-zoldyck,5,Killua Zoldyck,185,,18,main,181
49.1,22.5,killua-zoldyck,10,Killua Zoldyck,195,,19,main,186
47.8,25.6,killua-zoldyck,5,Killua Zoldyck,200,,20,main,196
48.4,22.1,killua-zoldyck,10,Killua Zoldyck,210,,21,main,201
44.4,30.3,killua-zoldyck,10,Killua Zoldyck,220,,22,main,211
46.6,41.7,killua-zoldyck,10,Killua Zoldyck,230,,23,main,221
48.0,59.0,kinnikuman,2,Kinnikuman,13,,1,main,12
57.0,45.0,kinnikuman,1,Kinnikuman,16,,1,main,16
49.0,44.0,kinnikuman,1,Kinnikuman,21,,2,main,21
55.67,49.33,kinnikuman,3,Kinnikuman,25,,2,main,23
55.33,49.0,kinnikuman,3,Kinnikuman,29,,2,main,27
24.0,72.0,kinnikuman,1,Kinnikuman,44,,4,main,44
39.0,39.0,kinnikuman,1,Kinnikuman,49,,4,main,49
39.0,39.0,kinnikuman,2,Kinnikuman,51,,5,main,50
55.67,47.0,kinnikuman,3,Kinnikuman,69,,6,main,67
61.0,39.67,kinnikuman,3,Kinnikuman,72,,7,main,70
56.0,44.0,kinnikuman,1,Kinnikuman,78,,7,main,78
55.0,42.0,kinnikuman,1,Kinnikuman,84,,8,main,84
53.0,67.0,kinnikuman,1,Kinnikuman,94,,9,main,94
53.0,46.5,kinnikuman,4,Kinnikuman,109,,10,main,106
52.2,46.7,kinnikuman,10,Kinnikuman,119,,11,main,110
44.7,51.0,kinnikuman,10,Kinnikuman,129,,12,main,120
49.1,47.8,kinnikuman,10,Kinnikuman,139,,13,main,130
53.5,50.25,kinnikuman,4,Kinnikuman,159,,15,main,156
49.4,55.8,kinnikuman,10,Kinnikuman,169,,16,main,160
54.6,39.5,kinnikuman,10,Kinnikuman,179,,17,main,170
50.3,47.4,kinnikuman,10,Kinnikuman,189,,18,main,180
51.4,52.2,kinnikuman,10,Kinnikuman,199,,19,main,190
54.2,46.0,kinnikuman,10,Kinnikuman,209,,20,main,200
50.4,47.6,kinnikuman,10,Kinnikuman,219,,21,main,210
48.0,50.0,kinnikuman,1,Kinnikuman,220,,22,main,220
51.4,52.2,kinnikuman,10,Kinnikuman,230,,23,main,221
55.0,47.2,kinnikuman,5,Kinnikuman,235,,24,main,231
49.0,52.33,kinnikuman,3,Kinnikuman,250,,25,main,248
57.3,38.2,kinnikuman,10,Kinnikuman,260,,26,main,251
59.0,48.2,kinnikuman,10,Kinnikuman,270,,27,main,261
61.2,41.7,kinnikuman,10,Kinnikuman,280,,28,main,271
56.7,48.0,kinnikuman,10,Kinnikuman,290,,29,main,281
54.8,44.7,kinnikuman,10,Kinnikuman,300,,30,main,291
57.0,106.0,kinnikuman,2,Kinnikuman,302,,31,main,301
84.0,70.67,kiro,3,Naruto,12,,1,,10
84.0,70.0,kiro,1,Naruto,17,,1,,17
88.0,70.0,kiro,1,Naruto,20,,2,,20
80.8,76.0,kiro,5,Naruto,29,,2,,25
97.0,70.0,kiro,1,Naruto,30,,3,,30
96.33,61.67,kiro,3,Naruto,42,,4,,40
67.5,67.5,kiro,2,Naruto,47,,4,main,46
67.5,67.5,kiro,2,Naruto,49,,4,,48
67.5,67.5,kiro,2,Naruto,51,,5,,50
63.0,64.0,kiro,1,Naruto,52,,6,,52
73.67,79.33,kiro,3,Naruto,55,,5,,53
86.0,76.0,kiro,1,Naruto,60,,6,,60
88.88,63.25,kiro,8,Naruto,69,,6,,62
90.0,65.0,kiro,5,Naruto,74,,7,,70
86.2,71.4,kiro,5,Naruto,84,,8,,80
84.67,70.33,kiro,3,Naruto,97,,9,,95
83.0,71.0,kiro,1,Naruto,108,,10,,108
76.0,74.0,kiro,1,Naruto,109,,11,,109
65.0,45.0,kiro,1,Naruto,110,,11,main,110
86.0,71.5,kiro,2,Naruto,112,,11,,111
80.0,81.0,kiro,1,Naruto,113,,12,,113
83.0,67.0,kiro,1,Naruto,123,,13,,123
75.0,72.0,kiro,1,Naruto,128,,13,,128
81.0,69.67,kiro,3,Naruto,131,,14,,129
87.0,89.0,kiro,1,Naruto,132,,13,,132
88.5,74.0,kiro,4,Naruto,136,,14,,133
87.0,71.5,kiro,2,Naruto,138,,13,,137
87.0,69.5,kiro,2,Naruto,140,,15,,139
82.2,72.2,kiro,5,Naruto,148,,15,,144
81.3,76.3,kiro,10,Naruto,158,,16,,149
69.0,81.0,kiro,2,Naruto,160,,17,,159
84.0,76.0,kiro,10,Naruto,170,,18,,161
89.67,77.22,kiro,9,Naruto,179,,19,,171
66.33,68.67,kiro,3,Naruto,189,,20,,187
62.0,41.0,kiro,1,Naruto,190,,20,main,190
86.33,71.83,kiro,6,Naruto,196,,21,,191
77.75,85.5,kiro,4,Naruto,206,,22,,203
88.0,70.0,kiro,1,Naruto,207,,23,,207
54.0,41.33,kiro,3,Naruto,210,,24,main,208
54.5,42.5,kiro,4,Naruto,217,,24,main,214
120.67,90.67,kiro,3,Naruto,220,,24,,218
52.0,36.0,kiro,1,Naruto,221,,25,main,221
70.0,66.0,kiro,1,Naruto,230,,26,,230
37.2,115.2,kiro,5,Naruto,235,,0,naruto2,231
204.86,135.0,kiro,7,Naruto,242,,1,naruto2,236
195.6,228.0,kiro,5,Naruto,247,,2,naruto2,243
71.33,111.33,kiro,6,Naruto,253,,0,narit6,248
14.5,36.25,kiro,4,Naruto,257,,1,narit6,254
41.62,42.62,kiro,8,Naruto,265,,2,narit6,258
15.0,40.17,kiro,6,Naruto,271,,3,narit6,266
36.38,46.5,kiro,8,Naruto,279,,4,narit6,272
38.12,49.88,kiro,8,Naruto,287,,5,narit6,280
15.0,45.67,kiro,3,Naruto,290,,6,narit6,288
35.12,55.25,kiro,8,Naruto,298,,7,narit6,291
43.43,81.29,kiro,7,Naruto,305,,8,narit6,299
32.75,61.0,kiro,8,Naruto,313,,9,narit6,306
33.0,61.0,kiro,8,Naruto,321,,10,narit6,314
52.12,56.0,kiro,8,Naruto,329,,11,narit6,322
15.12,52.38,kiro,8,Naruto,337,,12,narit6,330
46.78,50.11,kiro,9,Naruto,346,,13,narit6,338
50.44,51.44,kiro,9,Naruto,355,,14,narit6,347
56.38,57.38,kiro,8,Naruto,363,,15,narit6,356
53.33,61.0,kiro,9,Naruto,372,,16,narit6,364
56.89,44.56,kiro,9,Naruto,381,,17,narit6,373
15.43,41.71,kiro,7,Naruto,388,,18,narit6,382
75.2,75.1,kiro,10,Naruto,398,,19,narit6,389
11.73,41.64,kiro,11,Naruto,409,tmp/frame-usage-audit/unused-sheets/kiro__399-409.png,20,narit6,399
57.09,40.27,kiro,11,Naruto,421,tmp/frame-usage-audit/unused-sheets/kiro__411-421.png,0,ac7a1cba-fd00-4cf0-bbd8-0fbe53c9,411
42.88,44.25,kiro,8,Naruto,429,,1,ac7a1cba-fd00-4cf0-bbd8-0fbe53c9,422
40.29,46.29,kiro,7,Naruto,436,,2,ac7a1cba-fd00-4cf0-bbd8-0fbe53c9,430
43.43,48.14,kiro,7,Naruto,443,,3,ac7a1cba-fd00-4cf0-bbd8-0fbe53c9,437
44.0,61.83,kiro,6,Naruto,449,,4,ac7a1cba-fd00-4cf0-bbd8-0fbe53c9,444
46.29,74.71,kiro,7,Naruto,456,,5,ac7a1cba-fd00-4cf0-bbd8-0fbe53c9,450
41.0,70.0,kiro,6,Naruto,462,,6,ac7a1cba-fd00-4cf0-bbd8-0fbe53c9,457
40.33,67.67,kiro,6,Naruto,468,,7,ac7a1cba-fd00-4cf0-bbd8-0fbe53c9,463
55.86,50.71,kiro,7,Naruto,475,,8,ac7a1cba-fd00-4cf0-bbd8-0fbe53c9,469
58.0,55.29,kiro,7,Naruto,482,,9,ac7a1cba-fd00-4cf0-bbd8-0fbe53c9,476
63.0,58.57,kiro,7,Naruto,489,,10,ac7a1cba-fd00-4cf0-bbd8-0fbe53c9,483
62.29,54.57,kiro,7,Naruto,496,,11,ac7a1cba-fd00-4cf0-bbd8-0fbe53c9,490
65.71,66.0,kiro,7,Naruto,503,,12,ac7a1cba-fd00-4cf0-bbd8-0fbe53c9,497
70.29,50.14,kiro,7,Naruto,510,,13,ac7a1cba-fd00-4cf0-bbd8-0fbe53c9,504
68.91,72.64,kiro,11,Naruto,521,tmp/frame-usage-audit/unused-sheets/kiro__511-521.png,14,ac7a1cba-fd00-4cf0-bbd8-0fbe53c9,511
51.0,25.0,kurama,2,Kurama,3,,0,main,2
43.33,50.33,kurama,3,Kurama,14,,1,main,12
50.0,28.0,kurama,1,Kurama,17,,1,main,17
44.5,32.5,kurama,2,Kurama,25,,2,main,24
45.5,34.5,kurama,2,Kurama,28,,2,main,27
44.0,48.0,kurama,1,Kurama,44,,4,main,44
34.0,29.0,kurama,1,Kurama,49,,4,main,49
30.67,32.33,kurama,3,Kurama,52,,5,main,50
38.33,31.67,kurama,3,Kurama,59,,5,main,57
35.0,32.0,kurama,1,Kurama,60,,6,main,60
38.0,32.0,kurama,3,Kurama,69,,6,main,67
48.0,35.4,kurama,10,Kurama,79,,7,main,70
44.5,43.0,kurama,2,Kurama,81,,8,main,80
53.0,33.38,kurama,8,Kurama,107,,10,main,100
48.0,39.0,kurama,1,Kurama,119,,11,main,119
52.0,31.0,kurama,1,Kurama,120,,12,main,120
52.0,32.2,kurama,5,Kurama,139,,13,main,135
51.4,36.1,kurama,10,Kurama,149,,14,main,140
46.4,41.8,kurama,10,Kurama,159,,15,main,150
34.0,47.5,kurama,2,Kurama,161,,16,main,160
52.0,30.0,kurama,1,Kurama,181,,18,main,181
36.8,40.2,kurama,10,Kurama,191,,19,main,182
48.1,35.0,kurama,10,Kurama,201,,20,main,192
46.8,35.9,kurama,10,Kurama,211,,21,main,202
52.43,45.57,kurama,7,Kurama,218,,22,main,212
29.5,52.0,lenalee-lee,2,Lenalee Lee,13,,1,main,12
47.0,39.0,lenalee-lee,1,Lenalee Lee,16,,1,main,16
40.0,39.0,lenalee-lee,1,Lenalee Lee,22,,2,main,22
42.67,36.0,lenalee-lee,3,Lenalee Lee,26,,2,main,24
43.0,42.0,lenalee-lee,1,Lenalee Lee,28,,2,main,28
61.0,28.0,lenalee-lee,1,Lenalee Lee,44,,4,main,44
38.0,32.0,lenalee-lee,1,Lenalee Lee,49,,4,main,49
35.0,35.0,lenalee-lee,4,Lenalee Lee,53,,5,main,50
36.0,37.0,lenalee-lee,1,Lenalee Lee,59,,5,main,59
45.25,26.0,lenalee-lee,4,Lenalee Lee,63,,6,main,60
50.0,32.0,lenalee-lee,1,Lenalee Lee,69,,6,main,69
52.0,31.0,lenalee-lee,4,Lenalee Lee,73,,7,main,70
39.0,49.0,lenalee-lee,1,Lenalee Lee,99,,9,main,99
37.25,54.5,lenalee-lee,4,Lenalee Lee,103,,10,main,100
48.0,28.0,lenalee-lee,1,Lenalee Lee,129,,12,main,129
44.1,47.0,lenalee-lee,10,Lenalee Lee,139,,13,main,130
42.1,36.9,lenalee-lee,10,Lenalee Lee,149,,14,main,140
54.2,40.0,lenalee-lee,10,Lenalee Lee,159,,15,main,150
40.0,45.4,lenalee-lee,10,Lenalee Lee,169,,16,main,160
44.7,41.0,lenalee-lee,10,Lenalee Lee,179,,17,main,170
43.0,48.0,lenalee-lee,5,Lenalee Lee,184,,18,main,180
47.7,41.1,lenalee-lee,10,Lenalee Lee,194,,19,main,185
91.0,39.0,lenalee-lee,10,Lenalee Lee,204,,20,main,195
34.9,38.5,lenalee-lee,10,Lenalee Lee,214,,21,main,205
28.0,57.0,lenalee-lee,1,Lenalee Lee,215,,22,main,215
46.5,48.0,lenalee-lee,2,Lenalee Lee,224,,22,main,223
41.3,45.1,lenalee-lee,10,Lenalee Lee,234,,23,main,225
137.3,45.5,lenalee-lee,10,Lenalee Lee,244,,24,main,235
49.5,95.0,lenalee-lee,2,Lenalee Lee,246,,25,main,245
25.5,72.0,majin-buu,2,Majin Buu,9,,0,main,8
50.0,31.67,majin-buu,3,Majin Buu,12,,1,main,10
46.5,34.0,majin-buu,2,Majin Buu,17,,1,main,16
46.0,34.0,majin-buu,1,Majin Buu,19,,1,main,19
46.0,30.0,majin-buu,1,Majin Buu,20,,2,main,20
49.0,33.0,majin-buu,1,Majin Buu,22,,2,main,22
35.0,28.0,majin-buu,1,Majin Buu,44,,4,main,44
43.0,37.0,majin-buu,1,Majin Buu,52,,5,main,52
49.0,32.0,majin-buu,1,Majin Buu,63,,6,main,63
47.4,26.8,majin-buu,5,Majin Buu,75,,7,main,71
38.67,38.33,majin-buu,9,Majin Buu,90,,8,main,82
49.0,37.0,majin-buu,1,Majin Buu,96,,9,main,96
43.0,65.0,majin-buu,1,Majin Buu,98,,9,main,98
50.0,67.0,majin-buu,1,Majin Buu,101,,9,main,101
51.0,37.0,majin-buu,1,Majin Buu,103,,9,main,103
52.0,34.0,majin-buu,2,Majin Buu,115,,10,main,114
43.5,31.5,majin-buu,2,Majin Buu,117,,11,main,116
47.2,31.2,majin-buu,10,Majin Buu,135,,12,main,126
47.0,32.0,majin-buu,1,Majin Buu,136,,13,main,136
37.0,44.0,majin-buu,1,Majin Buu,145,,13,main,145
39.91,40.91,majin-buu,11,Majin Buu,156,tmp/frame-usage-audit/unused-sheets/majin-buu__146-156.png,14,main,146
37.1,34.2,majin-buu,10,Majin Buu,166,,15,main,157
37.83,39.83,majin-buu,12,Majin Buu,178,tmp/frame-usage-audit/unused-sheets/majin-buu__167-178.png,16,main,167
36.29,43.21,majin-buu,14,Majin Buu,192,tmp/frame-usage-audit/unused-sheets/majin-buu__179-192.png,17,main,179
33.5,48.0,majin-buu,2,Majin Buu,194,,18,main,193
46.0,36.3,majin-buu,10,Majin Buu,204,,19,main,195
49.7,37.3,majin-buu,10,Majin Buu,214,,20,main,205
49.14,49.57,majin-buu,7,Majin Buu,221,,21,main,215
53.0,57.67,momotaro-tsurugi,3,Momotaro Tsurugi,14,,1,main,12
53.0,52.0,momotaro-tsurugi,1,Momotaro Tsurugi,17,,1,main,17
61.67,48.0,momotaro-tsurugi,3,Momotaro Tsurugi,22,,2,main,20
56.0,53.0,momotaro-tsurugi,2,Momotaro Tsurugi,25,,2,main,24
51.0,58.0,momotaro-tsurugi,1,Momotaro Tsurugi,27,,2,main,27
53.0,50.0,momotaro-tsurugi,1,Momotaro Tsurugi,44,,4,main,44
40.0,46.0,momotaro-tsurugi,1,Momotaro Tsurugi,49,,4,main,49
44.0,42.0,momotaro-tsurugi,3,Momotaro Tsurugi,52,,5,main,50
62.0,53.0,momotaro-tsurugi,1,Momotaro Tsurugi,59,,5,main,59
