character,animation,frames,score,min_width_ratio,max_width_ratio,min_height_ratio,max_height_ratio
don-patch-poppa-rocks,crouchBlock,8,0.02036418208557733,0.9998200761162113,1.0060316588397353,0.9994993643677922,1.014332523245842
anna-kyoyama,crouchBlock,8,0.020285326220897515,0.9854884567016114,1.0145599602894422,0.9942746340685447,1.005503853475776
majin-buu,sidestepLeft,11,0.020008894412038125,0.9899413662561304,1.0005158970363488,0.9997896039600752,1.0099502606681685
momotaro-tsurugi,idle,6,0.01992322106688227,0.9858651402578117,1.014186816248884,0.9942635951820018,1.0051946158607397
kurama,cmd:2+3,19,0.019675110354537062,0.9919952113956702,1.0004628593349467,0.9883296782497928,1.0004268858660434
fuusuke,idle,4,0.019567971455384914,0.9936270050314997,1.0191019644134023,0.9999855697079308,1.0004660070419826
vegito,cmd:2+3,6,0.019393477995175767,0.9860546042793323,1.0004390888094767,0.9945519177254919,1.000500555982276
fuusuke,jableft,4,0.019260529317287278,0.9891146402412124,1.0102788484224816,0.9917736519120366,1.0083751695584997
dio,idle,6,0.018839177890999426,0.9939758644272432,1.005925932993171,0.9871849576817574,1.0003433849905048
arale-norimaki,idle,4,0.018423262852905298,0.9938104386563914,1.0180504432934545,0.9996271804405492,1.0000072150245674
jotaro-kujo,cmd:1+2,19,0.017928298056131164,0.9995715517823258,1.00602983417956,0.9881015361234288,1.0002961871050278
kurama,jabright,12,0.017347109985359266,0.9994552127091296,1.004564467748479,0.9872173577631198,1.000242337418488
momotaro-tsurugi,walkForward,8,0.017034276769632206,0.9960626292165636,1.0041240046516973,0.9870897278820651,1.0128551474671772
kazuki-muto,idle,6,0.016854802429797644,0.9997593861419747,1.0055519244105895,0.9991060006812913,1.0113028780192082
fuusuke,cmd:2+3,6,0.016516747130687737,0.9936652663322838,1.0003640363177988,0.9898179865370285,1.0004478858988242
gotenks,chargeKi,2,0.016282631283829896,0.9941778700768755,1.0058221299231245,0.9895394986392946,1.0104605013607053
yugi-mutou,sidestepRight,2,0.015999022154597586,0.9869619907755586,1.0130380092244415,0.9970389870698441,1.002961012930156
goku,cmd:1+2,12,0.01595928866730889,0.9977573138164918,1.001756108068202,0.9947581968040907,1.0137166024838007
fuusuke,jump,6,0.015829203175177553,0.9964011445681854,1.0003995659563394,0.9995364513481868,1.012230347743363
vegeta-super-saiyan,idle,6,0.015803925623009252,0.9980992859833998,1.0011843411268455,0.9997037587115642,1.013903211606409
gohan-super-saiyan,cmd:3+4,8,0.015781725171843175,0.9995123187485042,1.0073318942940361,0.991550169122193,1.0007542147983852
fuusuke,walkForward,8,0.015680862947006435,0.9993185674746927,1.0043955955910906,0.9992944197560256,1.0112852673559158
killua-zoldyck,idle,4,0.015639355150837808,0.9944677483838433,1.0156249259692611,0.9999855708184233,1.0000048097271923
taikoubou,idle,4,0.01563462158034412,0.9857218757954501,1.0137573927968473,0.9986435026242058,1.0000088788919141
kiro,idle,4,0.015545958014513861,0.9910147805451692,1.0006929040708117,0.9934392614403169,1.0004975623903685
caramelman-j,crouchBlock,7,0.015494900679021262,0.995357575291551,1.0126885572127162,0.997193656533695,1.0003049685463519
majin-buu,sidestepRight,12,0.01526666063431148,0.9898193208704479,1.000392547964679,0.9949140184952406,1.0050251256281406
jotaro-kujo,idle,6,0.015032688335193112,0.9966280714123776,1.002637573421689,0.9883392402524293,1.0005368248585436
gintoki-sakata,cmd:1+3,7,0.015010912211632976,0.9854311039484286,1.0006244963738922,0.9998483647556753,1.0004420161600616
monkey-d-luffy,walkForward,8,0.014745216432906494,0.986732049735065,1.0134165917796547,0.9992805122309635,1.0013286246532518
bobobo-bo-bo-bobo,idle,6,0.014712087954394049,0.9997446612889004,1.0146928507110908,0.9999807627566968,1.0000096186216514
monkey-d-luffy,cmd:1+4,7,0.014617967323560799,0.993425050830598,1.0141787183431314,0.9995607510195706,1.0000577115448739
fuusuke,getupStand,9,0.014558211251658681,0.9996126196876793,1.0138842742219671,0.9995176176037992,1.0006739370296915
kiro,cmd:3+4,9,0.014483003631334257,0.9859529195171369,1.0007802098517484,0.9995640768515288,1.000400883618184
riven,hitHeavy,4,0.014348042671158745,1.0,1.000005033117916,0.9856569904467573,1.0136259958069236
lenalee-lee,idle,6,0.014104364830725524,0.9997480387167157,1.0054539863449872,0.9913496215142616,1.0003114001477769
jotaro-kujo,knockdown,4,0.014064534057250166,0.9999849005702552,1.0000000000000002,0.9859505653724946,1.0134170420915416
riven,cmd:FC+4,4,0.013901118517160804,0.9997864890140602,1.0011648496835752,0.9872637311664144,1.0001943722959687
killua-zoldyck,chargeKi,3,0.013848763763755545,0.9999596923678029,1.0003610522540534,0.9865122884902978,1.0002084152409259
don-patch-poppa-rocks,idle,6,0.013795679850279075,0.9866284569518929,1.0132799216551789,0.9998512728918328,1.000424136802172
yasutora-sado,crouchBlock,8,0.013701506976049216,0.9865828177778587,1.0052071241128864,0.9998557217298296,1.000284324753908
arale-norimaki,crouchBlock,8,0.013637114774438297,0.9994025369713515,1.01297028243403,0.9993608066918951,1.0006668323404082
taikoubou,cmd:1+4,5,0.013581683442484449,0.9998981028759134,1.000311203328398,0.9995286503723657,1.0132704801140864
majin-buu,walkForward,4,0.013452460936469124,1.0,1.0000000000000002,0.9865475390635311,1.0132204038450707
vegeta-super-saiyan,walkForward,4,0.0131101013789372,0.98795887676578,1.0126525722542645,0.9999839665992195,1.0004575291246727
vegito,idle,4,0.012870770210958504,0.9997632910944357,1.0128707702109585,1.0,1.0
goku-super-saiyan,walkForward,4,0.012827206952955583,1.0,1.0,0.9881120481693303,1.0128272069529556
vegito,walkForward,4,0.012479280298786533,0.9999906732100163,1.0,0.9877635124763771,1.0124699535088029
monkey-d-luffy,knockdown,4,0.012438068156227722,0.9999924496961002,1.0000327179835655,0.9947434071643457,1.0124053501726622
ichigo-kurosaki,walkForward,8,0.012397686281759746,0.9999949672620396,1.0,0.9876073464562006,1.000500502568917
vegeta-super-saiyan,knockdown,4,0.012337609873266708,0.9999974834600411,1.0000025165399589,0.9876649066666922,1.0038502909756366
pegasus-seiya,jabright,5,0.012333891885948356,0.999632722572004,1.0061103981972737,0.9996062636452608,1.0062234936886747
gotenks,walkForward,4,0.012264812942781367,0.9999924499241218,1.0000075500758783,0.993149826507629,1.012257262866903
kinnikuman,jabright,5,0.012252006842482732,0.9995455305241355,1.0115963171301312,0.9993443102876485,1.0001840335543148
dr-mashirito,cmd:3+4,9,0.012245165497234756,0.9999934792734048,1.0004128758474355,0.9881677103502008,1.0002178187886293
piccolo,crouchBlock,8,0.012234064534209943,0.9996891083358921,1.0005514782503078,0.9883174137160978,1.0003304605419023
kenshin-himura,idle,2,0.012101192153807228,0.9939494727903192,1.006050527209681,0.9939493350558737,1.006050664944126
kiro,cmd:WR+4,3,0.01203193628644017,0.9997997299584601,1.0000712132676028,0.9998724949225138,1.0118316662449003
jotaro-kujo,walkForward,8,0.011770865283042942,0.9892874633187739,1.000307078658012,0.9994913926234414,1.0010583286018169
caramelman-j,jableft,8,0.011533342093873689,0.9888818308800233,1.0007750365524537,0.9999893138037159,1.000415172973897
majin-buu,jabright,2,0.011498118295184767,1.0,1.0,0.9885018817048152,1.0114981182951845
dr-mashirito,jump,3,0.011248160634763193,0.9996243449913726,1.0063718553933734,0.9951236947586102,1.0001267137276928
hiei,idle,2,0.011248130242334842,0.9887590845393098,1.0112409154606903,0.9999927852183554,1.0000072147816446
