character,animation,frames,score,min_width_ratio,max_width_ratio,min_height_ratio,max_height_ratio
gohan-super-saiyan-2,jableft,3,1.5112593579336142e-05,1.0,1.0000102613567567,0.9999951487631774,1.0
eve,cmd:1+2,6,1.5077245708705611e-05,0.9999896606985921,1.0000034464338026,0.9999952620556992,1.0000047379443007
yasutora-sado,chargeKi,5,1.5043086374455505e-05,1.0,1.0000101730434694,0.9999951299570949,1.0000048700429047
yasutora-sado,jump,5,1.5043086374455505e-05,1.0,1.0000101730434694,0.9999951299570949,1.0000048700429047
yasutora-sado,kickright,5,1.5043086374455505e-05,1.0,1.0000101730434694,0.9999951299570949,1.0000048700429047
yasutora-sado,sprint,5,1.5043086374455505e-05,1.0,1.0000101730434694,0.9999951299570949,1.0000048700429047
yasutora-sado,backflip,8,1.5042982884683198e-05,0.9999898270600204,1.0,0.9999951299570949,1.000004870042905
yasutora-sado,jabright,6,1.5042982884683198e-05,0.9999898270600204,1.0,0.9999951299570949,1.000004870042905
seto-kaiba,idle,4,1.4924156078177653e-05,0.9999966313973974,1.000010105807808,0.9999951816517297,1.0
seto-kaiba,sprint,10,1.4924087993639645e-05,0.9999898942602766,1.0000033685799077,0.9999951816517297,1.0
bobobo-bo-bo-bobo,crouchBlock,8,1.4794034199017148e-05,0.9999966717588754,1.0000099847233732,0.9999951906891742,1.0
bobobo-bo-bo-bobo,kickleft,6,1.4794034199017148e-05,0.9999966717588754,1.0000099847233732,0.9999951906891742,1.0000048093108258
kakashi-hatake,walkForward,8,1.4746443159463496e-05,0.9999947158166176,1.0000052841833822,1.0,1.000009462259777
goku,jableft,4,1.473603743618046e-05,0.9999924784319035,1.0000025071893655,0.9999975951768867,1.0000072144693397
yusuke-urameshi,crouchBlock,8,1.4715580533231076e-05,0.9999877300111658,1.0000040899962783,0.999997554408301,1.0000024455916985
goku,jabright,7,1.4633614358272595e-05,0.9999949856086969,1.000005014391303,0.9999903807769448,1.0
kurama,sidestepLeft,8,1.4629225224438436e-05,0.9999901803863035,1.0000098196136964,0.9999951903884725,1.000004809611528
kurama,sidestepRight,8,1.4629225224438436e-05,0.9999901803863035,1.0000098196136964,0.9999951903884725,1.000004809611528
kurama,chargeKi,6,1.4629225224216391e-05,0.9999901803863037,1.0,0.9999951903884721,1.0000048096115275
kurama,cmd:1+3,11,1.4629225224216391e-05,0.9999901803863035,1.0000098196136964,0.9999951903884723,1.0000048096115277
kurama,cmd:2+3,19,1.4629225224216391e-05,0.9999901803863035,1.0000098196136964,0.9999951903884723,1.0000048096115277
kurama,crouchBlock,8,1.4629225224216391e-05,0.9999901803863035,1.0000098196136964,0.9999951903884723,1.0
kurama,jableft,6,1.4629225224216391e-05,0.9999901803863035,1.0000098196136964,0.9999951903884723,1.0000048096115277
kurama,jump,5,1.4629128800125457e-05,0.9999901804827274,1.0,1.0,1.0000048096115275
jaguar-junichi,cmd:3+4,4,1.4603553917247325e-05,0.9999902058725587,1.0,1.0,1.000004809426476
jaguar-junichi,cmd:1+4,15,1.4603530786971852e-05,0.9999902058725587,1.0000097941274413,0.9999951905966543,1.0000048094033454
jaguar-junichi,cmd:2+4,8,1.4603530786971852e-05,0.9999902058725587,1.0000097941274413,0.9999951905966543,1.0000048094033454
jaguar-junichi,backflip,8,1.4603530786749808e-05,0.9999902058725587,1.0000097941274413,0.9999951905966545,1.0000048094033454
jaguar-junichi,cmd:1+3,16,1.4603530786749808e-05,0.9999902058725587,1.0000097941274413,0.9999951905966545,1.0000048094033454
jaguar-junichi,jabright,4,1.4603530786749808e-05,0.9999902058725587,1.000009794127441,0.9999951905966545,1.0000048094033454
jaguar-junichi,getupStand,7,1.4603530786638785e-05,0.9999902058725587,1.000009794127441,0.9999999999999998,1.0000048094033454
jaguar-junichi,jump,3,1.4603530786527763e-05,0.9999902058725587,1.0,0.9999951905966548,1.0
jaguar-junichi,sidestepLeft,5,1.4603530786527763e-05,1.0,1.0000097941274413,0.9999951905966548,1.0000000000000002
jaguar-junichi,sidestepRight,5,1.4603530786527763e-05,1.0,1.0000097941274413,0.9999951905966548,1.0000000000000002
jaguar-junichi,jableft,5,1.4603434862703324e-05,0.9999902059684828,1.0,0.9999951905966545,1.0000048094033454
allen-walker,jump,5,1.4432305759481956e-05,0.9999903772132411,1.0000096227867592,0.9999951904809997,1.0000048095189997
allen-walker,getupStand,8,1.4432305759148889e-05,0.9999903772132411,1.0000000000000002,0.9999951904809997,1.000004809519
allen-walker,backflip,4,1.4432305759037867e-05,0.9999903772132409,1.000009622786759,1.0,1.000004809519
allen-walker,jableft,5,1.4432282627652171e-05,0.9999999999999998,1.000009622786759,0.9999951905041313,1.0000000000000002
kenshiro,knockdown,4,1.442985445243572e-05,0.9999960644640784,1.0000118066077648,0.9999973767533124,1.0000026232466874
neuro-nogami,idle,6,1.4350175412625177e-05,1.0,1.000011945433261,0.9999975952578484,1.0000024047421516
kiro,knockdown,4,1.4302344831129687e-05,1.0,1.0000070389323348,0.9999975788625008,1.0000072634124963
kiro,cmd:2+3,6,1.43022952848737e-05,0.9999929611172115,1.0000000000000002,0.9999975788625011,1.0000072634124963
kiro,cmd:FC+1,4,1.4302295284651656e-05,0.9999929611172115,1.0,0.9999975788625011,1.0000072634124961
toshiro-hitsugaya,jabright,8,1.428270430170464e-05,0.9999976974600683,1.0000069076197955,0.9999975416384979,1.0000073750845062
monkey-d-luffy-2nd-gear,walkForward,8,1.4253816533082997e-05,1.0,1.0000094442975331,1.0,1.000004809519
monkey-d-luffy-2nd-gear,cmd:1+3,5,1.4253816532971975e-05,0.9999905557024668,1.0,0.9999999999999998,1.0000048095189997
monkey-d-luffy-2nd-gear,cmd:3+4,9,1.425379340214139e-05,0.9999905557024668,1.0000094442975331,0.9999951905041311,1.0000048094958685
monkey-d-luffy-2nd-gear,backflip,8,1.4253793401919346e-05,0.9999905557024668,1.0000094442975331,0.9999951905041313,1.0000048094958687
monkey-d-luffy-2nd-gear,crouchBlock,8,1.4253793401919346e-05,0.9999905557024668,1.0000094442975331,0.9999951905041313,1.0
monkey-d-luffy-2nd-gear,getupStand,8,1.4253793401919346e-05,0.9999905557024668,1.0000094442975331,0.9999951905041313,1.0000000000000002
monkey-d-luffy-2nd-gear,cmd:2+4,7,1.4253793401808323e-05,0.999990555702467,1.0000094442975331,0.9999951905041313,1.0000048094958687
monkey-d-luffy-2nd-gear,sprint,10,1.4253793401808323e-05,0.999990555702467,1.0000094442975331,0.9999951905041313,1.0000000000000002
toshiro-hitsugaya,chargeKi,8,1.4126807024505972e-05,0.9999907899038926,1.0,0.9999950832890829,1.0000000000000002
toshiro-hitsugaya,cmd:1+2,5,1.4126807024283927e-05,0.9999907899038928,1.0000000000000002,0.9999999999999998,1.000004916710917
riven,juggle,2,1.4120620007940232e-05,0.9999882840874474,1.0000117159125526,0.9999975952925447,1.0000024047074554
anna-kyoyama,backflip,8,1.405993451819576e-05,0.9999969165590031,1.0000092503229905,0.9999951903884723,1.0000048096115277
anna-kyoyama,sprint,10,1.4059877472827331e-05,0.9999907497340549,1.0000030834219817,0.9999951903884723,1.0000048096115277
vegito,crouchBlock,8,1.4028898465023865e-05,0.9999907801810772,1.0000092198189228,0.9999951909204577,1.0000000000000002
vegito,jabright,5,1.4028898465023865e-05,1.0,1.0000092198189228,0.9999951909204577,1.0000048090795421
vegito,cmd:2+4,5,1.4028898464912842e-05,0.9999907801810773,1.0000092198189228,1.0,1.0000048090795421
vegito,kickleft,9,1.4028898464690798e-05,0.9999907801810772,1.0000092198189228,1.0,1.000004809079542
vegito,cmd:3+4,8,1.4028813460909006e-05,0.9999907802660815,1.0,0.9999951909204576,1.0000048090795421
vegito,backflip,8,1.4028813460686962e-05,0.9999907802660815,1.0,0.9999999999999998,1.0000048090795421
eve,cmd:3+4,10,1.3999790976271242e-05,0.999993107108639,1.0000068928913612,0.999992893100385,1.0000023689665387
nami-perfect-clima-tact,backflip,8,1.3917876489966119e-05,1.0,1.000009108380621,0.9999951905041311,1.0000048094958685
nami-perfect-clima-tact,sprint,10,1.3917876489966119e-05,1.0,1.000009108380621,0.9999951905041315,1.000004809495869
nami-perfect-clima-tact,chargeKi,3,1.3917876489744074e-05,1.0,1.000009108380621,0.9999951905041313,1.0000048094958687
nami-perfect-clima-tact,walkForward,8,1.3917876489744074e-05,1.0,1.000009108380621,0.9999951905041313,1.0000048094958687
nami-perfect-clima-tact,cmd:1+2,5,1.3917876489299985e-05,1.0,1.0000091083806208,0.9999999999999998,1.0000048094958685
nami-perfect-clima-tact,jabright,5,1.391779352744038e-05,0.999990891702341,1.0000000000000002,0.9999951905041315,1.0000000000000002
bobobo-bo-bo-bobo,getupStand,8,1.3870443680397138e-05,0.9999933435399054,1.0000066564600945,0.9999975953388046,1.0000072139835858
bobobo-bo-bo-bobo,backflip,8,1.3870408986260685e-05,0.9999933435399054,1.0000000000000002,0.9999927860511083,1.0000024046496307
killua-zoldyck,knockdown,4,1.3833179589806122e-05,1.0,1.0000114283102102,0.9999975951306206,1.0000024048693796
heihachi-edajima,cmd:1+4,10,1.3789852906676003e-05,1.0,1.0000089804495613,0.9999999999999998,1.0000048094033454
heihachi-edajima,knockdown,4,1.3789852906564981e-05,1.0,1.0000089804495613,0.9999951905966548,1.0000000000000002
heihachi-edajima,sprint,10,1.3789852906564981e-05,0.9999999999999998,1.000008980449561,0.9999951905966545,1.0000048094033454
heihachi-edajima,cmd:3+4,7,1.3789772259298338e-05,0.9999910196310862,1.0000089803689134,0.9999951905966545,1.0000048094033454
heihachi-edajima,cmd:1+2,8,1.3789772259076294e-05,0.9999910196310866,1.0000089803689136,0.9999951905966545,1.0000048094033454
heihachi-edajima,crouchBlock,8,1.3789772259076294e-05,1.0,1.0000089803689136,0.9999951905966545,1.0000048094033454
heihachi-edajima,jabright,4,1.3789772259076294e-05,0.9999910196310866,1.0000089803689136,0.9999951905966545,1.0
heihachi-edajima,jump,5,1.3789772258965272e-05,0.9999910196310864,1.0000089803689136,0.9999999999999998,1.0000048094033454
heihachi-edajima,walkForward,8,1.3789772258965272e-05,0.9999910196310864,1.0000089803689136,0.9999951905966548,1.0000048094033454
majin-buu,getupStand,8,1.3780364161553038e-05,0.9999910294324322,1.0000029901891894,0.9999951902034062,1.0000048097965937
neuro-nogami,getupStand,8,1.376849054990359e-05,0.9999910410053188,1.0000029863315607,0.9999999999999998,1.0000048094958687
gohan-super-saiyan,cmd:3+4,8,1.3746201089626098e-05,0.9999970619775829,1.0000088140672512,0.9999950678661615,1.0000049321338382
gohan-super-saiyan,cmd:1+2,8,1.374614929827711e-05,0.9999911859845402,1.0000029380051534,0.9999999999999998,1.0000049321338385
gohan-super-saiyan,crouchBlock,8,1.374614929827711e-05,0.9999911859845402,1.0000029380051534,0.9999950678661615,1.0000049321338385
rukia-kuchiki,sprint,10,1.3702136560045375e-05,0.9999961997849078,1.0000038002150922,1.0,1.0000099019214679
kenshin-himura,cmd:3+4,13,1.3684408237235601e-05,0.9999911541999857,1.0000088458000143,0.9999999999999998,1.000004838608223
kenshin-himura,sprint,10,1.3684408237235601e-05,1.0,1.0000088458000143,0.9999999999999998,1.000004838608223
kenshin-himura,cmd:2+4,9,1.3684408237013557e-05,0.9999911541999857,1.0000000000000002,0.9999999999999998,1.0000048386082228
kenshin-himura,backflip,8,1.3684384825185525e-05,0.999991154199986,1.0000088458000143,0.9999951614151891,1.0
raoh,jump,4,1.3492448314278427e-05,0.9999910573492196,1.0000029808835937,0.9999954502024662,1.0
don-patch-poppa-rocks,jableft,5,1.3409124218322077e-05,1.0,1.0000085949049402,0.9999999999999998,1.0000048142192781
anna-kyoyama,getupStand,8,1.3381262920719728e-05,0.9999999999999999,1.0000061668629783,0.9999927856000576,1.0000024047999807
anna-kyoyama,knockdown,4,1.3381262920719728e-05,1.0,1.0000061668629785,0.9999927856000578,1.0000024047999807
anna-kyoyama,walkForward,6,1.3381262920497683e-05,0.9999938331370215,1.0000061668629783,0.999992785600058,1.000002404799981
sakura-haruno,cmd:1+3,7,1.3363169097280192e-05,0.9999999999999998,1.000008553441905,1.0,1.0000048097271923
sakura-haruno,cmd:d+3+4,13,1.3363095936913538e-05,0.9999914466312556,1.0000085533687444,0.9999951902728079,1.0000048097271925
sakura-haruno,cmd:1+2,11,1.3363095936691494e-05,0.9999914466312556,1.0000085533687444,0.9999951902728077,1.0000048097271923
sakura-haruno,crouchBlock,8,1.3363095936691494e-05,0.9999914466312556,1.0000085533687444,0.9999951902728077,1.0000048097271923
sakura-haruno,getupStand,9,1.3363095936691494e-05,0.9999914466312556,1.0000085533687444,0.9999951902728077,1.0000048097271923
sakura-haruno,kickleft,12,1.3363095936691494e-05,0.9999914466312556,1.0000085533687444,0.9999951902728077,1.0000048097271923
sakura-haruno,walkForward,8,1.3363095936691494e-05,0.9999914466312556,1.0000085533687444,0.9999951902728077,1.0000048097271923
sakura-haruno,sprint,10,1.3363095936469449e-05,1.0,1.0000085533687442,0.9999999999999998,1.0000048097271923
bobobo-bo-bo-bobo,idle,6,1.331300880691444e-05,1.0,1.0000133130088067,0.9999999999999998,1.0
monkey-d-luffy,walkForward,8,1.3296427823883405e-05,0.9999964667182524,1.0000035332817474,0.9999902368539237,1.0000000000000002
goku-super-saiyan,cmd:3+4,7,1.329364514424114e-05,0.9999999999999998,1.0000084844268347,1.0,1.0000048092183096
goku-super-saiyan,backflip,8,1.3293645144019095e-05,1.0,1.0000084844268347,0.9999999999999998,1.0000048092183094
goku-super-saiyan,crouchBlock,8,1.3293622015853046e-05,0.9999999999999998,1.0000084844268347,0.9999951908048188,1.0000000000000002
goku-super-saiyan,jableft,6,1.3293573159267602e-05,0.9999915156451503,1.0000000000000002,0.9999999999999998,1.0000048092183096
goku-super-saiyan,kickleft,8,1.3293573159267602e-05,0.9999915156451503,1.0000000000000002,0.9999999999999998,1.0000048092183096
goku-super-saiyan,sprint,10,1.3293573159267602e-05,0.9999915156451503,1.0000000000000002,0.9999999999999998,1.0000048092183096
goku-super-saiyan,jabright,6,1.3293573159045557e-05,0.9999915156451503,1.0000000000000002,0.9999999999999998,1.0000048092183094
goku-super-saiyan,knockdown,4,1.3293573159045557e-05,0.9999915156451503,1.0,0.9999999999999998,1.0000048092183094
goku-super-saiyan,getupStand,8,1.3293573158934535e-05,0.9999915156451504,1.0000000000000002,0.9999999999999998,1.0000048092183094
goku-super-saiyan,kickright,9,1.3293550030879508e-05,0.9999915156451503,1.0000000000000002,0.9999951908048188,1.0000000000000002
gotenks-super-saiyan,knockdown,4,1.325644175387275e-05,0.9999999999999999,1.0000108491640718,0.9999975927223183,1.000002407277682
kiro,cmd:2+4,4,1.320402722382319e-05,0.9999964805462193,1.0000035194537809,1.0,1.000009684573443
majin-buu,cmd:3+4,8,1.3195073801375301e-05,0.9999940196037388,1.0000059803962609,0.9999927853224598,1.0000024048925131
majin-buu,sidestepRight,12,1.3195073800709167e-05,0.999994019603739,1.0000000000000002,0.9999927853224603,1.0000024048925134
roronoa-zoro,cmd:3+4,12,1.3171934779676597e-05,0.9999916376073522,1.0000027874642161,0.9999951904578681,1.0000048095421317
roronoa-zoro,cmd:1+2+3,12,1.3171934779454553e-05,0.9999916376073522,1.0000027874642161,0.9999951904578683,1.0000048095421317
roronoa-zoro,jabright,8,1.317193477934353e-05,0.9999916376073523,1.000002787464216,0.9999999999999998,1.0000048095421317
roronoa-zoro,walkForward,8,1.317193477934353e-05,0.9999916376073523,1.0000027874642161,0.9999951904578683,1.0000048095421314
kenshiro,getupStand,7,1.3117548004371038e-05,0.9999921289591335,1.0000078710408664,0.9999999999999999,1.0000052465071378
kenshiro,kickleft,8,1.3117548004371038e-05,0.9999921289591335,1.0000078710408664,0.9999999999999999,1.0000052465071378
kenshiro,backflip,8,1.3117520478833633e-05,0.9999921289591335,1.0000078710408664,0.9999947535203878,1.0000052464796123
kenshiro,cmd:2+3,10,1.3117520478833633e-05,0.9999921289591335,1.0000078710408664,0.9999947535203878,1.0000052464796123
kenshiro,cmd:2+4,17,1.3117520478833633e-05,0.9999921289591335,1.0000078710408664,0.9999947535203878,1.0000052464796123
kenshiro,crouchBlock,8,1.3117520478833633e-05,0.9999921289591335,1.0000078710408664,0.9999947535203878,1.0000052464796123
kenshiro,kickright,10,1.3117520478833633e-05,0.9999921289591335,1.0,0.9999947535203878,1.0000052464796123
kenshiro,walkForward,9,1.3117520478833633e-05,0.9999921289591335,1.0000078710408664,0.9999947535203878,1.0000052464796123
kenshiro,sprint,10,1.311752047872261e-05,0.9999921289591335,1.0,0.9999947535203878,1.000005246479612
yusuke-urameshi,jabright,6,1.3071264361674828e-05,1.0,1.000008180092926,0.9999951088285642,1.0
yusuke-urameshi,cmd:1+2+3,7,1.307119744831109e-05,0.9999918199739875,1.0000081800260123,0.9999951088285642,1.0
yusuke-urameshi,cmd:1+3,7,1.307119744831109e-05,0.9999918199739877,1.0000081800260128,0.9999951088285645,1.0000000000000002
yusuke-urameshi,cmd:1+4,6,1.3071197448089045e-05,0.9999918199739875,1.0000081800260125,0.9999951088285645,1.0000000000000002
yusuke-urameshi,cmd:2+4,7,1.3071197448089045e-05,0.9999918199739875,1.0000081800260125,0.9999951088285645,1.0
yusuke-urameshi,knockdown,4,1.3071197448089045e-05,0.9999999999999998,1.0000081800260125,0.9999951088285645,1.0
yusuke-urameshi,chargeKi,4,1.3071197447978022e-05,0.9999918199739875,1.0000081800260125,0.9999951088285646,1.0000000000000002
yusuke-urameshi,getupStand,8,1.3071197447978022e-05,0.9999918199739875,1.0000081800260125,0.9999951088285646,1.0000000000000002
sanji-vinsmoke,kickright,6,1.3057875474564717e-05,0.9999941564550718,1.0000058435449282,0.9999927856694536,1.0000024047768488
ichigo-kurosaki,walkForward,8,1.3046345556544381e-05,0.9999999999999998,1.0000075493633998,0.9999945030178432,1.0
ichigo-kurosaki,cmd:1+2,12,1.3046345556433359e-05,0.9999999999999998,1.0000075493633998,0.9999945030178433,1.0000000000000002
gon-freecss,sprint,10,1.298902584534467e-05,0.9999964719786907,1.0000105840639277,0.9999975950380825,1.0000024049619176
yoh-asakura,walkForward,8,1.297390186671965e-05,0.9999895384905088,1.0,0.9999974876076246,1.0000025123923755
dr-mashirito,jableft,6,1.2951695757212889e-05,0.9999999999999998,1.0000080451170164,0.9999950934212591,1.0000000000000002
dr-mashirito,jump,3,1.2951695757212889e-05,1.0,1.0000080451170164,0.9999950934212591,1.0000000000000002
dr-mashirito,getupStand,9,1.2951695756990844e-05,0.9999999999999998,1.0000080451170164,0.9999950934212594,1.0000000000000002
dr-mashirito,sprint,10,1.2951695756990844e-05,0.9999999999999998,1.0000080451170161,0.9999950934212591,1.0000000000000002
dr-mashirito,knockdown,4,1.29516957567688e-05,1.0,1.0000080451170161,0.9999950934212594,1.0000000000000002
dr-mashirito,backflip,8,1.2951655108062177e-05,0.9999919549477073,1.0,1.0,1.0000049066028154
dr-mashirito,jabright,10,1.2951631034097133e-05,0.9999919549477069,1.0,0.999995093421259,1.0000000000000002
dr-mashirito,cmd:3+4,9,1.2951631033542021e-05,0.9999919549477071,1.0,0.9999950934212594,1.0
vegeta-super-saiyan,chargeKi,4,1.293580949024431e-05,1.0,1.0000104972549677,0.9999975614454775,1.0000024385545225
vegeta-super-saiyan,kickleft,6,1.2935699299276848e-05,0.9999895028552235,1.0000104971447767,0.9999975614454777,1.0000024385545225
yugi-mutou,cmd:1+2,6,1.2916678808094773e-05,0.9999999999999999,1.0000103235397353,0.9999974068609274,1.0000025931390728
yugi-mutou,cmd:1+4,6,1.2916678808094773e-05,0.9999999999999999,1.0000103235397353,0.9999974068609274,1.0000025931390728
yugi-mutou,crouchBlock,8,1.2916678808094773e-05,0.9999999999999999,1.0000103235397353,0.9999974068609274,1.0000025931390728
yugi-mutou,jabright,10,1.2916678808094773e-05,1.0,1.0000103235397353,0.9999974068609274,1.0000025931390728
yugi-mutou,cmd:2+3,4,1.2916678807872728e-05,1.0,1.0000103235397353,0.9999974068609274,1.0000025931390726
gintoki-sakata,backflip,8,1.2910367937601919e-05,0.9999999999999999,1.0000104655056932,0.9999975551377557,1.0000024448622444
gintoki-sakata,idle,4,1.2910367937601919e-05,0.9999895344943068,1.0000104655056934,0.9999975551377559,1.0000024448622442
gintoki-sakata,sprint,10,1.2910367937601919e-05,0.9999895344943068,1.0000000000000002,0.9999975551377557,1.0000024448622444
yoh-asakura,cmd:1+3,8,1.2870950014010063e-05,0.9999921538473611,1.000002615384213,0.9999999999999998,1.000005024797375
yoh-asakura,jabright,6,1.2870950014010063e-05,0.9999921538473611,1.000002615384213,0.9999999999999998,1.000005024797375
sven-vollfied,idle,4,1.2843919356853029e-05,0.9999949252231631,1.0000050747768365,0.9999974102858269,1.00000776914252
frieza,chargeKi,5,1.2842547785885117e-05,1.0,1.0000081417975462,0.9999999999999998,1.0000047007502397
frieza,cmd:3+4,6,1.2842525689116258e-05,1.0,1.0000081417975462,0.9999952992718574,1.000004700728143
frieza,sprint,10,1.2842525689116258e-05,1.0,1.0000081417975462,0.9999952992718572,1.000004700728143
frieza,getupStand,8,1.2842525689005235e-05,1.0,1.0000081417975462,0.9999952992718572,1.0000047007281425
frieza,kickright,7,1.2842525688894213e-05,0.9999999999999998,1.000008141797546,0.9999952992718574,1.000004700728143
frieza,cmd:1+2,7,1.284252568878319e-05,0.9999999999999998,1.000008141797546,0.9999952992718572,1.0000047007281427
frieza,jableft,7,1.284252568878319e-05,0.9999999999999998,1.000008141797546,0.9999952992718572,1.0000047007281427
frieza,backflip,8,1.2842525688672168e-05,0.9999999999999998,1.000008141797546,0.9999999999999998,1.0000047007281427
frieza,jabright,7,1.2842459400586037e-05,0.9999918582687423,1.0,0.9999952992718572,1.0000000000000002
frieza,idle,6,1.2842459400475015e-05,0.9999918582687423,1.0,1.0,1.0000047007281427
ryotsu-kankichi,cmd:3+4,6,1.2776770730416054e-05,0.9999920110566974,1.0000079889433025,0.9999952121725726,1.0000047878274279
ryotsu-kankichi,cmd:1+4,8,1.2776770730305032e-05,0.9999920110566977,1.0000079889433027,0.9999952121725724,1.0000047878274276
ryotsu-kankichi,jump,3,1.2776770730305032e-05,0.9999920110566974,1.0,0.9999952121725723,1.0000047878274274
ryotsu-kankichi,getupStand,8,1.277677073019401e-05,0.9999920110566974,1.0000079889433025,0.9999952121725724,1.0000047878274274
ryotsu-kankichi,jableft,4,1.277677073019401e-05,0.9999999999999998,1.0000079889433025,0.9999952121725723,1.0000047878274274
ryotsu-kankichi,jabright,5,1.277677073019401e-05,1.0,1.0000079889433025,0.9999952121725723,1.0000047878274276
ryotsu-kankichi,sprint,10,1.277677073019401e-05,0.9999920110566974,1.0000079889433025,0.9999952121725724,1.0
ryotsu-kankichi,walkForward,8,1.277677073019401e-05,0.9999920110566974,1.0000079889433025,0.9999999999999998,1.0000047878274276
ryotsu-kankichi,backflip,8,1.2776770730082987e-05,1.0,1.0000079889433025,0.9999952121725724,1.0000047878274276
ryotsu-kankichi,cmd:2+3,5,1.2776770729971965e-05,0.9999920110566974,1.0000079889433025,0.9999999999999998,1.0000047878274274
ryotsu-kankichi,knockdown,4,1.2776770729971965e-05,0.9999920110566974,1.0,0.9999999999999998,1.0000047878274274
fuusuke,jump,6,1.2728067189216041e-05,0.9999920820301674,1.0,0.9999951899026434,1.0000048100973562
fuusuke,kickright,9,1.2728067189216041e-05,0.9999920820301674,1.0,0.9999951899026436,1.0000048100973566
fuusuke,chargeKi,5,1.2728067188993997e-05,0.9999920820301674,1.0,0.9999951899026436,1.0000048100973564
fuusuke,cmd:1+2,7,1.2728067188993997e-05,0.9999920820301674,1.0,0.9999951899026436,1.0000048100973562
fuusuke,walkForward,8,1.2728067188993997e-05,0.9999920820301674,1.0,0.9999951899026436,1.0000000000000004
fuusuke,getupStand,9,1.2728044051835141e-05,0.9999920820301674,1.0,0.9999951899257807,1.0000000000000004
kazuki-muto,chargeKi,7,1.2683537135460554e-05,0.9999924094350723,1.0000000000000002,1.0,1.0000050929722077
cygnus-hyoga,backflip,8,1.2681319079277387e-05,0.9999999999999998,1.0000078718463417,0.9999951905272625,1.0000048094727376
cygnus-hyoga,chargeKi,7,1.2681319079277387e-05,0.9999921281536583,1.0000078718463417,1.0,1.0000048094727376
cygnus-hyoga,crouch,8,1.2681319079277387e-05,0.9999999999999998,1.0000078718463417,0.9999951905272625,1.0000048094727376
cygnus-hyoga,jableft,8,1.2681319079277387e-05,0.9999999999999998,1.0000078718463417,0.9999951905272625,1.0000048094727376
cygnus-hyoga,jump,7,1.2681319079277387e-05,0.9999921281536583,1.0000078718463417,1.0,1.0000048094727376
cygnus-hyoga,kickright,7,1.2681319079277387e-05,0.9999921281536583,1.0000078718463417,1.0,1.0000048094727376
cygnus-hyoga,sprint,7,1.2681319079277387e-05,0.9999921281536583,1.0000078718463417,1.0,1.0000048094727376
vegeta,cmd:1+3,4,1.2661914228329074e-05,0.9999873380857719,1.0,0.9999999999999998,1.0
taizo-momote,backflip,8,1.2593025180196449e-05,1.0,1.0000075908242116,0.9999999999999999,1.0000050022009686
taizo-momote,jump,8,1.2593025180196449e-05,1.0,1.0000075908242116,0.9999999999999999,1.0000050022009686
taizo-momote,crouch,4,1.2593025179974404e-05,1.0,1.0000075908242116,0.9999999999999999,1.0000050022009683
taizo-momote,chargeKi,7,1.2593000158211964e-05,1.0,1.0000075908242116,0.9999949978240534,1.0000000000000002
taizo-momote,sidestepLeft,7,1.2593000158211964e-05,1.0,1.0000075908242116,0.9999949978240534,1.0000000000000002
taizo-momote,sprint,9,1.2592942537970053e-05,0.9999924092334086,1.0000000000000002,0.9999949978240534,1.0000000000000002
rukia-kuchiki,getupStand,9,1.2551395289994716e-05,1.0,1.0000076004590677,0.9999950490637779,1.0000049509362223
rukia-kuchiki,jabright,11,1.2551395289994716e-05,0.9999999999999998,1.0000076004590677,0.9999950490637779,1.0000049509362223
rukia-kuchiki,chargeKi,5,1.2551337523314388e-05,0.9999923995986988,1.0,0.9999950490637781,1.000004950936222
rukia-kuchiki,crouchBlock,8,1.2551337523314388e-05,0.9999923995986988,1.0,0.9999950490637779,1.000004950936222
rukia-kuchiki,jableft,7,1.2551337523314388e-05,0.9999923995986988,1.0,1.0,1.000004950936222
rukia-kuchiki,kickleft,5,1.2551337523314388e-05,0.9999923995986988,1.0000000000000002,0.9999950490637779,1.000004950936222
rukia-kuchiki,kickright,5,1.2551337523314388e-05,0.9999923995986988,1.0,0.9999950490637781,1.000004950936222
dragon-shiryu,sprint,10,1.2506092230135657e-05,1.0,1.0000076966888845,0.9999951905966543,1.0000048094033451
taikoubou,sprint,10,1.2436845000407537e-05,1.0,1.00000750412727,0.9999950672822696,1.0000049327177303
taikoubou,getupStand,9,1.2436845000296515e-05,1.0,1.00000750412727,0.9999950672822698,1.0000049327177303
taikoubou,cmd:1+3,3,1.2436845000185492e-05,1.0,1.00000750412727,0.9999950672822698,1.00000493271773
taikoubou,jableft,5,1.243684500007447e-05,1.0,1.00000750412727,0.9999999999999998,1.00000493271773
taikoubou,jabright,6,1.243684500007447e-05,1.0,1.00000750412727,0.9999999999999998,1.00000493271773
taikoubou,idle,4,1.2436844999852426e-05,1.0,1.0000075041272698,0.9999999999999998,1.00000493271773
taikoubou,knockdown,4,1.2436844999852426e-05,1.0,1.0000075041272698,0.9999999999999998,1.00000493271773
taikoubou,cmd:2+3,7,1.2436788688896527e-05,0.9999924959290416,1.0000000000000002,0.9999950672822698,1.0000049327177305
taikoubou,crouchBlock,8,1.2436788688896527e-05,0.9999924959290416,1.0000000000000002,0.9999950672822698,1.0000049327177305
taikoubou,cmd:1+2,13,1.2436788688785505e-05,0.9999924959290416,1.0,0.9999950672822696,1.0000049327177303
