character,animation,frames,score,min_width_ratio,max_width_ratio,min_height_ratio,max_height_ratio
roronoa-zoro,cmd:1+3,8,1.0384486103465207e-05,0.9999944250560283,1.0000055749439718,0.9999999999999998,1.0000048095421317
roronoa-zoro,cmd:2+4,10,1.0384486103465207e-05,0.9999944250560282,1.0000055749439718,1.0,1.0000048095421317
roronoa-zoro,crouchBlock,8,1.0384486103465207e-05,0.9999944250560283,1.0000055749439718,0.9999999999999998,1.0000048095421317
roronoa-zoro,cmd:1+2,7,1.0384462971857467e-05,0.9999944250560282,1.0000055749439718,0.9999951904809999,1.0
ryotsu-kankichi,chargeKi,8,1.0382862747349009e-05,0.9999920110566974,1.0,0.9999976060805552,1.0000023939194447
yoh-asakura,jump,4,1.0358586056247177e-05,0.9999973846021065,1.0000078461936808,0.9999974876076247,1.0000025123923755
yugi-mutou,sprint,10,1.0348034817919682e-05,0.999994838256776,1.000005161743224,1.0,1.000005186291594
fuusuke,backflip,8,1.0323075421592165e-05,1.0,1.0000079180325274,0.9999975949571059,1.0000024050428942
cygnus-hyoga,kickleft,8,1.0276588493507433e-05,0.9999921281536586,1.0000078718463419,0.9999975952578484,1.0000024047421514
cygnus-hyoga,sidestepRight,8,1.0276588493507433e-05,0.9999921281536586,1.0000078718463419,0.9999975952578484,1.0000024047421514
gohan-super-saiyan-2,knockdown,4,1.0261356756746665e-05,1.0,1.0000102613567565,0.9999999999999998,1.0
yoh-asakura,idle,4,1.0255606842868303e-05,0.9999999999999999,1.0000052308094678,0.9999999999999999,1.000005024797375
yoh-asakura,cmd:1+4,8,1.025557948186595e-05,0.9999947692178934,1.0000052307821068,0.9999999999999999,1.000005024797375
yoh-asakura,crouchBlock,8,1.0255579481643906e-05,0.9999947692178934,1.0000052307821066,0.9999999999999998,1.000005024797375
yoh-asakura,sprint,10,1.0255554233284947e-05,0.9999999999999999,1.0000052307821066,0.9999949752278733,1.0000000000000002
yoh-asakura,getupStand,7,1.0255554233173925e-05,0.9999947692178934,1.0000052307821066,0.9999949752278734,1.0000000000000002
yoh-asakura,cmd:2+4,8,1.0255554233062902e-05,0.9999947692178933,1.0000052307821066,0.9999949752278736,1.0000000000000002
yoh-asakura,backflip,8,1.025555423295188e-05,0.9999947692178935,1.0000052307821066,0.9999949752278736,1.0000000000000002
gotenks-super-saiyan,juggle,2,1.0239096383868329e-05,0.99999457544739,1.00000542455261,0.9999951854562261,1.0000048145437739
majin-buu,jableft,6,1.0204919313139271e-05,0.9999970097929282,1.000002990207072,0.9999975950959195,1.0000072147122412
vegeta-super-saiyan,knockdown,4,1.0125641992875245e-05,0.999994751455159,1.000005248544841,1.0,1.000004877097152
vegeta-super-saiyan,jableft,4,1.0125641992542178e-05,0.999994751455159,1.000005248544841,0.9999951229028484,1.0000000000000002
nico-robin,backflip,8,1.0123594280209147e-05,0.9999945790349598,1.0000054209650402,0.99999529737076,1.00000470262924
taizo-momote,crouchBlock,8,1.0091860820571341e-05,0.9999924092334085,1.0,0.9999974989057713,1.000002501094229
taizo-momote,sidestepRight,8,1.0091860820571341e-05,0.9999924092334085,1.0,0.9999974989057713,1.000002501094229
taizo-momote,idle,4,1.0091860820238274e-05,0.9999924092334086,1.0000000000000002,0.9999974989057713,1.0000025010942288
lenalee-lee,kickright,8,1.0017000792394981e-05,0.9999999999999999,1.0000051637156033,0.9999999999999998,1.000004853285189
lenalee-lee,cmd:1+3,9,1.0017000792172936e-05,0.9999999999999999,1.0000051637156033,0.9999999999999998,1.0000048532851888
lenalee-lee,idle,6,1.0017000792172936e-05,1.0,1.0000051637156033,1.0,1.0000048532851888
lenalee-lee,walkForward,8,1.0017000792172936e-05,0.9999999999999999,1.000005163715603,1.0,1.000004853285189
lenalee-lee,jump,5,1.0017000791950892e-05,1.0,1.000005163715603,1.0,1.0000048532851888
lenalee-lee,chargeKi,6,1.0016977237792268e-05,1.0,1.0000051637156033,0.9999951467383655,1.0000000000000002
lenalee-lee,cmd:3+4,5,1.0016977237792268e-05,0.9999999999999999,1.0000051637156033,0.9999951467383655,1.0
lenalee-lee,cmd:1+2,7,1.0016977237681246e-05,1.0,1.0000051637156033,0.9999951467383656,1.0000000000000004
lenalee-lee,getupStand,8,1.0016977237681246e-05,1.0,1.0000051637156033,0.9999951467383656,1.0000000000000002
lenalee-lee,crouchBlock,8,1.0016974128168599e-05,0.9999948363110607,1.0000000000000002,0.9999999999999998,1.0000048532851888
lenalee-lee,cmd:1+4,9,1.0016974128057576e-05,0.9999948363110606,1.0000000000000002,0.9999999999999998,1.0000048532851886
kakashi-hatake,kickleft,5,1.0015290887621653e-05,0.9999947158166178,1.0000052841833824,0.9999952688924948,1.0000047311075049
kakashi-hatake,backflip,8,1.001529088751063e-05,0.9999947158166176,1.0000052841833822,0.9999999999999998,1.000004731107505
kakashi-hatake,cmd:1+4,10,1.001529088751063e-05,0.9999947158166177,1.0000052841833824,0.999995268892495,1.000004731107505
kakashi-hatake,cmd:2+3,6,1.001529088751063e-05,0.9999999999999999,1.0000052841833824,0.9999999999999998,1.000004731107505
kakashi-hatake,getupStand,8,1.0015290887399608e-05,0.9999947158166177,1.0000052841833822,0.999995268892495,1.000004731107505
kakashi-hatake,jableft,5,1.0015290887177564e-05,0.9999947158166177,1.0000052841833822,0.9999999999999996,1.0000047311075049
kakashi-hatake,cmd:2+4,6,1.0015290886955519e-05,0.9999947158166178,1.0000000000000002,0.9999952688924952,1.0000000000000002
kakashi-hatake,cmd:1+3,4,1.0015262964624405e-05,0.9999947158445402,1.0000000000000002,0.9999999999999998,1.0000047311075049
gohan-super-saiyan-2,cmd:1+4,6,9.981988594809366e-06,0.9999948692952977,1.0000051307047024,0.9999999999999998,1.0000048512838924
taikoubou,walkForward,8,9.970480052357011e-06,1.0,1.00000750412727,0.9999975336472177,1.0000024663527822
pegasus-seiya,cmd:1+3,4,9.868098435728001e-06,0.9999925803914586,1.0000074196085416,0.9999975515101063,1.0000024484898942
naruto-uzumaki-nine-tails-kyubi,cmd:1+3,6,9.827582931443146e-06,0.9999977983024911,1.0000066050925263,0.9999967775095949,1.0000032224904052
goku,cmd:3+4,7,9.824025963500738e-06,0.9999999999999999,1.000005014391303,0.9999951903653396,1.0000048096346599
goku,kickright,9,9.824025963500738e-06,0.9999949856086969,1.000005014391303,0.9999951903653396,1.00000480963466
goku,backflip,8,9.824025963278693e-06,0.9999949856086969,1.000005014391303,0.9999951903653398,1.0000000000000002
kurama,backflip,8,9.81961369672657e-06,0.9999901803863035,1.0000098196136964,1.0,1.0000000000000002
caramelman-j,walkForward,9,9.745900775071092e-06,0.9999951680316976,1.0,1.0,1.0000049139324727
caramelman-j,backflip,8,9.745876629052574e-06,0.9999951680316976,1.0000048319683024,0.9999950860916743,1.0000049139083267
caramelman-j,sprint,10,9.74587662883053e-06,0.9999951680316976,1.0000048319683024,0.9999950860916741,1.0000049139083265
caramelman-j,chargeKi,8,9.745876628608485e-06,0.9999951680316976,1.0000048319683024,0.9999950860916739,1.0000049139083262
caramelman-j,crouchBlock,7,9.745876628608485e-06,1.0,1.0000048319683024,0.9999950860916739,1.0000049139083262
caramelman-j,jableft,8,9.745876628608485e-06,0.9999951680316976,1.0,1.0,1.0000049139083262
caramelman-j,jabright,8,9.745876628608485e-06,0.9999951680316976,1.0000048319683024,0.9999950860916739,1.0000049139083262
caramelman-j,kickright,8,9.745876628608485e-06,0.9999951680316976,1.0000048319683024,0.9999950860916741,1.0000049139083262
caramelman-j,sidestepLeft,8,9.745876628608485e-06,0.9999951680316976,1.0000048319683024,1.0,1.0000049139083262
kakashi-hatake,jabright,6,9.738762755562291e-06,0.9999973579152894,1.0000026420847106,0.9999976344406516,1.000007096678045
goku,knockdown,4,9.721671277329591e-06,0.9999974927980624,1.0000025072019376,0.9999975951768867,1.0000072144693397
kurama,cmd:1+2,8,9.71941740202098e-06,0.9999950902172579,1.0000049097827421,0.9999999999999998,1.0000048096346599
jaguar-junichi,sprint,10,9.706491047367649e-06,0.999995102912298,1.000004897087702,0.9999951905966548,1.0000048094033454
allen-walker,knockdown,4,9.6228793582398e-06,1.0,1.000009622879358,0.9999999999999998,1.0
allen-walker,sprint,2,9.62278675953332e-06,0.9999903772132407,1.0000096227867592,1.0,1.0000000000000002
piccolo,crouchBlock,8,9.574347119567506e-06,0.9999977816770965,1.0000022183229036,0.999992643975784,1.0000024520080721
nami,cmd:2+3,5,9.573947323371357e-06,0.9999999999999998,1.000004894139757,0.9999999999999998,1.0000046798075664
nami,cmd:2+4,10,9.573947323371357e-06,1.0,1.000004894139757,0.9999999999999998,1.0000046798075664
nami,getupStand,8,9.573947323371357e-06,0.9999999999999998,1.000004894139757,0.9999999999999998,1.0000046798075664
nami,backflip,8,9.573947323149312e-06,1.0,1.000004894139757,0.9999999999999998,1.0000046798075661
nami,idle,6,9.573947322927268e-06,1.0,1.0000048941397568,0.9999999999999998,1.0000046798075661
nami,cmd:1+4,15,9.573925422889928e-06,1.0,1.000004894139757,0.9999953202143341,1.0000000000000002
nami,jump,3,9.573925422889928e-06,1.0,1.000004894139757,0.9999953202143341,1.0000000000000002
nami,jabright,5,9.57392542244584e-06,1.0,1.000004894139757,0.9999953202143346,1.0000000000000002
nami,crouchBlock,8,9.57392337075369e-06,0.9999951058841956,1.0000000000000002,0.9999999999999998,1.0000046798075664
nami,cmd:1+2,10,9.573901470494306e-06,0.9999951058841954,1.0,0.9999953202143341,1.0000000000000002
nami,chargeKi,3,9.573901470272261e-06,0.9999951058841954,1.0,0.9999953202143343,1.0
nami,cmd:1+3,8,9.573901470272261e-06,0.9999951058841956,1.0000000000000002,0.9999953202143341,1.0000000000000002
nami,jableft,8,9.573901470272261e-06,0.9999951058841956,1.0000000000000002,0.9999953202143341,1.0000000000000002
monkey-d-luffy-2nd-gear,cmd:1+2,6,9.53162233674476e-06,0.9999952778735319,1.000004722126468,0.9999951905041315,1.0000048094958687
toshiro-hitsugaya,cmd:2+4,12,9.521780177657035e-06,0.9999953949307397,1.0000046050692604,0.9999950832890832,1.0000049167109173
toshiro-hitsugaya,crouchBlock,8,9.521780177657035e-06,0.9999953949307397,1.0000046050692604,0.9999950832890829,1.0000049167109173
toshiro-hitsugaya,sprint,10,9.521780177657035e-06,0.9999953949307397,1.0000046050692604,0.9999950832890832,1.0000049167109173
toshiro-hitsugaya,backflip,8,9.521780177546013e-06,0.9999953949307395,1.0000046050692604,0.9999950832890832,1.000004916710917
toshiro-hitsugaya,cmd:2+3,6,9.521780177546013e-06,0.9999953949307397,1.0000046050692601,0.9999999999999998,1.0000049167109173
toshiro-hitsugaya,getupStand,8,9.521780177546013e-06,0.9999953949307397,1.0,0.9999950832890829,1.0000049167109173
toshiro-hitsugaya,cmd:1+3,12,9.52178017743499e-06,0.9999953949307397,1.0000046050692604,0.9999950832890829,1.000004916710917
toshiro-hitsugaya,cmd:3+4,11,9.52178017743499e-06,0.9999953949307397,1.0000046050692604,0.9999999999999996,1.000004916710917
toshiro-hitsugaya,idle,5,9.52178017743499e-06,0.9999953949307397,1.0000046050692604,1.0,1.000004916710917
toshiro-hitsugaya,walkForward,8,9.52178017743499e-06,0.9999953949307397,1.0000046050692604,0.9999950832890829,1.0000000000000002
toshiro-hitsugaya,jump,4,9.521777210141913e-06,1.0,1.000004605090467,0.9999950833132568,1.0
monkey-d-luffy,crouchBlock,8,9.50734291849109e-06,0.9999929334614732,1.0000000000000002,0.9999975591956084,1.0000024408043917
monkey-d-luffy,knockdown,4,9.507342918380068e-06,0.9999929334614733,1.0,0.9999975591956086,1.0000024408043917
eve,knockdown,4,9.475843705475384e-06,1.0,1.0000000000000002,0.9999905241562947,1.0000000000000002
gon-freecss,getupStand,8,9.460979642494927e-06,0.9999929439822752,1.0000070560177248,0.9999975950380823,1.0000024049619174
gon-freecss,idle,4,9.460979642383904e-06,0.9999929439822752,1.0,0.9999975950380825,1.0000024049619176
gon-freecss,jump,4,9.460979642272882e-06,1.0,1.0000070560177248,0.9999975950380825,1.0000024049619174
kiro,idle,4,9.460020287455073e-06,0.9999929611172115,1.0000000000000002,0.9999975788625011,1.0000024211374987
nico-robin,chargeKi,3,9.405214250635119e-06,1.0,1.0,0.9999905947857494,1.0
momotaro-tsurugi,cmd:1+3,7,9.39503368313499e-06,0.9999954409304147,1.000004559069585,1.0,1.0000048359640978
momotaro-tsurugi,cmd:2+4,8,9.395033683023968e-06,0.9999954409304151,1.0000045590695852,0.9999999999999996,1.0000048359640978
momotaro-tsurugi,sidestepRight,5,9.395033683023968e-06,0.9999954409304149,1.0000045590695852,1.0,1.0000048359640978
momotaro-tsurugi,crouchBlock,8,9.395033682912945e-06,0.9999954409304147,1.000004559069585,0.9999999999999998,1.0000048359640976
momotaro-tsurugi,cmd:3+4,6,9.395033682801923e-06,0.9999954409304149,1.0000045590695852,0.9999999999999998,1.0000048359640976
momotaro-tsurugi,backflip,8,9.395033682468856e-06,0.9999954409304151,1.0000000000000002,0.9999999999999996,1.0000048359640976
momotaro-tsurugi,cmd:1+2,6,9.395031081993466e-06,0.9999999999999998,1.0000045590903703,0.9999951640592883,1.0
momotaro-tsurugi,jableft,6,9.395031081993466e-06,0.9999999999999998,1.0000045590903703,0.9999951640592883,1.0
momotaro-tsurugi,cmd:2+3,7,9.395010296842088e-06,0.9999954409304149,1.0000045590695854,0.9999951640592886,1.0
momotaro-tsurugi,getupStand,8,9.395010296731066e-06,0.9999954409304147,1.000004559069585,0.9999951640592886,1.0000000000000002
momotaro-tsurugi,walkForward,8,9.395010296620043e-06,0.9999954409304149,1.0000045590695852,0.9999951640592886,1.0000000000000002
don-patch-poppa-rocks,chargeKi,4,9.370067917569003e-06,0.999997851278382,1.0000021487216182,0.9999975928845667,1.0000072213462994
nami-perfect-clima-tact,cmd:1+4,8,9.363665438799629e-06,0.99999544583043,1.0000045541695701,0.9999951905041315,1.0000048094958687
nami-perfect-clima-tact,cmd:2+3,10,9.363665438577584e-06,0.9999954458304302,1.0000045541695701,0.9999999999999998,1.0000048094958685
nami-perfect-clima-tact,cmd:3+4,8,9.363665438577584e-06,0.9999954458304302,1.0000045541695701,0.9999951905041315,1.0000000000000002
renji-abarai,jableft,5,9.351042301597445e-06,1.0,1.0000042633560287,0.9999949123137271,1.000005087686273
renji-abarai,cmd:1+4,11,9.3510423013754e-06,0.9999999999999998,1.0000042633560284,0.9999949123137271,1.0000000000000002
renji-abarai,getupStand,8,9.351042301264378e-06,0.9999999999999998,1.0000042633560284,0.9999949123137272,1.0000000000000002
renji-abarai,cmd:1+2,15,9.351024125470175e-06,0.9999957366621475,1.0,0.9999949123137271,1.000005087686273
renji-abarai,cmd:1+3,13,9.351024125470175e-06,0.9999957366621475,1.0,0.9999949123137271,1.000005087686273
renji-abarai,crouchBlock,8,9.351024125470175e-06,0.9999957366621475,1.0,0.9999949123137271,1.000005087686273
renji-abarai,idle,4,9.351024125470175e-06,0.9999957366621475,1.0,1.0,1.000005087686273
renji-abarai,sprint,10,9.351024125470175e-06,0.9999957366621475,1.0,0.9999949123137271,1.000005087686273
piccolo,idle,4,9.340683817860018e-06,1.0,1.000004436655649,0.9999950959718312,1.0000049040281687
piccolo,cmd:1+4,4,9.340683817748996e-06,1.0,1.0000044366556489,0.9999950959718312,1.0000049040281689
piccolo,backflip,8,9.340683817637974e-06,1.0,1.0000044366556489,0.9999950959718312,1.0000000000000002
piccolo,sprint,10,9.340664134160903e-06,0.9999955633640348,1.0000000000000002,0.999995095971831,1.0000049040281687
piccolo,getupStand,8,9.340664133938859e-06,0.9999955633640351,1.0000000000000002,0.999995095971831,1.0000049040281687
piccolo,jableft,3,9.340664133938859e-06,0.9999955633640351,1.0,0.999995095971831,1.0
piccolo,cmd:2+3,6,9.340664133827836e-06,0.9999955633640351,1.0000000000000002,0.9999950959718314,1.0000049040281689
piccolo,knockdown,4,9.340664133827836e-06,0.9999955633640348,1.0,0.9999999999999998,1.0000049040281687
piccolo,cmd:1+3,13,9.340664133716814e-06,0.9999955633640351,1.0000000000000002,0.9999950959718312,1.0000049040281687
ichigo-kurosaki,getupStand,7,9.271694073609282e-06,0.9999999999999998,1.0000037746816999,0.9999999999999998,1.0000054970123737
ichigo-kurosaki,crouchBlock,8,9.271679825451073e-06,0.9999962253325484,1.0000037746674517,0.9999999999999999,1.0000054970123737
ichigo-kurosaki,idle,12,9.271663856891266e-06,1.0,1.0000037746817,0.9999945030178432,1.0
ichigo-kurosaki,cmd:2+3,5,9.271649608733057e-06,0.9999962253325481,1.0000037746674517,0.9999945030178432,1.0
ichigo-kurosaki,jableft,6,9.271649608622035e-06,0.9999962253325482,1.0000037746674517,0.9999945030178432,1.0
eve,jabright,8,9.261869123866617e-06,0.999993107108639,1.0000068928913612,0.9999976310222375,1.0000023689777626
kenshin-himura,jableft,4,9.261504379964869e-06,0.9999955770804305,1.000004422919569,0.9999951614151895,1.0000000000000002
kenshin-himura,knockdown,4,9.261488667755557e-06,0.9999955771195549,1.0000044228804452,0.9999999999999998,1.0000048386082225
kenshiro,cmd:3+4,10,9.181984557460332e-06,0.9999960644950548,1.000003935504945,0.9999947535203878,1.0000052464796123
kenshiro,chargeKi,4,9.181984557016243e-06,0.9999960644950552,1.000003935504945,0.999994753520388,1.0000000000000002
seto-kaiba,chargeKi,6,9.146362449530265e-06,0.9999932628174898,1.0000000000000002,0.9999975908200609,1.0000024091799393
seto-kaiba,kickleft,6,9.146362449530265e-06,0.9999932628174898,1.0000000000000002,0.9999975908200609,1.0000024091799393
don-patch-poppa-rocks,sprint,10,9.111653280768905e-06,0.9999957025659978,1.0000042974340024,0.9999951857807217,1.0000048142192781
don-patch-poppa-rocks,backflip,8,9.111653280546861e-06,0.9999957025659978,1.0000042974340022,0.9999951857807217,1.0000048142192781
don-patch-poppa-rocks,cmd:1+2,9,9.111653280546861e-06,0.9999957025659978,1.0000042974340024,0.9999999999999998,1.0000048142192781
don-patch-poppa-rocks,getupStand,9,9.111653280546861e-06,0.999995702565998,1.0000042974340024,0.9999999999999998,1.0000048142192781
don-patch-poppa-rocks,jabright,5,9.111653280546861e-06,0.9999957025659978,1.0000042974340024,0.9999951857807219,1.0000048142192781
don-patch-poppa-rocks,kickright,8,9.111653280546861e-06,0.9999957025659976,1.0000042974340022,0.9999951857807219,1.0000048142192781
don-patch-poppa-rocks,idle,6,9.111653280324816e-06,0.999995702565998,1.0000042974340024,0.9999951857807221,1.0000000000000002
nami-perfect-clima-tact,jump,3,9.108297659432552e-06,0.9999908917023408,1.0,1.0,1.0000000000000002
hiei,backflip,8,9.093935168347222e-06,0.9999933109920467,1.0,0.999997595072785,1.000002404927215
goku-super-saiyan,idle,4,9.051413730531976e-06,0.9999957578045792,1.000004242195421,0.9999999999999998,1.0000048092183096
gotenks,backflip,8,8.9055308132302e-06,1.0,1.0000042686883175,1.0,1.0000046368424957
gotenks,jabright,5,8.9055308132302e-06,1.0,1.0000042686883175,0.9999999999999998,1.0000046368424957
gotenks,cmd:1+4,6,8.905530813008156e-06,0.9999999999999998,1.0000042686883173,0.9999999999999998,1.0000046368424957
gotenks,crouchBlock,8,8.905512591583786e-06,0.9999957313299042,1.0,0.9999999999999998,1.0000046368424957
gotenks,getupStand,9,8.905512591583786e-06,0.9999957313299042,1.0000000000000002,0.9999999999999998,1.0000046368424957
gotenks,kickright,7,8.905512591361742e-06,0.9999957313299044,1.0000000000000002,1.0,1.0000046368424957
gotenks,cmd:1+2,5,8.905509313206217e-06,1.0,1.0000042686883175,0.9999953631790043,1.0
gotenks,cmd:1+3,7,8.90549109144878e-06,0.9999957313299042,1.0000000000000002,0.9999953631790044,1.0000000000000002
gotenks,walkForward,4,8.90549109144878e-06,0.9999957313299042,1.0000000000000002,0.9999953631790044,1.0000000000000002
kagura,crouchBlock,8,8.891253665432863e-06,0.9999999999999999,1.000006471779804,0.9999975805261386,1.0000024194738613
kazuki-muto,cmd:1+4,7,8.88826907585738e-06,0.9999999999999998,1.0000037952968681,0.9999999999999999,1.0000050929722077
kazuki-muto,jabright,9,8.88826907585738e-06,0.9999962047031319,1.0000037952968681,0.9999999999999999,1.0000050929722077
kazuki-muto,knockdown,4,8.8882575418614e-06,1.0,1.0000037953112724,0.9999949070537305,1.0
kazuki-muto,jableft,6,8.888243137605834e-06,0.9999999999999998,1.0000037952968681,0.9999949070537305,1.0000000000000002
kazuki-muto,getupStand,8,8.888243137494811e-06,0.9999962047031319,1.0,0.9999949070537306,1.0000000000000002
vegeta,backflip,8,8.78558125405604e-06,0.9999936690028046,1.0000063309971952,0.9999975454159414,1.0000024545840587
vegeta,jump,2,8.78558125405604e-06,0.9999936690028046,1.0000063309971952,0.9999975454159417,1.0000024545840587
vegeta,crouchBlock,8,8.785581253722974e-06,0.9999999999999999,1.0000063309971952,0.9999975454159414,1.0000024545840585
ryotsu-kankichi,crouchBlock,8,8.782283123287549e-06,0.9999960055443043,1.0000039944556955,0.9999952121725724,1.0000047878274276
frieza,crouchBlock,8,8.771610343738523e-06,0.9999959291177989,1.0000040708822007,0.9999952992718574,1.0000000000000002
frieza,knockdown,4,8.771610343516478e-06,0.9999959291177991,1.000004070882201,0.9999952992718574,1.0000000000000002
fuusuke,cmd:2+3,6,8.769097946670357e-06,0.9999960409994101,1.00000395900059,0.9999951899026434,1.0000048100973562
fuusuke,sprint,10,8.769097946670357e-06,0.9999960409994103,1.00000395900059,0.9999951899026434,1.0000048100973564
fuusuke,jabright,8,8.769097946448312e-06,0.9999960409994101,1.00000395900059,0.9999951899026436,1.0000000000000002
rukia-kuchiki,jump,4,8.751151314490002e-06,0.9999961997849078,1.0000038002150922,0.9999950490637781,1.0000049509362223
rukia-kuchiki,walkForward,8,8.751151314267958e-06,0.9999961997849078,1.0000038002150922,0.9999950490637779,1.000004950936222
rukia-kuchiki,idle,4,8.751151314045913e-06,0.9999961997849078,1.0000038002150922,1.0,1.0000049509362219
train-heartnet,juggle,2,8.591892225906506e-06,0.9999938128383603,1.0000061871616397,0.9999975952694141,1.0000024047305862
sakura-haruno,idle,4,8.55336874439061e-06,0.9999914466312556,1.0000085533687442,1.0,1.0
kinnikuman,walkForward,8,8.534619473254956e-06,0.9999999999999999,1.0000060408725435,0.9999975062530703,1.0000024937469296
kinnikuman,knockdown,4,8.534582981445382e-06,0.9999939591639483,1.0,0.9999975062530703,1.0000024937469296
arale-norimaki,crouchBlock,8,8.50698968557495e-06,0.9999963029919887,1.0000036970080115,0.999995190018326,1.000004809981674
yoh-asakura-power-sword,cmd:2+3,9,8.453720697021438e-06,0.9999999999999999,1.0000035673770502,0.9999999999999998,1.0000048863436468
yoh-asakura-power-sword,knockdown,4,8.453720697021438e-06,0.9999999999999999,1.0000035673770504,1.0,1.0000048863436466
yoh-asakura-power-sword,cmd:u+1+2,9,8.453720696799394e-06,0.9999999999999999,1.0000035673770502,0.9999999999999996,1.0000048863436466
yoh-asakura-power-sword,cmd:1+2,8,8.453707971090019e-06,0.9999964326356757,1.0000000000000002,0.9999999999999998,1.0000048863436468
yoh-asakura-power-sword,cmd:d+1+2,8,8.453707971090019e-06,0.9999964326356757,1.0000000000000002,0.9999999999999998,1.0000048863436468
yoh-asakura-power-sword,cmd:3+4,9,8.453707970867974e-06,0.9999964326356757,1.0000000000000002,0.9999999999999996,1.0000048863436466
yoh-asakura-power-sword,getupStand,8,8.45369682100916e-06,0.9999999999999999,1.0000035673770504,0.9999951136802294,1.0000000000000002
yoh-asakura-power-sword,walkForward,7,8.45369682100916e-06,1.0,1.0000035673770504,0.9999951136802294,1.0
yoh-asakura-power-sword,cmd:1+3,6,8.453696820787115e-06,1.0,1.0000035673770502,0.9999951136802294,1.0000000000000002
yoh-asakura-power-sword,cmd:2+4,6,8.453696820787115e-06,0.9999999999999999,1.0000035673770502,0.9999951136802294,1.0
yoh-asakura-power-sword,idle,4,8.453696820787115e-06,1.0,1.0000035673770504,0.9999951136802296,1.0000000000000002
yoh-asakura-power-sword,jabright,6,8.453696820787115e-06,1.0,1.0000035673770502,0.9999951136802294,1.0000000000000002
yoh-asakura-power-sword,backflip,8,8.453684094855696e-06,0.9999964326356757,1.0,0.9999951136802294,1.0000000000000002
yoh-asakura-power-sword,sprint,10,8.453684094633651e-06,0.9999964326356757,1.0000000000000002,0.9999951136802296,1.0000000000000002
monkey-d-luffy,idle,6,8.414902445519346e-06,0.9999964667182526,1.0000035332817476,0.9999999999999998,1.000004881620698
ichigo-kurosaki,chargeKi,4,8.41048912425535e-06,0.9999943380095084,1.0000018873301642,0.9999972515013673,1.0000027484986327
dio,juggle,2,8.368047565099346e-06,0.9999939764479114,1.0000060235520887,0.9999976555045238,1.0000023444954764
gohan-super-saiyan,idle,4,8.342088408497261e-06,0.9999941239724295,1.0000058760275703,0.9999975339391624,1.000002466060838
sanji-vinsmoke,juggle,2,8.248333342786296e-06,0.9999941564550718,1.0000058435449282,0.9999975952115854,1.0000024047884146
kazuki-muto,cmd:1+2,6,8.239435724921584e-06,0.9999981023479649,1.0000056929561056,0.9999974535203807,1.0000025464796192
raoh,backflip,8,8.236688900820077e-06,0.9999940382150415,1.0000059617849584,0.9999977250960579,1.0000022749039423
raoh,jableft,8,8.236688900820077e-06,0.9999940382150415,1.0000059617849584,0.9999977250960577,1.0000022749039423
eve,backflip,8,8.184401859567814e-06,0.9999965535424412,1.0000034464575587,0.9999952620556992,1.0000047379443007
eve,jump,6,8.184378103570644e-06,0.9999965535661972,1.0000034464338026,0.9999952620556992,1.0000047379443007
eve,jableft,6,8.184378103459622e-06,0.9999965535661972,1.0000034464338026,1.0,1.0000047379443007
yusuke-urameshi,idle,4,8.18002601277179e-06,0.9999918199739875,1.0000081800260123,0.9999999999999998,1.0
hiei,sprint,10,8.154358025036501e-06,0.9999966554848376,1.0000033445151624,0.9999951901571373,1.0
hiei,cmd:1+2,4,8.154358024592412e-06,0.9999966554848376,1.0000033445151624,0.9999951901571378,1.0000000000000002
franky,chargeKi,6,8.081005098192762e-06,0.999996943868024,1.000003056131976,0.9999949751268778,1.0000050248731218
franky,backflip,8,8.081005097970717e-06,0.9999969438680241,1.0000030561319762,0.9999999999999999,1.0000050248731218
kagura,cmd:1+4,6,8.07483886144933e-06,0.9999967641205688,1.000003235879431,1.0,1.0000048389594303
kagura,jableft,10,8.074815445957562e-06,0.9999967641205688,1.000003235879431,0.9999951610639852,1.0
vegeta,jabright,4,8.074668743973668e-06,0.9999968345114226,1.0000031654885773,0.9999999999999998,1.0000049091801666
vegeta,chargeKi,4,8.074664684887267e-06,0.999996834491382,1.0000031655086181,0.9999950908439332,1.0000000000000002
kinnikuman,idle,4,8.007908570695221e-06,0.9999969795728513,1.0000030204271488,0.9999950125185781,1.0
fuusuke,idle,4,7.917969832571536e-06,0.9999920820301674,1.0,1.0,1.0
gohan-super-saiyan,kickleft,6,7.87013899183897e-06,0.9999970619948467,1.0000029380051534,0.9999999999999998,1.0000049321338385
yugi-mutou,backflip,8,7.754882296762133e-06,0.999994838256776,1.000005161743224,0.9999974068609273,1.0000025931390728
yugi-mutou,sidestepRight,2,7.754882296651111e-06,0.999994838256776,1.000005161743224,0.9999974068609273,1.0000025931390726
yoh-asakura,knockdown,4,7.743174482155446e-06,1.0,1.0000052307821066,0.9999974876076244,1.0000025123923755
sven-vollfied,backflip,8,7.664491010195285e-06,0.9999949252231631,1.0000050747768368,0.9999974102858269,1.0000025897141733
lenalee-lee,sprint,10,7.590352309128079e-06,1.0,1.000005163715603,0.9999975733632941,1.000002426636706
lenalee-lee,cmd:2+3,4,7.590325645345786e-06,0.9999948363110607,1.0000000000000002,0.9999975733632943,1.000002426636706
lenalee-lee,jableft,4,7.590325645345786e-06,0.9999948363110607,1.0000000000000002,0.9999975733632943,1.000002426636706
