character,animation,frames,silhouette_width_min,silhouette_width_max,height_min,height_max,recorded_center_abs_max
yugi-mutou,cmd:3+4,7,1.02169,1.8184900000000002,1.60584,1.94931,0.13813141140000001
train-heartnet,jabright,6,1.0747,1.91272,1.58642,2.21394,0.1530793245
don-patch-poppa-rocks,cmd:1+2,9,1.41873,2.5221599999999995,1.88608,2.5459199999999997,0.2227916768
kenshiro,cmd:2+4,17,0.9947999999999999,1.7643399999999998,1.46149,2.28724,0.155175603
hiei,walkForward,8,1.32877,2.3540799999999997,1.80057,2.46882,0.32924606
goku,kickleft,8,1.60287,2.83785,1.5569199999999999,2.4745999999999997,0.3368117125
train-heartnet,cmd:1+4,10,0.94243,1.6675900000000001,1.29941,2.4009899999999997,0.17844464
toshiro-hitsugaya,jableft,10,1.7567300000000001,3.1024199999999995,1.27404,2.8767,0.47428616760000003
near,chargeKi,4,0.74366,1.31125,0.72785,1.25421,0.3125921949
near,crouchBlock,4,0.74366,1.31125,0.72785,1.25421,0.3125921949
near,jump,4,0.74366,1.31125,0.72785,1.25421,0.3125921949
near,sidestepLeft,4,0.74366,1.31125,0.72785,1.25421,0.3125921949
near,sprint,4,0.74366,1.31125,0.72785,1.25421,0.3125921949
near,walkForward,4,0.74366,1.31125,0.72785,1.25421,0.3125921949
roronoa-zoro,jableft,5,1.45671,2.5639700000000003,1.21196,2.31734,0.24507316350000002
gotenks-super-saiyan,cmd:2+3,4,1.2201499999999998,2.14595,1.49885,2.14595,0.128011882
yasutora-sado,crouch,4,1.13376,1.9937,1.4555,1.86007,0.05816655
nico-robin,getupStand,7,0.88036,1.54579,0.29642999999999997,2.2957400000000003,0.12130439999999999
pegasus-seiya,knockdown,4,1.0210000000000001,1.79058,0.47385,1.17052,0.08207518899999999
dio,backflip,8,0.9610399999999999,1.68396,1.25196,2.26897,0.30602441020000004
dr-mashirito,jabright,10,0.71696,1.2558099999999999,0.72778,2.0791299999999997,0.05561244
nami-perfect-clima-tact,walkForward,8,1.1997299999999997,2.1004,1.4564300000000001,2.00983,0.1620216
nami,walkForward,8,1.6131,2.82219,1.77065,2.96277,0.20174959999999997
taikoubou,crouchBlock,8,0.9922500000000001,1.73427,1.73428,2.3149599999999997,0.261874036
nami,juggle,2,2.55082,4.458019999999999,1.93838,4.87291,0.33173971999999996
gohan-super-saiyan-2,getupStand,8,1.08077,1.88449,0.47046,2.2246099999999998,0.46223926400000004
kiro,cmd:FC+2,2,1.27654,2.2212899999999998,1.8937499999999998,2.56328,0.2447500713
taikoubou,cmd:2+3,7,0.99687,1.73427,1.73428,2.3149599999999997,0.261874036
dragon-shiryu,chargeKi,5,0.8176700000000001,1.41962,0.72787,6.23886,0.2322
dragon-shiryu,crouch,5,0.8176700000000001,1.41962,0.72787,6.23886,0.2322
dragon-shiryu,kickleft,5,0.8176700000000001,1.41962,0.72787,6.23886,0.2322
vegeta,juggle,2,4.48348,7.765029999999999,3.60373,4.36846,1.59518625
eve,cmd:3+4,10,1.1152600000000001,1.93116,0.9818700000000001,2.18316,0.2538429966
fuusuke,jabright,8,1.1357199999999998,1.96645,1.8461400000000001,2.2254500000000004,0.16865
kinnikuman,cmd:1+2,13,1.44798,2.50196,0.65766,2.63723,0.485276596
goku-super-saiyan,knockdown,4,1.44233,2.49021,0.66545,1.40542,0.030136399999999997
nami,block,2,1.0898400000000001,1.88063,1.97241,1.99243,0.0688391232
neuro-nogami,sprint,10,0.92717,1.5998700000000001,0.52038,1.8434400000000002,0.16570400000000002
kiro,cmd:2+3,6,1.44685,2.4947600000000003,1.6910299999999998,2.59317,0.3547863045
pegasus-seiya,cmd:2+3,10,1.1152699999999998,1.9223400000000002,1.52033,2.45466,0.110592844
neuro-nogami,cmd:1+4,8,1.26782,2.18419,1.09831,2.92712,0.45580603619999993
goku,kickright,9,1.91687,3.2996600000000003,1.9374200000000001,3.18384,0.79625
caramelman-j,jableft,8,2.50446,4.30607,2.46868,3.72886,0.6818565000000001
yusuke-urameshi,cmd:1+3,7,1.2475999999999998,2.1445,1.9794600000000002,2.3680000000000003,0.24000239120000003
sakura-haruno,crouchBlock,8,0.91217,1.56632,1.5307000000000002,2.4949500000000002,0.274443
kenshin-himura,sprint,10,0.92719,1.59192,0.36823999999999996,2.2267900000000003,0.269995308
gohan-super-saiyan-2,knockdown,4,1.08077,1.8553600000000001,0.47046,1.16793,0.085932076
monkey-d-luffy,knockdown,4,1.02179,1.7533,0.52155,1.11886,0.121286556
monkey-d-luffy,cmd:1+3,5,0.96276,1.64974,1.259,2.36691,0.1288207788
piccolo,cmd:1+4,4,1.14177,1.9558300000000002,2.10078,2.70323,0.162715927
allen-walker,chargeKi,4,0.84944,1.4514900000000002,2.26237,3.14629,0.043524
lenalee-lee,knockdown,4,1.37766,2.35344,0.66205,1.47632,0.139268388
arale-norimaki,backflip,8,1.33227,2.27414,1.6914899999999997,2.7718999999999996,0.1436703066
taikoubou,chargeKi,7,1.09454,1.86336,1.52135,2.4407,0.3177804231
kurama,jableft,6,1.06576,1.81427,1.9971,2.10975,0.225621968
sakura-haruno,getupStand,9,0.8168,1.38983,0.34517,2.11467,0.126981
anna-kyoyama,getupStand,8,1.25531,2.1339300000000003,0.7009299999999999,1.88436,0.2163456639
kazuki-muto,jableft,6,1.5668700000000002,2.6617800000000003,1.63731,2.83711,0.3019542624
kiro,cmd:FC+3+4,7,1.46888,2.4947600000000003,1.6910299999999998,2.59317,0.3547863045
fuusuke,backflip,8,1.22229,2.0752300000000004,1.4578600000000002,2.56989,0.20927342300000001
taikoubou,walkForward,8,1.52531,2.58896,1.4493099999999999,2.3163400000000003,0.1703843364
gohan-super-saiyan-2,backflip,8,1.11206,1.88449,0.97814,1.95259,0.46223926400000004
gohan-super-saiyan,crouchBlock,8,1.6474699999999998,2.7904799999999996,2.34897,2.8698699999999997,0.22331464080000002
nami-perfect-clima-tact,cmd:1+2,5,0.85467,1.4462699999999997,1.35149,1.9792500000000002,0.08347412779999999
fuusuke,kickright,9,1.14955,1.9439699999999998,1.9281099999999998,2.35577,0.30564986
toshiro-hitsugaya,cmd:2+4,12,2.1672599999999997,3.66479,1.9815399999999999,3.9145800000000004,0.6911249262
kiro,cmd:3+4,9,1.33061,2.24788,1.6544500000000002,2.29898,0.1336206912
riven,kickleft,4,0.81421,1.3719700000000001,1.63372,2.03758,0.1455986
cygnus-hyoga,crouchBlock,8,0.97477,1.64223,1.4297499999999999,1.9878199999999997,0.055936641800000006
cygnus-hyoga,jabright,8,0.97477,1.64223,1.4297499999999999,1.9878199999999997,0.055936641800000006
cygnus-hyoga,sidestepLeft,8,0.97477,1.64223,1.4297499999999999,1.9878199999999997,0.055936641800000006
gohan-super-saiyan,backflip,8,1.36599,2.30131,1.11172,2.5764199999999997,0.5423432499999999
momotaro-tsurugi,jabright,5,1.6587200000000002,2.7894,1.8235999999999999,2.23518,0.277223304
ichigo-kurosaki,cmd:1+4,8,1.42104,2.38896,1.29319,1.9703199999999998,0.49798540960000004
ichigo-kurosaki,cmd:2+4,8,1.42104,2.38896,1.29319,1.9703199999999998,0.49798540960000004
yoh-asakura-power-sword,crouchBlock,8,2.27439,3.8219700000000003,0.9460700000000001,2.66895,0.5893371232
neuro-nogami,getupStand,8,0.92717,1.5573200000000003,0.40843,1.93137,0.2734094826
neuro-nogami,knockdown,4,0.92717,1.5573200000000003,0.52038,0.88966,0.044138000000000004
killua-zoldyck,knockdown,4,1.17312,1.96928,0.45975999999999995,1.1024399999999999,0.2105067099
arale-norimaki,knockdown,5,1.40945,2.36418,1.6914899999999997,2.01394,0.1971236921
arale-norimaki,sprint,10,1.40969,2.36418,1.05448,1.90424,0.39004217369999994
kazuki-muto,crouchBlock,8,1.8066799999999998,3.02867,2.0713200000000005,3.3789,0.16622125000000001
gintoki-sakata,crouchBlock,8,1.1077000000000001,1.85625,1.40804,2.76881,0.36817405529999997
gon-freecss,knockdown,4,0.92713,1.54798,0.34517,0.63705,0.1036479925
nami-perfect-clima-tact,cmd:2+3,10,1.03449,1.7271199999999998,1.29945,2.0486,0.1073900355
hiei,knockdown,4,0.92715,1.54705,0.33216,0.68035,0.046430385000000005
gotenks,cmd:1+3,7,1.44396,2.40716,1.81545,2.11876,0.13529926850000001
kiro,cmd:f+1,5,1.24845,2.08023,1.87726,2.4190300000000002,0.14519980799999999
kiro,jableft,5,1.24845,2.08023,1.87726,2.4190300000000002,0.14519980799999999
yoh-asakura-power-sword,juggle,2,3.08664,5.13976,2.93959,2.96442,0.31248737
yasutora-sado,crouchBlock,8,1.1489099999999999,1.90969,1.01451,1.95831,0.069246
jaguar-junichi,cmd:1+2,6,1.20893,2.0031,2.1162900000000002,2.44302,0.10108340499999999
riven,cmd:d/f+1,4,1.3695400000000002,2.26803,1.5065600000000001,1.7845199999999999,0.437020611
kurama,cmd:1+2,8,1.03433,1.7118300000000002,1.314,2.2285500000000003,0.1370021016
kurama,sidestepLeft,8,0.92706,1.53363,1.89052,2.37319,0.132875808
kurama,sidestepRight,8,0.92706,1.53363,1.89052,2.37319,0.132875808
renji-abarai,cmd:1+4,11,2.02454,3.3459700000000003,2.5343600000000004,3.6806900000000002,0.724344588
monkey-d-luffy-2nd-gear,crouchBlock,8,1.1983,1.9797399999999998,0.44905,2.2292899999999998,0.5702048994000001
pegasus-seiya,cmd:d+2,5,1.3756199999999998,2.27068,1.18017,2.78183,0.2767742664
momotaro-tsurugi,cmd:3+4,6,1.61471,2.6649399999999996,1.87843,2.9333,0.4882900748
yoh-asakura,juggle,2,2.56078,4.22592,2.37777,2.69675,0.2439961875
ryotsu-kankichi,crouchBlock,8,1.23234,2.02825,1.74814,2.42801,0.14536392
frieza,chargeKi,5,1.3694199999999999,2.25164,1.26402,2.4354999999999998,0.39349856
gintoki-sakata,cmd:1+3,7,1.02274,1.68066,1.26035,1.8693199999999999,0.29421227499999997
nami-perfect-clima-tact,crouchBlock,8,1.03449,1.6983699999999997,1.30376,1.80345,0.24383820120000002
pegasus-seiya,walkForward,8,1.38286,2.26904,1.8860100000000002,2.3822799999999997,0.2579603598
pegasus-seiya,jableft,4,1.27055,2.0846600000000004,1.7892899999999998,2.06589,0.16114875
kakashi-hatake,cmd:1+2,4,1.37823,2.26122,1.83222,2.3153499999999996,0.20279999999999998
kakashi-hatake,jableft,5,1.37823,2.26122,1.83222,2.3153499999999996,0.2136104545
naruto-uzumaki-nine-tails-kyubi,cmd:1+3,6,2.05132,3.35906,1.96257,3.6279,0.3560900475
heihachi-edajima,jableft,4,1.32045,2.16152,1.48199,2.3114300000000005,0.2803710338
hiei,juggle,2,1.46284,2.3943000000000003,0.91828,1.1741100000000002,0.2259625
cygnus-hyoga,backflip,8,1.08691,1.77817,1.73265,2.13395,0.09285700000000001
cygnus-hyoga,crouch,8,1.08691,1.77817,1.73265,2.13395,0.09285700000000001
cygnus-hyoga,jableft,8,1.08691,1.77817,1.73265,2.13395,0.09285700000000001
dr-mashirito,cmd:3+4,9,1.17466,1.92141,1.71475,1.91494,0.020824940500000003
train-heartnet,backflip,8,0.87247,1.42404,0.74281,2.87316,0.249335336
jotaro-kujo,crouchBlock,8,1.26708,2.06637,1.5954,2.7554799999999995,0.16442608
jotaro-kujo,jabright,5,1.26708,2.06637,1.7638999999999998,2.7554799999999995,0.1086698789
toshiro-hitsugaya,walkForward,8,2.27598,3.71084,2.08217,3.4593300000000005,0.18145224319999997
killua-zoldyck,cmd:2+3,8,0.8864400000000001,1.44496,1.40644,2.07909,0.21761250000000001
sven-vollfied,backflip,8,0.81633,1.32851,1.49707,2.3911300000000004,0.07634042640000001
sven-vollfied,idle,4,0.81633,1.32851,1.49707,2.35771,0.06432784890000001
yoh-asakura,backflip,8,1.28506,2.09112,1.8316800000000002,2.8591,0.3661340248
raoh,cmd:1+4,8,1.0861399999999999,1.76739,0.7989,2.07936,0.1497
franky,chargeKi,6,1.28452,2.08735,1.6666,2.7672399999999997,0.0821112
momotaro-tsurugi,cmd:1+4,8,1.6420399999999997,2.6649399999999996,1.86605,2.34321,0.23165628419999998
arale-norimaki,walkForward,8,1.29282,2.0968400000000003,1.69761,2.6563799999999995,0.1061671
kenshin-himura,cmd:1+3,4,1.3952200000000001,2.26279,1.7944600000000002,2.7683200000000006,0.351247176
ryotsu-kankichi,kickright,6,1.2680699999999998,2.05431,1.71523,2.35181,0.071803326
bobobo-bo-bo-bobo,walkForward,8,1.15557,1.8717599999999999,1.76828,2.10162,0.18897645000000002
eve,sprint,10,1.4162500000000002,2.29076,0.44407,1.7925600000000002,0.1992781683
raoh,cmd:1+3,7,1.5129100000000002,2.4441100000000002,1.8701,2.21488,0.12901893
yoh-asakura-power-sword,cmd:1+3,6,2.3659,3.8219700000000003,0.9460700000000001,2.66895,0.60987153
yoh-asakura-power-sword,jabright,6,2.3659,3.8219700000000003,0.9460700000000001,2.66895,0.60987153
gintoki-sakata,backflip,8,0.9963,1.6076700000000002,1.3185999999999998,2.5154700000000005,0.2003862448
kenshiro,walkForward,9,1.27192,2.05178,1.97893,2.4604500000000002,0.23749433099999998
nami-perfect-clima-tact,knockdown,4,0.92714,1.49491,0.36715000000000003,0.82047,0.055159103999999994
rukia-kuchiki,kickright,5,1.3250199999999999,2.12489,1.9542199999999998,2.98868,0.1444483789
jaguar-junichi,cmd:3+4,4,1.43342,2.29704,2.0148599999999997,2.56426,0.4275585111
ichigo-kurosaki,cmd:1+3,6,1.71482,2.74793,1.44031,2.5194900000000002,0.6622399806
dr-mashirito,juggle,2,1.2361300000000002,1.9785499999999998,0.62995,2.2114499999999997,0.0582302224
yugi-mutou,walkForward,8,1.18988,1.90279,1.8393,2.3942300000000003,0.2164753602
jotaro-kujo,jump,4,1.48794,2.37942,1.6204299999999998,3.39117,0.35709650249999997
kenshiro,getupStand,7,0.9272,1.4824700000000002,0.40361,1.85329,0.13004212499999998
riven,cmd:FC+2,6,1.14353,1.82596,1.16602,2.435,0.4148584
riven,kickright,10,1.14353,1.82596,1.49031,2.435,0.4148584
kiro,backflip,4,1.4089099999999999,2.2490799999999997,1.1241599999999998,2.62074,0.40729926
ryotsu-kankichi,knockdown,4,1.46129,2.33178,0.8348,1.36385,0.2186843412
kiro,cmd:1+3,4,1.1291099999999998,1.80094,1.69401,2.2990799999999996,0.1941841341
kiro,cmd:d/f+2,5,1.1291099999999998,1.80094,1.69401,2.3504800000000006,0.1941841341
train-heartnet,walkForward,8,1.2686,2.02141,1.581,1.83365,0.262885
allen-walker,backflip,4,1.48591,2.36708,1.49718,2.6917,0.41538524400000004
gon-freecss,cmd:1+2,7,1.43519,2.2839400000000003,1.48999,2.22073,0.24385481219999997
piccolo,knockdown,4,2.10923,3.35561,1.2300900000000001,2.18343,0.10656494709999999
arale-norimaki,cmd:1+2,6,1.4447800000000002,2.29645,2.22332,2.9023899999999996,0.1649953476
jotaro-kujo,kickleft,7,1.04226,1.65157,1.6922499999999998,2.5359300000000005,0.2231496184
vegeta-super-saiyan,jableft,4,1.3086,2.06953,1.6624599999999998,1.9531399999999999,0.1449273774
dio,chargeKi,10,0.6771100000000001,1.07023,1.67425,2.20978,0.1784623116
jotaro-kujo,chargeKi,11,1.05212,1.6607399999999999,1.91041,2.38503,0.16586894400000002
yoh-asakura,cmd:1+2,5,1.5291299999999999,2.41276,1.35581,2.33048,0.10829252610000001
kinnikuman,chargeKi,3,1.3650900000000001,2.15306,1.55566,2.1139,0.057675689100000004
roronoa-zoro,cmd:1+2+3,12,1.49776,2.36109,0.93961,2.07911,0.2956518465
dr-mashirito,sprint,10,1.03661,1.63205,0.62995,3.1567700000000003,0.1315806606
gintoki-sakata,cmd:1+4,5,1.22431,1.92727,1.1553099999999998,2.47819,0.3098888
heihachi-edajima,cmd:2+4,8,1.07106,1.68337,1.90303,2.40219,0.19377205980000003
roronoa-zoro,cmd:1+3,8,1.32544,2.08106,1.67477,2.1904899999999996,0.16318745729999998
roronoa-zoro,crouchBlock,8,1.32544,2.08106,1.4475699999999998,2.1904899999999996,0.19239963
monkey-d-luffy,cmd:1+2,5,1.13738,1.78566,0.5985100000000001,1.5843,0.171373427
taikoubou,cmd:1+4,5,1.15411,1.8099,1.77831,2.25252,0.3219006762
kenshin-himura,walkForward,8,1.39036,2.18029,1.64005,2.62776,0.22972768
dio,jableft,4,0.82545,1.2939500000000002,1.7938,2.13349,0.2920669776
killua-zoldyck,cmd:2+4,7,0.9322,1.45955,1.9924699999999997,2.1736000000000004,0.07745
nico-robin,walkForward,8,1.00916,1.5798999999999999,1.0972700000000002,1.75806,0.1160048241
ryotsu-kankichi,walkForward,8,1.5598800000000002,2.43919,1.7910100000000002,2.0564199999999997,0.2960295742
vegito,knockdown,4,1.42495,2.22656,0.65743,1.2206900000000003,0.0359221152
yusuke-urameshi,cmd:2+3,8,1.3282600000000002,2.0720799999999997,1.80819,2.32255,0.15443281
kiro,cmd:1+4,7,1.24855,1.94601,1.33001,2.2168099999999997,0.2529953632
bobobo-bo-bo-bobo,jableft,4,1.2695,1.97531,2.07931,2.3529400000000003,0.17333
goku,knockdown,4,2.3706300000000002,3.6856999999999998,1.27983,2.31092,0.0602880656
riven,cmd:SS+4,4,1.26368,1.96333,1.0851199999999999,1.61138,0.28201626700000004
kazuki-muto,chargeKi,7,1.51478,2.35121,2.83527,3.3339600000000003,0.22054203569999997
kagura,cmd:3+4,5,1.2340200000000001,1.9144599999999998,1.46649,1.99988,0.1505645459
taikoubou,cmd:1+3,3,1.19666,1.8550999999999997,1.5991399999999998,2.2525199999999996,0.11859213509999998
heihachi-edajima,cmd:1+3,4,1.10562,1.71164,1.73112,1.97301,0.0850376784
kinnikuman,cmd:2+4,11,1.43914,2.22795,1.70115,2.59052,0.14569300000000002
yusuke-urameshi,walkForward,8,1.47791,2.28756,1.68008,1.91933,0.30040018679999997
lenalee-lee,walkForward,8,1.6572900000000002,2.5639200000000004,1.3102500000000001,2.0867,0.1308377272
ryotsu-kankichi,jableft,4,1.87466,2.89722,2.19723,2.5479499999999997,0.3583993666
rukia-kuchiki,crouchBlock,8,1.41654,2.18301,1.9542199999999998,2.98868,0.14891100000000002
gotenks,cmd:2+3,4,1.15682,1.7810700000000002,1.81545,2.19178,0.05359527399999999
naruto-uzumaki-nine-tails-kyubi,kickleft,6,2.4902699999999998,3.833,1.52156,2.21114,0.40323236400000007
yoh-asakura-power-sword,cmd:1+2+3,6,2.74747,4.22768,1.5108,2.9216900000000003,0.7777710875
killua-zoldyck,jableft,4,0.91046,1.39873,1.9924699999999997,2.34689,0.13783660390000002
kagura,kickleft,7,1.5109000000000001,2.3204599999999997,1.41047,2.47478,0.197694
naruto-uzumaki-nine-tails-kyubi,walkForward,7,1.7029800000000002,2.6134700000000004,0.8294400000000001,1.5451499999999998,0.5514774656
anna-kyoyama,knockdown,4,1.3905699999999999,2.1339300000000003,0.7009299999999999,1.32836,0.12140959530000002
yoh-asakura-power-sword,cmd:1+2,8,2.37276,3.64114,1.262,2.9835100000000003,0.6987918816
nami,chargeKi,3,1.3955700000000002,2.14008,2.4430099999999997,2.9837500000000006,0.27451
goku-super-saiyan,cmd:1+2,12,1.31481,2.01424,1.55397,2.27175,0.30730752
kiro,cmd:2+4,4,2.2658199999999997,3.4649,1.98249,2.54527,0.2125126102
jotaro-kujo,getupStand,8,1.26482,1.9325999999999999,0.85402,1.67426,0.174669552
sanji-vinsmoke,cmd:1+4,6,0.85659,1.30711,0.69608,1.87263,0.114422125
gohan-super-saiyan-2,chargeKi,5,0.9573200000000001,1.4573800000000001,2.06476,2.1435999999999997,0.064333776
kurama,knockdown,4,1.14482,1.74105,0.69148,1.05802,0.08640190019999999
allen-walker,jableft,5,1.02543,1.55831,1.72021,2.1368500000000004,0.2398632
kenshiro,knockdown,4,0.9272,1.40886,0.40361,0.72816,0.0984519228
ichigo-kurosaki,chargeKi,4,1.2692999999999999,1.92572,1.66639,2.72034,0.240810675
arale-norimaki,crouchBlock,8,1.4271500000000001,2.16302,1.81654,2.5774199999999996,0.1742443028
goku-super-saiyan,jableft,6,1.31481,1.99089,1.49152,1.9827499999999998,0.20188168
don-patch-poppa-rocks,jableft,5,1.8306399999999998,2.77155,1.8987,2.24428,0.4621016542
yasutora-sado,kickleft,4,1.14243,1.7287,1.37448,1.90591,0.1562599596
yasutora-sado,sidestepRight,4,1.14243,1.7287,1.37448,1.90591,0.1562599596
nami-perfect-clima-tact,cmd:3+4,8,1.11008,1.6796099999999998,1.5021,1.83806,0.1661244
vegeta-super-saiyan,chargeKi,4,0.96498,1.4569300000000003,1.8958,2.1649700000000003,0.0795802261
franky,jabright,5,1.91737,2.8945099999999995,1.9573399999999999,2.74576,0.307395186
rukia-kuchiki,juggle,2,1.52728,2.30525,1.21383,1.4028100000000001,0.2381434192
majin-buu,chargeKi,10,1.3302399999999999,2.00524,2.10312,2.3563199999999997,0.23616424380000003
majin-buu,cmd:3+4,8,1.0893000000000002,1.6416300000000001,1.68713,2.0117,0.1690931528
yasutora-sado,sidestepLeft,3,1.26749,1.90969,1.01451,1.59653,0.039145502799999995
sakura-haruno,sprint,10,0.9271399999999999,1.39668,0.34517,2.17377,0.4013421059
jotaro-kujo,walkForward,8,1.24554,1.8747299999999998,1.90327,2.4999299999999995,0.21708477450000002
kenshin-himura,cmd:1+2+3,7,1.55606,2.3408100000000003,1.5206799999999998,3.8828300000000002,0.3259878369
kenshiro,jableft,8,1.2618,1.8980400000000002,1.87136,2.11782,0.1145762523
jaguar-junichi,backflip,8,0.89651,1.34855,1.18401,1.90521,0.1178758364
train-heartnet,cmd:2+3,8,1.02165,1.53417,1.35647,2.26681,0.09466434600000001
ichigo-kurosaki,jableft,6,1.50549,2.25852,1.0206,2.1718599999999997,0.46304508659999993
ichigo-kurosaki,jabright,4,1.50549,2.25852,1.0206,2.1718599999999997,0.46304508659999993
yusuke-urameshi,jabright,6,1.1349,1.699,1.58815,2.19902,0.138569646
yugi-mutou,jableft,7,1.2323,1.8447300000000002,2.2639299999999998,2.4357099999999994,0.2764759788
kenshiro,crouchBlock,8,1.04864,1.5675299999999999,1.74133,2.21092,0.18095749940000003
kazuki-muto,knockdown,4,1.25965,1.87875,0.46287999999999996,0.98245,0.0694866472
dr-mashirito,jableft,6,1.3735400000000002,2.04713,1.9842899999999999,2.2821,0.1664760254
hiei,jableft,4,1.57849,2.3521199999999998,1.44133,2.07923,0.2079372944
neuro-nogami,juggle,2,1.59618,2.37634,1.1743999999999999,2.3183599999999998,0.16570400000000002
pegasus-seiya,jabright,5,1.41713,2.10891,1.89794,2.13007,0.1700276796
kenshin-himura,jump,5,1.51455,2.25381,1.67836,2.47929,0.06970453
roronoa-zoro,knockdown,4,1.16432,1.73228,0.5710700000000001,1.05269,0.13977372
kinnikuman,crouchBlock,8,1.68763,2.5086500000000003,1.9131799999999999,2.63723,0.206112
kiro,jabright,5,1.8037100000000001,2.68057,1.85412,2.56937,0.174873185
riven,cmd:FC+4,4,1.2258499999999999,1.82089,1.16602,1.99909,0.4239729
toshiro-hitsugaya,crouchBlock,8,2.3595300000000003,3.5026800000000002,1.27024,3.17767,0.42043416
gohan-super-saiyan,cmd:1+2,8,1.7376,2.57939,1.93693,2.3815999999999997,0.39711395169999997
gohan-super-saiyan,jabright,5,1.7376,2.57939,2.1903799999999998,2.3815999999999997,0.39711395169999997
kinnikuman,walkForward,8,1.60763,2.3860799999999998,1.67071,2.38608,0.280829196
kazuki-muto,walkForward,6,1.92802,2.85808,1.3253199999999998,2.02805,0.24702676560000003
fuusuke,jableft,4,1.3480600000000003,1.99405,1.94154,2.1351,0.23625880179999997
heihachi-edajima,crouchBlock,8,1.29805,1.9161800000000002,1.56726,1.83803,0.2717786337
don-patch-poppa-rocks,sprint,10,2.26161,3.3376200000000003,1.52255,2.71845,0.44374610360000005
kinnikuman,jableft,5,1.6527399999999999,2.4386799999999997,1.90505,2.18756,0.1715242182
kiro,cmd:qcf+4,4,1.8172100000000002,2.68057,1.85412,2.15557,0.174873185
monkey-d-luffy-2nd-gear,getupStand,8,1.1944499999999998,1.7610000000000001,0.63189,1.38572,0.3638372168
riven,walkForward,12,1.14907,1.69398,1.3305900000000002,1.90584,0.09148538519999999
vegito,kickleft,9,1.2650599999999999,1.8613899999999999,1.18129,1.9500600000000001,0.2417358735
kenshiro,jump,4,1.07573,1.58231,1.90607,2.27732,0.1460713645
toshiro-hitsugaya,cmd:2+3,6,1.97185,2.8995299999999995,2.14129,3.1762300000000003,0.36257714999999996
vegeta,cmd:1+2,5,1.4032499999999999,2.06215,2.0192099999999997,3.02359,0.1249161353
gohan-super-saiyan,cmd:3+4,8,1.44524,2.12344,1.8739200000000003,2.74863,0.311475079
dio,cmd:3+4,5,1.23732,1.81759,1.61554,2.3135700000000003,0.2531256
yoh-asakura,cmd:1+3,8,1.99617,2.93088,1.22231,2.42801,0.16752852329999998
yoh-asakura,crouchBlock,8,1.99617,2.93088,1.22231,2.42801,0.16752852329999998
kinnikuman,cmd:1+3,9,1.2740900000000002,1.86878,1.8137,2.32676,0.200017675
bobobo-bo-bo-bobo,cmd:1+2,7,2.05252,3.0084,1.4223400000000002,2.9063499999999998,0.1522887807
raoh,cmd:1+2,13,1.1455899999999999,1.67563,1.1425800000000002,2.21795,0.33825
seto-kaiba,sprint,10,1.36979,2.00278,1.39666,2.59407,0.14810180000000003
kiro,juggle,2,1.4442,2.11142,0.92627,1.94891,0.325003125
renji-abarai,knockdown,4,1.27591,1.86432,0.43969,0.96293,0.0742863275
gotenks,cmd:1+4,6,1.2971599999999999,1.89494,1.7780200000000002,2.55707,0.2771958384
gohan-super-saiyan-2,cmd:1+4,6,1.3744800000000001,2.00639,1.24227,2.06471,0.20655648000000001
gohan-super-saiyan-2,crouchBlock,8,1.3744800000000001,2.00639,1.24227,2.1249599999999997,0.2239116446
toshiro-hitsugaya,juggle,2,2.4863500000000003,3.62831,1.8293300000000001,2.63841,0.25811500000000004
dragon-shiryu,crouchBlock,8,0.89088,1.2992599999999999,1.6633799999999999,2.0792600000000006,0.094192
dragon-shiryu,kickright,8,0.89088,1.2992599999999999,1.6633799999999999,2.0792600000000006,0.094192
dragon-shiryu,sidestepRight,8,0.89088,1.2992599999999999,1.6633799999999999,2.0792600000000006,0.094192
dragon-shiryu,sprint,10,0.89088,1.2992599999999999,1.6633799999999999,2.0792600000000006,0.094192
kiro,cmd:1+2,5,1.27654,1.86033,1.8192,2.44811,0.2447500713
roronoa-zoro,cmd:1+2,7,1.36965,1.99559,1.4475699999999998,1.91681,0.19239963
piccolo,cmd:1+3,13,1.91778,2.79413,1.80261,2.2870799999999996,0.22031271019999998
dragon-shiryu,jableft,7,0.89088,1.29645,1.6633799999999999,1.93071,0.094192
piccolo,jableft,3,1.9956900000000002,2.90177,1.8177199999999998,2.32558,0.29724532530000003
yusuke-urameshi,cmd:1+4,6,1.3282600000000002,1.9309000000000003,0.9131100000000001,2.7589,0.08742563480000001
nami-perfect-clima-tact,juggle,2,2.6875099999999996,3.9020799999999998,1.85653,4.17442,0.36660694720000003
bobobo-bo-bo-bobo,getupStand,8,1.33033,1.93013,0.7284999999999999,2.2352299999999996,0.3213630596
caramelman-j,jabright,8,1.85405,2.68231,2.07931,3.00155,0.09098244999999999
ryotsu-kankichi,cmd:1+4,8,1.5980699999999999,2.3119,1.90585,2.69047,0.416
vegeta,jabright,4,2.40494,3.47809,2.2216899999999997,2.93228,0.24080230159999996
nico-robin,juggle,2,1.76591,2.55259,1.81121,2.40663,0.21891705660000002
killua-zoldyck,walkForward,8,0.96974,1.40073,1.93054,2.30185,0.1251511056
gohan-super-saiyan,knockdown,4,1.26148,1.8200699999999999,0.5272699999999999,0.95936,0.2151765826
kenshiro,cmd:1+3,6,1.31663,1.8980400000000002,1.87136,2.11782,0.1145762523
