character,animation,frames,silhouette_width_min,silhouette_width_max,height_min,height_max,recorded_center_abs_max
gon-freecss,cmd:1+4,7,1.24032,1.7877399999999999,1.5852600000000001,2.0790100000000002,0.2287657078
riven,win,7,0.86593,1.2473,1.62868,2.2524800000000003,0.017333264
eve,knockdown,4,1.4243700000000001,2.0508300000000004,0.69794,1.10707,0.17427672
momotaro-tsurugi,cmd:2+3,7,1.63591,2.35358,1.64911,2.23388,0.45762016799999994
eve,jump,6,1.3121,1.88739,1.36142,2.13965,0.0998801765
vegeta-super-saiyan,knockdown,4,1.4561700000000002,2.09315,0.7636700000000001,0.9787,0.11939599279999998
yoh-asakura,jabright,6,2.0410399999999997,2.93088,1.22231,2.19232,0.16752852329999998
riven,cmd:qcf+3,5,1.09819,1.57668,1.16602,1.75748,0.089448552
heihachi-edajima,jabright,4,1.5358899999999998,2.20075,1.56726,1.86207,0.254013802
kurama,crouchBlock,8,1.0966200000000002,1.57019,1.80459,2.05023,0.1626565972
kurama,jabright,12,1.0966200000000002,1.57019,1.65929,2.2285500000000003,0.1626565972
yugi-mutou,chargeKi,6,1.20309,1.7149599999999998,1.81529,2.9629499999999998,0.1686655376
yugi-mutou,cmd:1+3,5,1.10514,1.57184,2.0325999999999995,2.3272,0.0575377614
yugi-mutou,cmd:2+3,4,1.10514,1.57184,2.0325999999999995,2.3272,0.0575377614
yugi-mutou,crouchBlock,8,1.10514,1.57184,1.8713,2.3272,0.078003
yugi-mutou,jabright,10,1.10514,1.57184,1.8713,2.3272,0.078003
sakura-haruno,knockdown,4,0.9271399999999999,1.3184399999999998,0.34517,0.43913,0.027278999999999998
don-patch-poppa-rocks,crouchBlock,8,1.79874,2.55732,1.72497,2.38413,0.18831931219999998
eve,juggle,2,1.61127,2.29076,1.19076,1.7925600000000002,0.1992781683
eve,chargeKi,3,1.1221400000000001,1.5848200000000001,1.1688999999999998,1.17482,0.054668085
dio,juggle,2,1.8370600000000001,2.59138,1.76353,2.4833499999999997,0.0810188652
caramelman-j,chargeKi,8,1.9039000000000001,2.68231,1.9596500000000001,2.9107199999999995,0.12037402920000001
toshiro-hitsugaya,jump,4,2.26497,3.19062,2.9500499999999996,3.32092,0.0937248
don-patch-poppa-rocks,knockdown,4,2.26161,3.18472,1.59166,2.71845,0.3504450874
don-patch-poppa-rocks,kickright,8,1.67076,2.3522600000000002,1.02748,2.5054700000000003,0.16599496269999997
momotaro-tsurugi,backflip,8,1.37006,1.92386,1.52487,2.7661100000000003,0.21568246800000002
monkey-d-luffy,walkForward,8,1.54862,2.17345,1.57659,2.3669399999999996,0.13484062500000002
roronoa-zoro,jabright,8,1.47364,2.06223,0.9907200000000002,2.28172,0.39506399999999997
dr-mashirito,walkForward,4,1.8372600000000001,2.56727,1.76224,2.46025,0.1125345243
rukia-kuchiki,chargeKi,5,0.97652,1.3639899999999998,2.03914,2.71448,0.08183823450000001
riven,juggle,2,1.6006200000000002,2.2335100000000003,1.25992,1.3804,0.017036346600000002
train-heartnet,juggle,2,2.62529,3.6622700000000004,1.62728,1.9769500000000002,0.8426581300000001
sakura-haruno,walkForward,8,1.4457,2.0162199999999997,1.87115,2.1714,0.148905
don-patch-poppa-rocks,jabright,5,1.79874,2.5034099999999997,1.953,2.26687,0.1790578682
yoh-asakura,walkForward,8,2.0177199999999997,2.80756,2.2055,2.7490300000000003,0.15260625
monkey-d-luffy-2nd-gear,juggle,2,1.04114,1.4478,0.8105199999999999,1.33883,0.3258864
heihachi-edajima,chargeKi,8,1.3870900000000002,1.92774,1.4533200000000002,1.87828,0.08006505
dr-mashirito,jump,3,1.28449,1.78494,1.6184999999999998,1.905,0.0578399653
goku-super-saiyan,kickleft,8,1.3305099999999999,1.84635,1.2063499999999998,1.91502,0.24686549700000002
goku,cmd:1+2,12,1.8786399999999999,2.6061199999999998,2.09224,3.02094,0.4237320252
ryotsu-kankichi,chargeKi,8,1.2870599999999999,1.78545,1.65499,2.00416,0.0639459289
gintoki-sakata,jump,4,1.1170900000000001,1.54595,1.31303,1.6527199999999997,0.13693889380000002
neuro-nogami,cmd:1+3,7,1.20573,1.6683,2.07316,2.2525,0.1669086531
monkey-d-luffy-2nd-gear,cmd:1+2,6,1.33137,1.84146,0.9641700000000001,1.7060499999999998,0.4016844672
pegasus-seiya,cmd:1+3,4,1.3341399999999999,1.84161,1.50007,2.55029,0.23622319040000003
kurama,cmd:1+3,11,1.0421,1.4380799999999998,1.6593499999999999,2.10222,0.23300159999999998
cygnus-hyoga,kickleft,8,0.9776,1.3467699999999998,1.38379,2.19484,0.15273851600000002
cygnus-hyoga,sidestepRight,8,0.9776,1.3467699999999998,1.38379,2.19484,0.15273851600000002
toshiro-hitsugaya,cmd:1+2,5,1.99377,2.7457700000000003,1.97327,3.1190300000000004,0.2741934
hiei,cmd:2+3,6,1.3273800000000002,1.82602,1.6241999999999999,2.40395,0.1442405728
rukia-kuchiki,walkForward,8,1.8274400000000002,2.51007,2.12231,2.8586400000000003,0.31390875
raoh,kickleft,6,1.0861399999999999,1.48997,0.7989,2.07931,0.1481497254
heihachi-edajima,walkForward,8,1.05829,1.4517600000000002,2.08939,3.1532799999999996,0.07263079830000001
kiro,walkForward,10,1.5989999999999998,2.1882800000000002,2.0574299999999996,2.7068300000000005,0.1749991602
arale-norimaki,jableft,3,1.5811000000000002,2.16302,2.0788699999999998,2.42535,0.11720592
hiei,cmd:2+4,5,1.73231,2.36519,1.68053,2.10904,0.3654153435
nico-robin,sidestepLeft,4,0.8848199999999999,1.20797,1.61509,2.1500700000000004,0.0632656262
nico-robin,sidestepRight,4,0.8848199999999999,1.20797,1.61509,2.1500700000000004,0.0632656262
killua-zoldyck,cmd:1+2,12,0.9276200000000001,1.26621,1.43553,1.8963999999999999,0.1412782668
piccolo,crouchBlock,8,1.6863800000000002,2.30039,1.63367,2.40545,0.083953377
piccolo,kickright,8,1.6863800000000002,2.30039,1.63367,2.40545,0.253552
killua-zoldyck,sidestepLeft,6,0.91046,1.24131,2.1736000000000004,2.4334599999999997,0.14907620000000002
killua-zoldyck,sidestepRight,6,0.91046,1.24131,2.1736000000000004,2.4334599999999997,0.14907620000000002
vegeta-super-saiyan,jump,2,1.27281,1.7341600000000001,1.72026,2.57825,0.140678
yoh-asakura,cmd:3+4,7,2.12975,2.90157,1.43077,3.1861600000000005,0.4479327498
kiro,cmd:FC+1,4,1.7414100000000001,2.3690599999999997,1.9568599999999998,2.56328,0.309141746
gotenks,cmd:1+2,5,1.35697,1.8445799999999999,1.62313,2.61052,0.117520416
arale-norimaki,jump,3,1.18139,1.60448,1.49664,2.04738,0.024329205
sakura-haruno,juggle,2,1.39668,1.8955400000000002,0.8615499999999999,2.1122799999999997,0.4013421059
renji-abarai,jabright,4,2.4285300000000003,3.2942500000000003,1.9682000000000002,2.98871,0.5294722506
taikoubou,knockdown,4,0.9481599999999999,1.28573,0.40629,0.5303800000000001,0.0408308129
killua-zoldyck,cmd:1+3,14,0.93549,1.26621,1.38715,1.62256,0.1115842192
yoh-asakura-power-sword,idle,4,2.4220800000000002,3.27833,1.7361,2.34138,0.0848552006
dr-mashirito,crouchBlock,8,1.24996,1.68913,1.8538999999999999,2.27405,0.1780316139
gohan-super-saiyan,kickleft,6,1.4326599999999998,1.93245,0.7551499999999999,3.0927000000000002,0.38675000000000004
kagura,cmd:1+2+3,8,1.42113,1.91361,2.4746,2.99872,0.3191543568
kakashi-hatake,juggle,2,1.8528100000000003,2.4913000000000003,0.86633,1.5628,0.164414952
pegasus-seiya,cmd:1+4,3,1.39539,1.87004,1.8529,1.8740899999999998,0.1890712824
pegasus-seiya,kickleft,3,1.39539,1.87004,1.8529,1.8740899999999998,0.1890712824
riven,cmd:FC+1,4,1.2258499999999999,1.6354600000000001,1.16602,1.99909,0.13636560279999999
gohan-super-saiyan-2,kickleft,5,1.1242900000000002,1.49951,0.60359,1.77588,0.103151388
vegito,cmd:2+3,6,1.30498,1.7397,1.41497,1.70672,0.1589913
pegasus-seiya,chargeKi,7,1.34057,1.7861900000000002,1.74156,2.3528200000000004,0.1649850111
renji-abarai,juggle,2,1.74003,2.31723,1.10706,2.0333699999999997,0.2720320456
caramelman-j,backflip,8,2.1185500000000004,2.82069,1.984,3.4379299999999997,0.1171326
monkey-d-luffy,jableft,6,1.60219,2.1326099999999997,0.67496,1.74857,0.4611690639
kakashi-hatake,cmd:2+4,6,2.10465,2.794,2.15713,2.37461,0.20216219659999998
jotaro-kujo,knockdown,4,1.4615399999999998,1.92377,0.85402,1.0077999999999998,0.129476322
kiro,kickright,4,1.61776,2.12868,1.62536,2.2990799999999996,0.2710200539
yoh-asakura-power-sword,walkForward,7,2.39817,3.15503,1.9183700000000001,2.4712099999999997,0.47341057500000006
nami-perfect-clima-tact,chargeKi,3,1.11787,1.46733,1.7958,1.9792500000000002,0.18351233369999997
piccolo,chargeKi,4,1.5624500000000001,2.04931,1.67229,2.0493099999999997,0.24398462540000002
kurama,jump,5,1.38368,1.81459,1.7844399999999998,2.48348,0.10349140760000002
yugi-mutou,knockdown,4,1.24194,1.62334,0.52104,0.7098700000000001,0.057082115999999995
vegeta-super-saiyan,juggle,2,3.9297000000000004,5.13252,2.4253100000000005,3.642,1.026875
neuro-nogami,cmd:3+4,11,1.15718,1.51007,1.13306,1.87133,0.15407200000000001
fuusuke,chargeKi,5,1.1430500000000001,1.4902499999999999,1.74737,2.07896,0.052
momotaro-tsurugi,walkForward,8,2.35956,3.06152,1.9661699999999998,2.43863,0.47665878400000006
majin-buu,sidestepLeft,11,0.96658,1.2526199999999998,1.8393,2.74103,0.04895720519999999
majin-buu,sidestepRight,12,0.96658,1.2526199999999998,1.8393,2.74103,0.04895720519999999
don-patch-poppa-rocks,cmd:3+4,8,1.77093,2.29238,1.77093,2.98746,0.12163866400000001
vegeta-super-saiyan,sidestepRight,2,1.33295,1.7200600000000001,1.74047,2.46427,0.1860511262
piccolo,cmd:2+3,6,1.7395200000000002,2.24231,1.7916299999999998,2.40545,0.253552
yoh-asakura,cmd:2+3,5,2.00516,2.57005,1.92329,2.39574,0.17719819000000003
yoh-asakura,idle,4,1.7036799999999999,2.1834,1.85862,2.2047000000000003,0.1285545186
kurama,juggle,2,1.76896,2.26382,1.3842400000000001,2.05312,0.1731256568
kiro,cmd:WR+4,3,1.4089099999999999,1.80094,2.09362,2.2990799999999996,0.139425
seto-kaiba,chargeKi,6,6.22218,7.94904,2.17584,6.22218,1.1925000000000001
seto-kaiba,kickleft,6,6.22218,7.94904,2.17584,6.22218,1.1925000000000001
vegeta,walkForward,4,1.8905399999999999,2.41273,1.65412,1.93643,0.256113297
riven,cmd:2+3,7,0.86593,1.10456,1.62868,2.2524800000000003,0.035846478
gintoki-sakata,kickleft,4,1.2178200000000001,1.5513400000000002,1.4682,2.05819,0.1385638899
bobobo-bo-bo-bobo,knockdown,4,1.51526,1.93013,0.75741,1.1027,0.1495582866
train-heartnet,jump,4,1.2126800000000002,1.54455,1.63899,1.99257,0.09658272
riven,cmd:FC+3,3,1.2258499999999999,1.55928,1.16602,1.64518,0.089448552
goku-super-saiyan,walkForward,4,1.5894000000000001,2.02109,1.1694,1.57179,0.22352999999999998
caramelman-j,walkForward,9,2.11455,2.6866200000000005,1.96486,2.19937,0.227105483
gintoki-sakata,juggle,2,1.93457,2.4536,1.37631,1.40746,0.34200491939999994
vegeta-super-saiyan,walkForward,4,1.35307,1.7151199999999998,1.18387,1.3246200000000001,0.183302736
rukia-kuchiki,jump,4,1.50592,1.9022100000000002,2.4006100000000004,2.50322,0.07512648
ryotsu-kankichi,cmd:1+2,6,2.0092,2.53261,0.9811200000000001,2.10269,0.42729115069999996
heihachi-edajima,knockdown,4,1.26636,1.59051,0.63295,0.95905,0.027415865400000003
jaguar-junichi,jump,3,1.39001,1.74335,2.04198,2.55814,0.0660764208
yugi-mutou,jump,4,1.3012700000000001,1.6292200000000001,1.80201,2.2649,0.24717079390000002
fuusuke,jump,6,1.28989,1.61436,1.62943,2.01958,0.058229987799999994
monkey-d-luffy-2nd-gear,cmd:1+3,5,1.5788099999999998,1.97275,0.79698,2.2292899999999998,0.5702048994000001
monkey-d-luffy-2nd-gear,jabright,5,1.5788099999999998,1.97275,1.73856,2.2292899999999998,0.2261425
ryotsu-kankichi,cmd:2+4,3,1.47603,1.8407499999999999,1.93042,2.20907,0.1363012
jaguar-junichi,cmd:2+4,8,0.96758,1.2056499999999999,1.24606,2.27304,0.15659072
fuusuke,cmd:2+3,6,1.20876,1.50294,1.64575,2.03367,0.1143488148
renji-abarai,idle,4,2.27642,2.82989,2.0574500000000002,2.2266000000000004,0.44086975309999993
renji-abarai,walkForward,8,2.2737999999999996,2.82627,2.4559200000000003,3.25725,0.24794119420000002
vegito,walkForward,4,1.60044,1.98922,1.17753,1.547,0.225093
nami,knockdown,4,1.10545,1.3731099999999998,0.45863,0.75362,0.11476025000000001
goku,crouchBlock,8,2.09844,2.6061199999999998,2.15931,3.02094,0.40372332
nami,idle,6,1.80252,2.2380199999999997,1.97027,2.25819,0.1424325
killua-zoldyck,crouchBlock,8,1.02084,1.26621,1.43553,2.0869899999999997,0.1075364517
raoh,walkForward,8,1.3240500000000002,1.6408299999999998,1.52512,2.08853,0.285334905
gohan-super-saiyan-2,juggle,2,1.50121,1.86034,0.9305199999999999,1.25543,0.33039776
jotaro-kujo,cmd:1+3,7,1.1389200000000002,1.40824,1.87631,2.4651,0.1599374376
yusuke-urameshi,jump,2,1.88767,2.3334,2.40706,2.5456099999999995,0.0708274742
renji-abarai,jump,4,3.19823,3.9493600000000004,3.25748,3.4555399999999996,0.5246816061
ichigo-kurosaki,walkForward,8,1.40117,1.72943,0.81105,0.96786,0.051671550200000006
yugi-mutou,cmd:1+2,6,1.10514,1.36108,1.8713,2.31028,0.078003
yugi-mutou,cmd:1+4,6,1.10514,1.36108,1.8713,2.31028,0.078003
franky,jump,5,1.59516,1.9634200000000002,2.0034199999999998,2.3785799999999995,0.131442759
kiro,cmd:D+3,3,1.9533099999999999,2.40378,1.7048799999999997,2.20749,0.0245372736
kiro,cmd:FC+3,2,1.9533099999999999,2.40378,1.8030000000000002,2.20749,0.0245372736
kiro,cmd:FC+4,2,1.9533099999999999,2.40378,1.8030000000000002,2.20749,0.0245372736
goku,jableft,4,2.02764,2.4944300000000004,2.02338,2.74568,0.31473621469999996
jotaro-kujo,kickright,3,1.21537,1.4920499999999999,2.1275,2.36287,0.16586894400000002
yusuke-urameshi,juggle,2,1.8835,2.31203,1.8363800000000001,2.09685,0.3496582954
gintoki-sakata,walkForward,8,1.21456,1.48685,1.68844,2.0661799999999997,0.1551235216
kenshin-himura,knockdown,4,0.92719,1.13494,0.36823999999999996,0.56728,0.08514847500000002
neuro-nogami,jump,4,1.54095,1.8829799999999999,1.93069,2.4604500000000002,0.0647754842
riven,cmd:f+2,4,1.11252,1.3567900000000002,1.5594000000000001,2.0937599999999996,0.0994125
arale-norimaki,juggle,2,1.57964,1.92635,1.05448,1.21082,0.39004217369999994
kinnikuman,cmd:2+3,5,1.38612,1.69027,1.02998,2.0328100000000004,0.0767381032
monkey-d-luffy-2nd-gear,jableft,3,1.65143,2.01173,1.35249,1.91937,0.12143565399999999
gohan-super-saiyan,chargeKi,3,1.6474699999999998,2.0050399999999997,2.36184,2.5782300000000005,0.22491495000000003
kenshiro,jabright,5,1.22093,1.48535,1.45929,2.2123,0.1630902
lenalee-lee,chargeKi,6,1.74783,2.12269,1.6581400000000002,1.94884,0.15170573340000001
franky,juggle,2,2.09501,2.54281,1.36152,3.5156400000000003,0.31804702370000004
ryotsu-kankichi,cmd:3+4,6,1.52022,1.8407499999999999,1.47178,2.33069,0.092086875
riven,jableft,3,1.11252,1.3452699999999997,1.5594000000000001,1.8778499999999998,0.0994125
fuusuke,cmd:1+2,7,1.12309,1.35796,1.50296,2.07896,0.21206292349999997
kakashi-hatake,cmd:1+3,4,1.10746,1.33859,1.8739299999999999,2.31572,0.1521787653
killua-zoldyck,jump,5,1.15924,1.3996400000000002,1.69783,1.88259,0.1792541569
kagura,jump,4,1.78403,2.15039,2.4652100000000003,2.8103499999999997,0.22311552480000002
gohan-super-saiyan-2,jableft,3,1.6472499999999999,1.98447,1.5397699999999999,1.9844699999999997,0.2239116446
kenshin-himura,juggle,2,1.35237,1.62853,0.90141,1.10856,0.173318268
anna-kyoyama,cmd:2+3,5,1.60562,1.9328699999999999,1.67749,2.2822199999999997,0.2107079184
fuusuke,walkForward,8,1.44766,1.7395,1.51678,1.9888499999999998,0.2414568
kurama,chargeKi,6,0.9924,1.1920699999999997,1.78481,2.25244,0.041379873799999994
majin-buu,juggle,2,1.6521,1.9804,0.87083,1.0632100000000002,0.075119847
taizo-momote,idle,4,1.3591,1.62684,2.0391,2.46888,0.048303099599999996
jotaro-kujo,juggle,2,1.904,2.27668,1.42783,1.8211699999999997,0.22776000000000002
sakura-haruno,idle,4,1.14975,1.37412,2.07911,2.22762,0.023710745900000003
naruto-uzumaki-nine-tails-kyubi,getupRollUp,8,2.2568099999999998,2.6953199999999997,1.41025,2.36536,0.5514774656
vegeta,jump,2,1.87343,2.23633,2.48138,3.2643899999999997,0.24188990000000002
kinnikuman,cmd:1+4,5,1.5662599999999998,1.86776,1.59056,2.0338499999999997,0.2684896012
kenshiro,juggle,2,1.63516,1.9499,1.17171,1.40371,0.19083518249999998
heihachi-edajima,jump,5,1.89487,2.25732,1.7555299999999998,2.3115099999999997,0.11010992300000001
nami-perfect-clima-tact,jump,3,1.21686,1.44902,1.5290500000000002,1.55016,0.1179970734
arale-norimaki,jabright,5,1.36611,1.62366,1.25528,2.12336,0.12606237979999999
don-patch-poppa-rocks,jump,4,1.97011,2.33528,2.98759,3.3265700000000002,0.12392000000000002
arale-norimaki,cmd:3+4,5,1.42096,1.68239,1.77646,2.03079,0.1777464
caramelman-j,sidestepRight,2,2.2077600000000004,2.6071999999999997,2.02674,2.2093599999999998,0.08840998399999998
kinnikuman,jump,4,1.9115,2.25511,1.96593,2.72512,0.1880070045
eve,idle,5,1.34437,1.5849,1.93781,2.1286100000000006,0.10833
piccolo,juggle,2,2.39671,2.82122,1.64191,2.20389,0.37480563299999997
vegito,jump,2,1.26558,1.4888299999999999,1.71251,2.3825799999999995,0.0931087872
dr-mashirito,chargeKi,2,1.20737,1.41947,1.81894,1.83229,0.0443846916
don-patch-poppa-rocks,juggle,2,2.84091,3.3376200000000003,2.22461,2.28822,0.3553135736
vegito,chargeKi,6,0.92191,1.08258,1.69069,2.16592,0.0427297145
kenshin-himura,cmd:2+4,9,1.36239,1.5993300000000001,1.7944600000000002,2.7683200000000006,0.2154902328
gintoki-sakata,idle,4,0.8943699999999999,1.04826,2.05843,2.10089,0.0777051
taizo-momote,crouch,4,1.47217,1.72484,1.11294,2.12755,0.1115861612
sanji-vinsmoke,chargeKi,2,0.8843300000000001,1.0361,1.28396,1.42835,0.0630363672
nami,jump,3,1.76431,2.06037,2.20418,2.4390300000000003,0.146400384
sakura-haruno,chargeKi,4,0.96875,1.12958,1.9991300000000003,2.33903,0.15826
kagura,walkForward,8,1.28804,1.4958,2.0260800000000003,2.5247900000000003,0.1317276
ryotsu-kankichi,juggle,2,2.1331599999999997,2.47341,1.4879499999999999,1.93021,0.2414298228
kinnikuman,jabright,5,2.01541,2.33676,1.46478,2.1508800000000003,0.2217803648
don-patch-poppa-rocks,walkForward,8,1.94503,2.2549900000000003,1.99763,2.68018,0.18435416999999998
bobobo-bo-bo-bobo,idle,6,1.3219600000000002,1.5319,2.0163199999999994,2.07931,0.057861999000000004
monkey-d-luffy,chargeKi,2,1.6345299999999998,1.89372,1.9071,2.4726700000000004,0.0526379754
caramelman-j,kickleft,8,2.11455,2.44867,1.96486,2.19937,0.18142848
nico-robin,jump,3,0.86609,1.00227,1.32831,1.7711800000000002,0.0501484095
caramelman-j,crouchBlock,7,1.94211,2.24689,1.52364,2.1887999999999996,0.19407648
ichigo-kurosaki,juggle,2,1.9302,2.23021,1.2508,1.82042,0.43256616
raoh,juggle,2,1.24179,1.4332799999999999,0.66999,1.4619499999999999,0.1147102596
kenshiro,chargeKi,4,1.46087,1.68282,2.1738299999999997,2.2122800000000002,0.22723207290000003
gintoki-sakata,chargeKi,4,0.90954,1.04737,1.9290600000000002,2.13699,0.036415365000000005
jaguar-junichi,sidestepLeft,5,0.92302,1.06034,1.67919,1.90521,0.1178758364
jaguar-junichi,sidestepRight,5,0.92302,1.06034,1.67919,1.90521,0.1178758364
gohan-super-saiyan,idle,4,1.72027,1.97362,2.02262,2.18544,0.07404965679999999
don-patch-poppa-rocks,chargeKi,4,1.4316300000000002,1.6409,2.2752700000000003,2.62982,0.0965795903
caramelman-j,sidestepLeft,8,2.04963,2.34538,1.83217,2.3154000000000003,0.113915142
gon-freecss,jump,4,1.84484,2.10663,2.2037599999999995,2.4949,0.107442838
gotenks,juggle,2,1.4079000000000002,1.6063299999999998,0.6318100000000001,1.04383,0.10044356139999999
neuro-nogami,idle,6,1.5191999999999999,1.73257,2.0792,2.0792400000000004,0.02889
kagura,idle,4,1.4699,1.6762199999999998,2.0438,2.18322,0.029253
monkey-d-luffy,idle,6,1.3474899999999999,1.53612,2.0484700000000005,2.1286,0.046296688200000005
majin-buu,walkForward,4,1.3403100000000001,1.52681,0.88581,0.92529,0.0790002945
monkey-d-luffy,juggle,2,1.1505,1.31045,0.75016,1.5446300000000002,0.13762062900000002
raoh,idle,6,1.40852,1.6025900000000002,1.9789,2.0793199999999996,0.1670036214
sven-vollfied,crouchBlock,8,1.21571,1.3826,2.12817,2.7408099999999997,0.09970713519999999
frieza,walkForward,4,1.8648699999999998,2.11909,2.15128,2.24759,0.1725658726
ryotsu-kankichi,jump,3,1.3503500000000002,1.53348,1.4993299999999998,2.0452199999999996,0.03835324
kagura,chargeKi,5,1.51089,1.7133600000000002,2.15667,2.28719,0.06128100000000001
goku,juggle,2,3.8066199999999997,4.30488,3.0745299999999998,3.09258,0.41011749999999997
taikoubou,idle,4,1.3364,1.5083,2.0792599999999997,2.134,0.05474
caramelman-j,kickright,8,2.1139099999999997,2.38182,1.83217,2.81878,0.0768576
momotaro-tsurugi,idle,6,2.06261,2.32132,2.0229300000000006,2.10222,0.295749675
momotaro-tsurugi,sidestepLeft,4,2.11413,2.37819,2.7184200000000005,2.9333,0.4882900748
kiro,sprint,2,2.02771,2.27966,1.6896099999999998,1.9885,0.14557625600000001
frieza,jump,2,1.6506399999999999,1.85561,3.1021199999999998,3.54356,0.182857441
yusuke-urameshi,idle,4,1.1373199999999999,1.27824,1.9222,2.11626,0.17333
bobobo-bo-bo-bobo,jump,4,2.19477,2.46455,2.3747399999999996,2.7429,0.09940586879999999
riven,crouchBlock,2,1.2258499999999999,1.37636,1.16602,1.88371,0.16307639999999998
neuro-nogami,jableft,5,1.14747,1.2877,1.9129,2.0688199999999997,0.0554030853
riven,jump,2,1.19513,1.3384,1.9561199999999999,2.19061,0.010145879099999998
kagura,juggle,2,2.0903099999999997,2.33979,1.11946,1.4554799999999999,0.37712891019999994
kenshiro,idle,6,1.3513100000000002,1.5116200000000002,2.07931,2.28721,0.155122
jaguar-junichi,juggle,2,1.18243,1.32226,0.7710899999999999,0.7880900000000001,0.1061699826
sakura-haruno,jump,4,1.16611,1.30348,1.93062,2.00881,0.1005919881
sven-vollfied,crouch,5,1.06795,1.19265,2.0984800000000003,2.3911300000000004,0.07634042640000001
seto-kaiba,idle,4,1.36979,1.52915,1.39666,2.20916,0.10625000000000001
kazuki-muto,cmd:1+3,6,2.3433100000000002,2.61235,1.51601,1.8958400000000002,0.2950342509
yugi-mutou,idle,4,1.00212,1.1170900000000001,2.0421300000000002,2.23476,0.0196149175
monkey-d-luffy-2nd-gear,knockdown,4,1.40483,1.56558,0.63189,0.88668,0.1478773884
kiro,cmd:d+1,3,1.39181,1.5482399999999998,1.9758499999999999,2.08077,0.0449235172
jotaro-kujo,cmd:1+2,19,1.2563,1.39161,2.06689,2.10682,0.1599374376
jotaro-kujo,idle,6,1.2563,1.39161,2.06689,2.10682,0.1599374376
pegasus-seiya,jump,2,1.73867,1.9259199999999999,3.01786,3.2862199999999997,0.0141767262
yoh-asakura-power-sword,jump,2,2.1816899999999997,2.4123799999999997,2.13993,2.1816899999999997,0.0194619829
don-patch-poppa-rocks,idle,6,2.18834,2.41836,2.0788699999999998,2.08154,0.22507463169999997
franky,idle,4,1.67454,1.8501800000000002,2.0172299999999996,2.1867399999999995,0.0298167912
killua-zoldyck,chargeKi,3,1.3397899999999998,1.4796099999999999,2.141,2.6224700000000003,0.1166001184
arale-norimaki,getupStand,4,1.6992200000000002,1.87419,1.12414,1.7413199999999998,0.23910523239999998
dio,walkForward,4,2.06102,2.26616,1.7108899999999998,1.93987,0.077807086
kinnikuman,sidestepLeft,2,1.70451,1.86878,2.1067,2.14786,0.08525969300000001
kinnikuman,sidestepRight,2,1.70451,1.86878,2.1067,2.14786,0.08525969300000001
yugi-mutou,sidestepRight,2,1.6057899999999998,1.7589000000000001,2.2649,2.40271,0.24717079390000002
momotaro-tsurugi,chargeKi,2,2.0514,2.2465900000000003,2.01409,2.59911,0.1678995711
gotenks-super-saiyan,walkForward,4,1.40307,1.53639,0.95285,1.1060300000000003,0.04611
taikoubou,jump,2,2.88949,3.16256,2.51249,2.5833399999999997,0.38985897180000006
gohan-super-saiyan-2,idle,4,0.9411,1.02945,2.0277999999999996,2.13365,0.0197640342
gon-freecss,cmd:2+3,4,2.17926,2.3835699999999997,1.53985,1.83672,0.6065596936000001
gon-freecss,jableft,4,2.17926,2.3835699999999997,1.53985,1.83672,0.6065596936000001
riven,sprint,2,1.36511,1.4929099999999997,1.20123,1.31369,0.0409703798
toshiro-hitsugaya,idle,5,2.1253,2.32331,2.0444,2.1994,0.0956631841
goku-super-saiyan,idle,4,1.13998,1.24477,2.0793399999999997,2.1536,0.0504908625
allen-walker,sprint,2,2.5698499999999997,2.8032199999999996,1.78738,1.8684199999999997,0.0838323897
gohan-super-saiyan-2,walkForward,4,1.87118,2.03821,1.54084,1.7527400000000002,0.038887560800000005
goku,walkForward,4,2.19921,2.39391,1.5645799999999999,1.72869,0.042648424
kazuki-muto,jump,2,2.58387,2.81051,2.0915600000000003,2.19552,0.030772010499999995
monkey-d-luffy,jump,2,1.16922,1.27128,1.87121,2.0345799999999996,0.1802232369
renji-abarai,chargeKi,4,1.6135199999999998,1.7515999999999998,2.9200500000000003,4.10241,0.066192137
allen-walker,idle,6,1.0196,1.1029200000000001,2.0792,2.24913,0.0212233464
kiro,chargeKi,4,1.51931,1.64296,2.31488,2.3735799999999996,0.0684948
gotenks,walkForward,4,1.4780799999999998,1.5960299999999998,1.0317,1.11703,0.04790034
gotenks-super-saiyan,chargeKi,2,1.09042,1.17632,1.60187,1.71134,0.0681934146
gotenks-super-saiyan,juggle,2,1.3005099999999998,1.40236,0.5607099999999999,0.9346700000000001,0.10793042100000001
gotenks,idle,4,2.15672,2.32561,1.9441,2.1860299999999997,0.2843658352
jaguar-junichi,chargeKi,2,1.0909499999999999,1.17569,1.73093,2.0384200000000003,0.07528659219999999
fuusuke,juggle,2,2.05957,2.21468,1.2233800000000001,2.27277,0.05330130000000001
nami-perfect-clima-tact,idle,4,1.0335100000000002,1.11002,1.95696,2.11774,0.039676647499999995
monkey-d-luffy-2nd-gear,jump,2,1.47651,1.5853700000000002,1.8264,1.9610599999999998,0.038880197
lenalee-lee,idle,6,1.8597599999999999,1.99128,1.94495,2.1823400000000004,0.046326950400000004
kiro,idle,4,1.40328,1.50141,2.02189,2.11041,0.050145457399999996
pegasus-seiya,idle,6,1.33391,1.42663,1.90591,2.0791900000000005,0.04078
train-heartnet,idle,4,0.80813,0.86262,2.07922,2.07923,0.03925
