character,animation,frames,min_width_ratio,max_width_ratio,min_height_ratio,max_height_ratio,scale_min,scale_max,score
franky,idle,4,0.9645519252103383,1.075269474436984,0.9552283804833929,1.0447866941359731,0.91429,1.0,0.13280337879816348
franky,jableft,7,0.8668204964990452,1.545782940802037,0.6431675976211174,1.0091617967277455,0.89542,1.12784,0.8005121668601047
franky,jabright,5,0.8737883693822044,1.4233078616759487,0.9316696246915718,1.2937535171637593,0.82812,1.15,0.7086782341693284
franky,juggle,2,0.9892281457324588,1.0107718542675415,0.630165934602245,1.369834065397755,0.75,1.35,0.6762971779582799
franky,jump,5,0.9067812307673921,1.1229632108222443,0.8870376230988327,1.041020533536869,0.91667,1.07576,0.26628530339451384
franky,knockdown,4,0.9825944398149408,1.7509909473283367,0.8244074294284168,2.214523414413375,0.75,1.33651,1.958372982810377
franky,sprint,10,0.6208137463132782,1.7820077911881058,0.5759686534175278,1.5712660460588928,0.75,1.33651,1.3337257207717563
franky,walkForward,8,0.55357794675975,1.2620286725346495,0.6934640536474838,1.1680437102985943,0.8015,1.35,0.8486391782966662
frieza,backflip,8,0.775727434843769,1.9805555863230067,0.8151006334193405,1.291642158592727,0.75,1.35,1.179975510386531
frieza,chargeKi,5,0.8409644472644657,1.2267638209468448,0.7296723045386898,1.1189615957018633,0.75,1.15,0.606385988029417
frieza,cmd:1+2,7,0.7506846458227,1.9626806285021214,0.8615314912120761,1.4112008044776696,0.75,1.35,1.2888091815789426
frieza,cmd:2+3,12,0.5973475505441248,1.014656391872086,0.762113668203553,1.1666940719157584,0.75,0.85317,0.5310628014699721
frieza,cmd:3+4,6,0.8552435118239998,2.2156695103742665,0.7999343306860391,1.337052884319399,0.75,1.35,1.366454590543959
frieza,crouchBlock,8,0.5355216475814129,1.468885748074649,0.8210426497930936,1.3935492839571144,0.79545,1.35,0.9521557328019038
frieza,getupStand,8,0.7050260855121595,1.800043790440094,0.6306590282738138,1.428838306867902,0.75,1.35,1.2088645811319585
frieza,idle,6,0.9097444707242507,1.022450915337863,0.9570118411341917,1.0180884018934535,0.97917,1.04167,0.12839147643125795
frieza,jableft,7,0.8760359948723806,2.2695363565980022,0.7999261227798357,1.337039165187412,0.75,1.35,1.3987609791462134
frieza,jabright,7,0.6153583388740796,1.5883845623623711,0.7832913910278628,1.0637121200705233,0.75,1.01852,0.70399934638956
frieza,jump,2,0.9920030772968377,1.0079969227031622,1.0,1.0,1.35,1.35,0.004798153621897394
