characterId,displayName,unplayable,frameIndex,reason,areaRatio,verticalSeparation,horizontalSeparation,file,reviewImage
sanji-vinsmoke,"Sanji Vinsmoke",false,203,side-by-side-body-sized-components,0.387,0.143,1.179,public/characters/sanji-vinsmoke/frames/frame-203.png,frames/sanji-vinsmoke-frame-203.png
sanji-vinsmoke,"Sanji Vinsmoke",false,287,side-by-side-body-sized-components,0.41,0.121,0.944,public/characters/sanji-vinsmoke/frames/frame-287.png,frames/sanji-vinsmoke-frame-287.png
sanji-vinsmoke,"Sanji Vinsmoke",false,340,side-by-side-body-sized-components,0.994,0.446,0.765,public/characters/sanji-vinsmoke/frames/frame-340.png,frames/sanji-vinsmoke-frame-340.png
riven,"Sasuke",false,172,stacked-body-sized-components,0.53,0.56,0.76,public/characters/riven/frames/frame-172.png,frames/riven-frame-172.png
riven,"Sasuke",false,199,stacked-body-sized-components,0.912,1.226,0.03,public/characters/riven/frames/frame-199.png,frames/riven-frame-199.png
taikoubou,"Taikoubou",false,142,stacked-body-sized-components,0.536,0.613,0.468,public/characters/taikoubou/frames/frame-142.png,frames/taikoubou-frame-142.png
toshiro-hitsugaya,"Tōshirō Hitsugaya",false,172,many-major-components,0.474,0.419,0.635,public/characters/toshiro-hitsugaya/frames/frame-172.png,frames/toshiro-hitsugaya-frame-172.png
toshiro-hitsugaya,"Tōshirō Hitsugaya",false,173,side-by-side-body-sized-components,0.321,0.094,1,public/characters/toshiro-hitsugaya/frames/frame-173.png,frames/toshiro-hitsugaya-frame-173.png
vegeta,"Vegeta",false,140,stacked-body-sized-components,0.919,1.913,0.763,public/characters/vegeta/frames/frame-140.png,frames/vegeta-frame-140.png
vegeta,"Vegeta",false,141,side-by-side-body-sized-components,0.854,0.02,1.276,public/characters/vegeta/frames/frame-141.png,frames/vegeta-frame-141.png
vegeta,"Vegeta",false,145,side-by-side-body-sized-components,0.97,0.02,1.057,public/characters/vegeta/frames/frame-145.png,frames/vegeta-frame-145.png
vegeta-super-saiyan,"Vegeta (Super Saiyan)",false,141,stacked-body-sized-components,0.804,1.05,0.426,public/characters/vegeta-super-saiyan/frames/frame-141.png,frames/vegeta-super-saiyan-frame-141.png
vegito,"Vegito",false,154,stacked-body-sized-components,0.605,0.672,0.324,public/characters/vegito/frames/frame-154.png,frames/vegito-frame-154.png
yoh-asakura,"Yoh Asakura",false,152,side-by-side-body-sized-components,0.971,0.066,0.78,public/characters/yoh-asakura/frames/frame-152.png,frames/yoh-asakura-frame-152.png
yoh-asakura,"Yoh Asakura",false,153,side-by-side-body-sized-components,0.381,0.135,0.982,public/characters/yoh-asakura/frames/frame-153.png,frames/yoh-asakura-frame-153.png
yoh-asakura-power-sword,"Yoh Asakura (Power Sword)",false,150,side-by-side-body-sized-components,0.873,0.026,0.793,public/characters/yoh-asakura-power-sword/frames/frame-150.png,frames/yoh-asakura-power-sword-frame-150.png
yoh-asakura-power-sword,"Yoh Asakura (Power Sword)",false,151,side-by-side-body-sized-components,0.473,0.087,0.982,public/characters/yoh-asakura-power-sword/frames/frame-151.png,frames/yoh-asakura-power-sword-frame-151.png
yugi-mutou,"Yugi Mutou",false,32,stacked-body-sized-components,0.592,0.66,0.386,public/characters/yugi-mutou/frames/frame-032.png,frames/yugi-mutou-frame-032.png
yugi-mutou,"Yugi Mutou",false,124,stacked-body-sized-components,0.781,0.982,0,public/characters/yugi-mutou/frames/frame-124.png,frames/yugi-mutou-frame-124.png
yugi-mutou,"Yugi Mutou",false,125,stacked-body-sized-components,0.694,0.804,0.092,public/characters/yugi-mutou/frames/frame-125.png,frames/yugi-mutou-frame-125.png
yusuke-urameshi,"Yusuke Urameshi",false,149,side-by-side-body-sized-components,0.539,0.538,0.712,public/characters/yusuke-urameshi/frames/frame-149.png,frames/yusuke-urameshi-frame-149.png
cygnus-hyoga,"Cygnus Hyōga",true,33,stacked-body-sized-components,1,1.136,0,public/characters/cygnus-hyoga/frames/frame-033.png,frames/cygnus-hyoga-frame-033.png
dragon-shiryu,"Dragon Shiryū",true,19,side-by-side-body-sized-components,1,0,1.152,public/characters/dragon-shiryu/frames/frame-019.png,frames/dragon-shiryu-frame-019.png
near,"Near",true,29,stacked-body-sized-components,1,1.091,0,public/characters/near/frames/frame-029.png,frames/near-frame-029.png
seto-kaiba,"Seto Kaiba",true,3,side-by-side-body-sized-components,0.997,0,1.1,public/characters/seto-kaiba/frames/frame-003.png,frames/seto-kaiba-frame-003.png
sven-vollfied,"Sven Vollfied",true,23,stacked-body-sized-components,0.451,0.794,0.106,public/characters/sven-vollfied/frames/frame-023.png,frames/sven-vollfied-frame-023.png
sven-vollfied,"Sven Vollfied",true,27,stacked-body-sized-components,0.714,1.833,0.455,public/characters/sven-vollfied/frames/frame-027.png,frames/sven-vollfied-frame-027.png
sven-vollfied,"Sven Vollfied",true,28,stacked-body-sized-components,0.683,1.833,0.133,public/characters/sven-vollfied/frames/frame-028.png,frames/sven-vollfied-frame-028.png
sven-vollfied,"Sven Vollfied",true,29,stacked-body-sized-components,0.912,1.833,0.833,public/characters/sven-vollfied/frames/frame-029.png,frames/sven-vollfied-frame-029.png
sven-vollfied,"Sven Vollfied",true,32,stacked-body-sized-components,0.977,1.136,0,public/characters/sven-vollfied/frames/frame-032.png,frames/sven-vollfied-frame-032.png
yasutora-sado,"Yasutora Sado",true,23,stacked-body-sized-components,1,1.136,0,public/characters/yasutora-sado/frames/frame-023.png,frames/yasutora-sado-frame-023.png
