character,name,frame,path,reasons,keys
allen-walker,allen-walker,4,/characters/allen-walker/frames/frame-004.png,touches-edge,walkForward
allen-walker,allen-walker,5,/characters/allen-walker/frames/frame-005.png,touches-edge,walkForward
allen-walker,allen-walker,6,/characters/allen-walker/frames/frame-006.png,touches-edge,walkForward
allen-walker,allen-walker,7,/characters/allen-walker/frames/frame-007.png,touches-edge,walkForward
allen-walker,allen-walker,8,/characters/allen-walker/frames/frame-008.png,touches-edge,walkForward
allen-walker,allen-walker,9,/characters/allen-walker/frames/frame-009.png,touches-edge,walkForward
allen-walker,allen-walker,10,/characters/allen-walker/frames/frame-010.png,touches-edge,walkForward
allen-walker,allen-walker,11,/characters/allen-walker/frames/frame-011.png,touches-edge,walkForward
allen-walker,allen-walker,12,/characters/allen-walker/frames/frame-012.png,touches-edge,sprint
allen-walker,allen-walker,13,/characters/allen-walker/frames/frame-013.png,touches-edge,sprint
allen-walker,allen-walker,21,/characters/allen-walker/frames/frame-021.png,touches-edge,jump
allen-walker,allen-walker,22,/characters/allen-walker/frames/frame-022.png,touches-edge,crouch
allen-walker,allen-walker,28,/characters/allen-walker/frames/frame-028.png,touches-edge,juggle
allen-walker,allen-walker,31,/characters/allen-walker/frames/frame-031.png,touches-edge,knockdown
allen-walker,allen-walker,33,/characters/allen-walker/frames/frame-033.png,touches-edge,getupStand|knockdown
allen-walker,allen-walker,46,/characters/allen-walker/frames/frame-046.png,touches-edge,backflip
allen-walker,allen-walker,47,/characters/allen-walker/frames/frame-047.png,touches-edge,backflip
allen-walker,allen-walker,48,/characters/allen-walker/frames/frame-048.png,touches-edge,backflip
allen-walker,allen-walker,53,/characters/allen-walker/frames/frame-053.png,touches-edge,getupStand
allen-walker,allen-walker,54,/characters/allen-walker/frames/frame-054.png,touches-edge,getupStand
allen-walker,allen-walker,55,/characters/allen-walker/frames/frame-055.png,touches-edge,getupStand
allen-walker,allen-walker,80,/characters/allen-walker/frames/frame-080.png,touches-edge,cmd:qcf+4
allen-walker,allen-walker,84,/characters/allen-walker/frames/frame-084.png,touches-edge,cmd:qcf+4
allen-walker,allen-walker,85,/characters/allen-walker/frames/frame-085.png,touches-edge,cmd:qcf+4
allen-walker,allen-walker,88,/characters/allen-walker/frames/frame-088.png,touches-edge,cmd:qcf+4
allen-walker,allen-walker,89,/characters/allen-walker/frames/frame-089.png,touches-edge,cmd:qcf+4
allen-walker,allen-walker,91,/characters/allen-walker/frames/frame-091.png,touches-edge,cmd:1+2|crouchBlock
allen-walker,allen-walker,92,/characters/allen-walker/frames/frame-092.png,touches-edge,cmd:1+2|crouchBlock
allen-walker,allen-walker,93,/characters/allen-walker/frames/frame-093.png,touches-edge,cmd:1+2|crouchBlock
allen-walker,allen-walker,94,/characters/allen-walker/frames/frame-094.png,touches-edge,cmd:1+2
allen-walker,allen-walker,95,/characters/allen-walker/frames/frame-095.png,touches-edge,cmd:1+2|crouchBlock
allen-walker,allen-walker,96,/characters/allen-walker/frames/frame-096.png,touches-edge,cmd:1+2|crouchBlock
allen-walker,allen-walker,97,/characters/allen-walker/frames/frame-097.png,touches-edge,cmd:1+2|crouchBlock
allen-walker,allen-walker,98,/characters/allen-walker/frames/frame-098.png,touches-edge,cmd:1+2|crouchBlock
allen-walker,allen-walker,99,/characters/allen-walker/frames/frame-099.png,touches-edge,cmd:1+2
allen-walker,allen-walker,100,/characters/allen-walker/frames/frame-100.png,touches-edge,cmd:1+2
allen-walker,allen-walker,101,/characters/allen-walker/frames/frame-101.png,touches-edge,cmd:1+2
allen-walker,allen-walker,102,/characters/allen-walker/frames/frame-102.png,touches-edge,cmd:1+2
allen-walker,allen-walker,103,/characters/allen-walker/frames/frame-103.png,touches-edge,cmd:1+2
allen-walker,allen-walker,145,/characters/allen-walker/frames/frame-145.png,touches-edge,sidestepLeft|sidestepRight
allen-walker,allen-walker,251,/characters/allen-walker/frames/frame-251.png,touches-edge,cmd:f+1
allen-walker,allen-walker,255,/characters/allen-walker/frames/frame-255.png,touches-edge,cmd:f+1
allen-walker,allen-walker,256,/characters/allen-walker/frames/frame-256.png,touches-edge,cmd:f+1
allen-walker,allen-walker,259,/characters/allen-walker/frames/frame-259.png,touches-edge,cmd:f+1
allen-walker,allen-walker,260,/characters/allen-walker/frames/frame-260.png,touches-edge,cmd:f+1
anna-kyoyama,anna-kyoyama,0,/characters/anna-kyoyama/frames/frame-000.png,touches-edge,idle
anna-kyoyama,anna-kyoyama,1,/characters/anna-kyoyama/frames/frame-001.png,touches-edge,idle
anna-kyoyama,anna-kyoyama,4,/characters/anna-kyoyama/frames/frame-004.png,touches-edge,walkForward
anna-kyoyama,anna-kyoyama,5,/characters/anna-kyoyama/frames/frame-005.png,touches-edge,walkForward
anna-kyoyama,anna-kyoyama,6,/characters/anna-kyoyama/frames/frame-006.png,touches-edge,walkForward
anna-kyoyama,anna-kyoyama,7,/characters/anna-kyoyama/frames/frame-007.png,touches-edge,walkForward
anna-kyoyama,anna-kyoyama,8,/characters/anna-kyoyama/frames/frame-008.png,touches-edge,walkForward
anna-kyoyama,anna-kyoyama,9,/characters/anna-kyoyama/frames/frame-009.png,touches-edge,walkForward
anna-kyoyama,anna-kyoyama,14,/characters/anna-kyoyama/frames/frame-014.png,touches-edge,walkBack
anna-kyoyama,anna-kyoyama,15,/characters/anna-kyoyama/frames/frame-015.png,touches-edge,block
anna-kyoyama,anna-kyoyama,16,/characters/anna-kyoyama/frames/frame-016.png,touches-edge,chargeKi
anna-kyoyama,anna-kyoyama,18,/characters/anna-kyoyama/frames/frame-018.png,touches-edge,jump
anna-kyoyama,anna-kyoyama,22,/characters/anna-kyoyama/frames/frame-022.png,touches-edge,crouch
anna-kyoyama,anna-kyoyama,25,/characters/anna-kyoyama/frames/frame-025.png,touches-edge,hitLight
anna-kyoyama,anna-kyoyama,30,/characters/anna-kyoyama/frames/frame-030.png,3-components,sprint
anna-kyoyama,anna-kyoyama,31,/characters/anna-kyoyama/frames/frame-031.png,touches-edge,juggle|sprint
anna-kyoyama,anna-kyoyama,32,/characters/anna-kyoyama/frames/frame-032.png,touches-edge,juggle|sprint
anna-kyoyama,anna-kyoyama,33,/characters/anna-kyoyama/frames/frame-033.png,touches-edge,lose|sprint
anna-kyoyama,anna-kyoyama,34,/characters/anna-kyoyama/frames/frame-034.png,touches-edge,getupStand|knockdown|sprint
anna-kyoyama,anna-kyoyama,35,/characters/anna-kyoyama/frames/frame-035.png,touches-edge,getupStand|knockdown|sprint
anna-kyoyama,anna-kyoyama,36,/characters/anna-kyoyama/frames/frame-036.png,touches-edge,getupStand|knockdown|sprint
anna-kyoyama,anna-kyoyama,37,/characters/anna-kyoyama/frames/frame-037.png,touches-edge,getupStand|knockdown|sprint
anna-kyoyama,anna-kyoyama,39,/characters/anna-kyoyama/frames/frame-039.png,touches-edge|3-components,sprint
anna-kyoyama,anna-kyoyama,43,/characters/anna-kyoyama/frames/frame-043.png,touches-edge,backflip
anna-kyoyama,anna-kyoyama,45,/characters/anna-kyoyama/frames/frame-045.png,touches-edge,backflip
anna-kyoyama,anna-kyoyama,47,/characters/anna-kyoyama/frames/frame-047.png,touches-edge,backflip
anna-kyoyama,anna-kyoyama,48,/characters/anna-kyoyama/frames/frame-048.png,touches-edge,backflip
anna-kyoyama,anna-kyoyama,53,/characters/anna-kyoyama/frames/frame-053.png,touches-edge,getupStand
anna-kyoyama,anna-kyoyama,54,/characters/anna-kyoyama/frames/frame-054.png,touches-edge,getupStand
anna-kyoyama,anna-kyoyama,55,/characters/anna-kyoyama/frames/frame-055.png,touches-edge,getupStand
anna-kyoyama,anna-kyoyama,56,/characters/anna-kyoyama/frames/frame-056.png,touches-edge,getupStand
anna-kyoyama,anna-kyoyama,84,/characters/anna-kyoyama/frames/frame-084.png,touches-edge,jabright
anna-kyoyama,anna-kyoyama,85,/characters/anna-kyoyama/frames/frame-085.png,touches-edge,jabright
anna-kyoyama,anna-kyoyama,87,/characters/anna-kyoyama/frames/frame-087.png,touches-edge,jabright
anna-kyoyama,anna-kyoyama,88,/characters/anna-kyoyama/frames/frame-088.png,touches-edge,jabright
anna-kyoyama,anna-kyoyama,89,/characters/anna-kyoyama/frames/frame-089.png,touches-edge,jabright
anna-kyoyama,anna-kyoyama,90,/characters/anna-kyoyama/frames/frame-090.png,touches-edge,crouchBlock|jabright
anna-kyoyama,anna-kyoyama,91,/characters/anna-kyoyama/frames/frame-091.png,touches-edge,crouchBlock
anna-kyoyama,anna-kyoyama,92,/characters/anna-kyoyama/frames/frame-092.png,touches-edge,crouchBlock
anna-kyoyama,anna-kyoyama,93,/characters/anna-kyoyama/frames/frame-093.png,touches-edge,crouchBlock
anna-kyoyama,anna-kyoyama,95,/characters/anna-kyoyama/frames/frame-095.png,touches-edge,crouchBlock
anna-kyoyama,anna-kyoyama,96,/characters/anna-kyoyama/frames/frame-096.png,touches-edge,crouchBlock
anna-kyoyama,anna-kyoyama,97,/characters/anna-kyoyama/frames/frame-097.png,touches-edge,crouchBlock
anna-kyoyama,anna-kyoyama,98,/characters/anna-kyoyama/frames/frame-098.png,touches-edge,crouchBlock
anna-kyoyama,anna-kyoyama,100,/characters/anna-kyoyama/frames/frame-100.png,touches-edge,cmd:f+1
anna-kyoyama,anna-kyoyama,101,/characters/anna-kyoyama/frames/frame-101.png,touches-edge,cmd:f+1
anna-kyoyama,anna-kyoyama,102,/characters/anna-kyoyama/frames/frame-102.png,touches-edge,cmd:f+1
anna-kyoyama,anna-kyoyama,105,/characters/anna-kyoyama/frames/frame-105.png,touches-edge,cmd:f+1
anna-kyoyama,anna-kyoyama,106,/characters/anna-kyoyama/frames/frame-106.png,touches-edge,cmd:f+1
anna-kyoyama,anna-kyoyama,107,/characters/anna-kyoyama/frames/frame-107.png,touches-edge,cmd:f+1
anna-kyoyama,anna-kyoyama,130,/characters/anna-kyoyama/frames/frame-130.png,touches-edge,cmd:2+3
anna-kyoyama,anna-kyoyama,157,/characters/anna-kyoyama/frames/frame-157.png,touches-edge,cmd:qcf+4
anna-kyoyama,anna-kyoyama,159,/characters/anna-kyoyama/frames/frame-159.png,touches-edge,cmd:qcf+4
anna-kyoyama,anna-kyoyama,160,/characters/anna-kyoyama/frames/frame-160.png,3-components,cmd:qcf+4
anna-kyoyama,anna-kyoyama,161,/characters/anna-kyoyama/frames/frame-161.png,touches-edge|4-components,cmd:qcf+4
anna-kyoyama,anna-kyoyama,162,/characters/anna-kyoyama/frames/frame-162.png,touches-edge|4-components,cmd:qcf+4
anna-kyoyama,anna-kyoyama,163,/characters/anna-kyoyama/frames/frame-163.png,touches-edge|4-components,cmd:qcf+4
anna-kyoyama,anna-kyoyama,166,/characters/anna-kyoyama/frames/frame-166.png,touches-edge,cmd:qcf+4
arale-norimaki,arale-norimaki,129,/characters/arale-norimaki/frames/frame-129.png,touches-edge,jabright
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,0,/characters/bobobo-bo-bo-bobo/frames/frame-000.png,touches-edge,idle
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,1,/characters/bobobo-bo-bo-bobo/frames/frame-001.png,touches-edge,idle
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,2,/characters/bobobo-bo-bo-bobo/frames/frame-002.png,touches-edge,idle
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,3,/characters/bobobo-bo-bo-bobo/frames/frame-003.png,touches-edge,idle
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,4,/characters/bobobo-bo-bo-bobo/frames/frame-004.png,touches-edge,walkForward
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,5,/characters/bobobo-bo-bo-bobo/frames/frame-005.png,touches-edge,walkForward
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,6,/characters/bobobo-bo-bo-bobo/frames/frame-006.png,touches-edge,walkForward
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,7,/characters/bobobo-bo-bo-bobo/frames/frame-007.png,touches-edge,walkForward
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,8,/characters/bobobo-bo-bo-bobo/frames/frame-008.png,touches-edge,walkForward
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,9,/characters/bobobo-bo-bo-bobo/frames/frame-009.png,touches-edge,walkForward
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,10,/characters/bobobo-bo-bo-bobo/frames/frame-010.png,touches-edge,walkForward
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,11,/characters/bobobo-bo-bo-bobo/frames/frame-011.png,touches-edge,walkForward
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,14,/characters/bobobo-bo-bo-bobo/frames/frame-014.png,touches-edge,walkBack
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,15,/characters/bobobo-bo-bo-bobo/frames/frame-015.png,touches-edge,block
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,17,/characters/bobobo-bo-bo-bobo/frames/frame-017.png,touches-edge,jump
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,18,/characters/bobobo-bo-bo-bobo/frames/frame-018.png,touches-edge,jump
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,19,/characters/bobobo-bo-bo-bobo/frames/frame-019.png,touches-edge,jump
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,20,/characters/bobobo-bo-bo-bobo/frames/frame-020.png,touches-edge,jump
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,23,/characters/bobobo-bo-bo-bobo/frames/frame-023.png,touches-edge,crouch
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,24,/characters/bobobo-bo-bo-bobo/frames/frame-024.png,touches-edge,hitLight
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,27,/characters/bobobo-bo-bo-bobo/frames/frame-027.png,touches-edge,juggle
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,29,/characters/bobobo-bo-bo-bobo/frames/frame-029.png,touches-edge,lose
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,30,/characters/bobobo-bo-bo-bobo/frames/frame-030.png,touches-edge,sprint
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,31,/characters/bobobo-bo-bo-bobo/frames/frame-031.png,touches-edge,knockdown|sprint
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,32,/characters/bobobo-bo-bo-bobo/frames/frame-032.png,touches-edge,getupStand|knockdown|sprint
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,33,/characters/bobobo-bo-bo-bobo/frames/frame-033.png,touches-edge,getupStand|knockdown|sprint
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,34,/characters/bobobo-bo-bo-bobo/frames/frame-034.png,touches-edge,getupStand|knockdown|sprint
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,35,/characters/bobobo-bo-bo-bobo/frames/frame-035.png,touches-edge,sprint
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,36,/characters/bobobo-bo-bo-bobo/frames/frame-036.png,touches-edge,sprint
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,41,/characters/bobobo-bo-bo-bobo/frames/frame-041.png,touches-edge,backflip
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,45,/characters/bobobo-bo-bo-bobo/frames/frame-045.png,touches-edge,backflip
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,46,/characters/bobobo-bo-bo-bobo/frames/frame-046.png,touches-edge,backflip
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,47,/characters/bobobo-bo-bo-bobo/frames/frame-047.png,touches-edge,backflip
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,48,/characters/bobobo-bo-bo-bobo/frames/frame-048.png,touches-edge,backflip
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,49,/characters/bobobo-bo-bo-bobo/frames/frame-049.png,touches-edge,getupStand
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,51,/characters/bobobo-bo-bo-bobo/frames/frame-051.png,touches-edge,getupStand
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,52,/characters/bobobo-bo-bo-bobo/frames/frame-052.png,touches-edge,getupStand
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,53,/characters/bobobo-bo-bo-bobo/frames/frame-053.png,touches-edge,getupStand
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,60,/characters/bobobo-bo-bo-bobo/frames/frame-060.png,touches-edge,chargeKi
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,61,/characters/bobobo-bo-bo-bobo/frames/frame-061.png,touches-edge,chargeKi
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,68,/characters/bobobo-bo-bo-bobo/frames/frame-068.png,touches-edge,jableft
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,69,/characters/bobobo-bo-bo-bobo/frames/frame-069.png,touches-edge,jableft
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,70,/characters/bobobo-bo-bo-bobo/frames/frame-070.png,touches-edge,jableft
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,71,/characters/bobobo-bo-bo-bobo/frames/frame-071.png,touches-edge,jableft
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,87,/characters/bobobo-bo-bo-bobo/frames/frame-087.png,touches-edge,sidestepLeft|sidestepRight
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,91,/characters/bobobo-bo-bo-bobo/frames/frame-091.png,touches-edge,crouchBlock
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,96,/characters/bobobo-bo-bo-bobo/frames/frame-096.png,touches-edge,crouchBlock
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,97,/characters/bobobo-bo-bo-bobo/frames/frame-097.png,touches-edge,crouchBlock
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,98,/characters/bobobo-bo-bo-bobo/frames/frame-098.png,touches-edge,crouchBlock|kickleft
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,99,/characters/bobobo-bo-bo-bobo/frames/frame-099.png,touches-edge,kickleft
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,102,/characters/bobobo-bo-bo-bobo/frames/frame-102.png,touches-edge,kickleft
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,103,/characters/bobobo-bo-bo-bobo/frames/frame-103.png,touches-edge,kickleft|win
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,123,/characters/bobobo-bo-bo-bobo/frames/frame-123.png,touches-edge,cmd:3+4
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,124,/characters/bobobo-bo-bo-bobo/frames/frame-124.png,touches-edge,cmd:3+4
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,127,/characters/bobobo-bo-bo-bobo/frames/frame-127.png,touches-edge,cmd:3+4
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,129,/characters/bobobo-bo-bo-bobo/frames/frame-129.png,touches-edge,cmd:1+2
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,134,/characters/bobobo-bo-bo-bobo/frames/frame-134.png,touches-edge,cmd:1+2
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,161,/characters/bobobo-bo-bo-bobo/frames/frame-161.png,touches-edge,cmd:O+2
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,162,/characters/bobobo-bo-bo-bobo/frames/frame-162.png,touches-edge,cmd:O+2
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,165,/characters/bobobo-bo-bo-bobo/frames/frame-165.png,touches-edge,cmd:O+2
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,166,/characters/bobobo-bo-bo-bobo/frames/frame-166.png,touches-edge,cmd:O+2
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,167,/characters/bobobo-bo-bo-bobo/frames/frame-167.png,touches-edge,cmd:O+2
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,170,/characters/bobobo-bo-bo-bobo/frames/frame-170.png,touches-edge,cmd:O+2
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,313,/characters/bobobo-bo-bo-bobo/frames/frame-313.png,touches-edge,cmd:f+1
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,314,/characters/bobobo-bo-bo-bobo/frames/frame-314.png,touches-edge,cmd:f+1
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,315,/characters/bobobo-bo-bo-bobo/frames/frame-315.png,touches-edge,cmd:f+1
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,317,/characters/bobobo-bo-bo-bobo/frames/frame-317.png,touches-edge,cmd:f+1
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,322,/characters/bobobo-bo-bo-bobo/frames/frame-322.png,touches-edge,cmd:f+1
bobobo-bo-bo-bobo,bobobo-bo-bo-bobo,402,/characters/bobobo-bo-bo-bobo/frames/frame-402.png,touches-edge,cmd:qcf+4
dio,dio,29,/characters/dio/frames/frame-029.png,touches-edge,getupStand|knockdown
dio,dio,30,/characters/dio/frames/frame-030.png,touches-edge,getupStand|knockdown|sprint
dio,dio,33,/characters/dio/frames/frame-033.png,touches-edge,sprint
dio,dio,35,/characters/dio/frames/frame-035.png,touches-edge,sprint
dio,dio,42,/characters/dio/frames/frame-042.png,touches-edge,backflip|sidestepLeft|sidestepRight
don-patch-poppa-rocks,don-patch-poppa-rocks,0,/characters/don-patch-poppa-rocks/frames/frame-000.png,touches-edge,idle
don-patch-poppa-rocks,don-patch-poppa-rocks,1,/characters/don-patch-poppa-rocks/frames/frame-001.png,touches-edge,idle
don-patch-poppa-rocks,don-patch-poppa-rocks,2,/characters/don-patch-poppa-rocks/frames/frame-002.png,touches-edge,idle
don-patch-poppa-rocks,don-patch-poppa-rocks,3,/characters/don-patch-poppa-rocks/frames/frame-003.png,touches-edge,idle
don-patch-poppa-rocks,don-patch-poppa-rocks,4,/characters/don-patch-poppa-rocks/frames/frame-004.png,touches-edge,walkForward
don-patch-poppa-rocks,don-patch-poppa-rocks,5,/characters/don-patch-poppa-rocks/frames/frame-005.png,touches-edge,walkForward
don-patch-poppa-rocks,don-patch-poppa-rocks,6,/characters/don-patch-poppa-rocks/frames/frame-006.png,touches-edge,walkForward
don-patch-poppa-rocks,don-patch-poppa-rocks,7,/characters/don-patch-poppa-rocks/frames/frame-007.png,touches-edge,walkForward
don-patch-poppa-rocks,don-patch-poppa-rocks,8,/characters/don-patch-poppa-rocks/frames/frame-008.png,touches-edge,walkForward
don-patch-poppa-rocks,don-patch-poppa-rocks,9,/characters/don-patch-poppa-rocks/frames/frame-009.png,touches-edge,walkForward
don-patch-poppa-rocks,don-patch-poppa-rocks,10,/characters/don-patch-poppa-rocks/frames/frame-010.png,touches-edge,walkForward
don-patch-poppa-rocks,don-patch-poppa-rocks,11,/characters/don-patch-poppa-rocks/frames/frame-011.png,touches-edge,walkForward
don-patch-poppa-rocks,don-patch-poppa-rocks,12,/characters/don-patch-poppa-rocks/frames/frame-012.png,touches-edge,chargeKi
don-patch-poppa-rocks,don-patch-poppa-rocks,13,/characters/don-patch-poppa-rocks/frames/frame-013.png,touches-edge,chargeKi
don-patch-poppa-rocks,don-patch-poppa-rocks,14,/characters/don-patch-poppa-rocks/frames/frame-014.png,touches-edge,chargeKi
don-patch-poppa-rocks,don-patch-poppa-rocks,15,/characters/don-patch-poppa-rocks/frames/frame-015.png,touches-edge,chargeKi
don-patch-poppa-rocks,don-patch-poppa-rocks,16,/characters/don-patch-poppa-rocks/frames/frame-016.png,touches-edge,walkBack
don-patch-poppa-rocks,don-patch-poppa-rocks,17,/characters/don-patch-poppa-rocks/frames/frame-017.png,touches-edge,block
don-patch-poppa-rocks,don-patch-poppa-rocks,19,/characters/don-patch-poppa-rocks/frames/frame-019.png,touches-edge,jump
don-patch-poppa-rocks,don-patch-poppa-rocks,20,/characters/don-patch-poppa-rocks/frames/frame-020.png,touches-edge,jump
don-patch-poppa-rocks,don-patch-poppa-rocks,21,/characters/don-patch-poppa-rocks/frames/frame-021.png,touches-edge,jump
don-patch-poppa-rocks,don-patch-poppa-rocks,22,/characters/don-patch-poppa-rocks/frames/frame-022.png,touches-edge,jump
don-patch-poppa-rocks,don-patch-poppa-rocks,23,/characters/don-patch-poppa-rocks/frames/frame-023.png,touches-edge,getupStand
don-patch-poppa-rocks,don-patch-poppa-rocks,28,/characters/don-patch-poppa-rocks/frames/frame-028.png,touches-edge,hitLight
don-patch-poppa-rocks,don-patch-poppa-rocks,32,/characters/don-patch-poppa-rocks/frames/frame-032.png,touches-edge,juggle|sprint
don-patch-poppa-rocks,don-patch-poppa-rocks,33,/characters/don-patch-poppa-rocks/frames/frame-033.png,touches-edge,juggle|sprint
don-patch-poppa-rocks,don-patch-poppa-rocks,34,/characters/don-patch-poppa-rocks/frames/frame-034.png,touches-edge,lose|sprint
don-patch-poppa-rocks,don-patch-poppa-rocks,35,/characters/don-patch-poppa-rocks/frames/frame-035.png,touches-edge,getupStand|knockdown|sprint
don-patch-poppa-rocks,don-patch-poppa-rocks,36,/characters/don-patch-poppa-rocks/frames/frame-036.png,touches-edge,getupStand|knockdown|sprint
don-patch-poppa-rocks,don-patch-poppa-rocks,37,/characters/don-patch-poppa-rocks/frames/frame-037.png,touches-edge,getupStand|knockdown|sprint
don-patch-poppa-rocks,don-patch-poppa-rocks,38,/characters/don-patch-poppa-rocks/frames/frame-038.png,touches-edge,getupStand|knockdown|sprint
don-patch-poppa-rocks,don-patch-poppa-rocks,41,/characters/don-patch-poppa-rocks/frames/frame-041.png,touches-edge,backflip
don-patch-poppa-rocks,don-patch-poppa-rocks,42,/characters/don-patch-poppa-rocks/frames/frame-042.png,touches-edge,backflip
don-patch-poppa-rocks,don-patch-poppa-rocks,43,/characters/don-patch-poppa-rocks/frames/frame-043.png,touches-edge,backflip
don-patch-poppa-rocks,don-patch-poppa-rocks,45,/characters/don-patch-poppa-rocks/frames/frame-045.png,touches-edge,backflip
don-patch-poppa-rocks,don-patch-poppa-rocks,46,/characters/don-patch-poppa-rocks/frames/frame-046.png,touches-edge,backflip
don-patch-poppa-rocks,don-patch-poppa-rocks,47,/characters/don-patch-poppa-rocks/frames/frame-047.png,touches-edge,backflip
don-patch-poppa-rocks,don-patch-poppa-rocks,48,/characters/don-patch-poppa-rocks/frames/frame-048.png,touches-edge,backflip
don-patch-poppa-rocks,don-patch-poppa-rocks,54,/characters/don-patch-poppa-rocks/frames/frame-054.png,touches-edge,getupStand
don-patch-poppa-rocks,don-patch-poppa-rocks,55,/characters/don-patch-poppa-rocks/frames/frame-055.png,touches-edge,getupStand
don-patch-poppa-rocks,don-patch-poppa-rocks,56,/characters/don-patch-poppa-rocks/frames/frame-056.png,touches-edge,crouch|getupStand
don-patch-poppa-rocks,don-patch-poppa-rocks,57,/characters/don-patch-poppa-rocks/frames/frame-057.png,touches-edge,getupStand
don-patch-poppa-rocks,don-patch-poppa-rocks,76,/characters/don-patch-poppa-rocks/frames/frame-076.png,touches-edge,jableft
don-patch-poppa-rocks,don-patch-poppa-rocks,77,/characters/don-patch-poppa-rocks/frames/frame-077.png,touches-edge,jableft
don-patch-poppa-rocks,don-patch-poppa-rocks,78,/characters/don-patch-poppa-rocks/frames/frame-078.png,touches-edge,jableft
don-patch-poppa-rocks,don-patch-poppa-rocks,79,/characters/don-patch-poppa-rocks/frames/frame-079.png,touches-edge,jableft
don-patch-poppa-rocks,don-patch-poppa-rocks,80,/characters/don-patch-poppa-rocks/frames/frame-080.png,touches-edge,jableft
don-patch-poppa-rocks,don-patch-poppa-rocks,90,/characters/don-patch-poppa-rocks/frames/frame-090.png,touches-edge,crouchBlock|jabright
don-patch-poppa-rocks,don-patch-poppa-rocks,91,/characters/don-patch-poppa-rocks/frames/frame-091.png,touches-edge,crouchBlock|jabright
