characterId,displayName,animation,frame,reason,measure,adjacentRatio,medianRatio,scaleSource,scaleWidth,scaleHeight,flags
"anna-kyoyama","Anna Kyoyama","jabright","89","adjacent-1.50","1.0000","1.4981","1.2360","default","0.7900","1.0800",""
"anna-kyoyama","Anna Kyoyama","jabright","88","adjacent-1.50;default-next-to-frame-scale","1.4981","1.4981","1.2120","default","0.7900","1.0800",""
"sakura-haruno","Sakura Haruno","cmd:2+3","153","adjacent-1.49","1.4910","1.4910","1.4910","default","0.9500","1.0800",""
"sakura-haruno","Sakura Haruno","cmd:2+3","152","adjacent-1.49","1.0000","1.4910","1.0000","default","0.9500","1.0800",""
"sanji-vinsmoke","Sanji Vinsmoke","cmd:3+4","252","adjacent-1.49","1.2025","1.4910","1.4085","default","1.0800","1.0800",""
"sanji-vinsmoke","Sanji Vinsmoke","cmd:3+4","253","adjacent-1.49","1.7928","1.4910","1.0586","default","1.0800","1.0800",""
"monkey-d-luffy","Monkey D. Luffy","sprint","38","adjacent-1.49","1.0000","1.4900","1.4900","default","0.8500","1.0800",""
"monkey-d-luffy","Monkey D. Luffy","sprint","37","adjacent-1.49","1.4900","1.4900","1.0000","default","0.8500","1.0800",""
"nico-robin","Nico Robin","cmd:1+2","99","adjacent-1.49","1.4895","1.4895","1.4895","default","0.9500","1.0800",""
"nico-robin","Nico Robin","cmd:1+2","98","adjacent-1.49","1.0000","1.4895","1.0000","default","0.9500","1.0800",""
"nico-robin","Nico Robin","jableft","75","adjacent-1.49","1.0000","1.4871","1.5491","default","0.9500","1.0800",""
"nico-robin","Nico Robin","jableft","76","adjacent-1.49","1.4871","1.4871","1.0417","default","0.9500","1.0800",""
"riven","Sasuke","cmd:SS+4","148","adjacent-1.49","1.3822","1.4869","1.4677","default","1.0800","1.0800",""
"riven","Sasuke","cmd:1+4","147","adjacent-1.49","2.0551","1.4869","1.3167","default","1.0800","1.0800",""
"riven","Sasuke","cmd:1+4","148","adjacent-1.49","1.3822","1.4869","1.1292","default","1.0800","1.0800",""
"riven","Sasuke","cmd:SS+4","147","adjacent-1.49","2.0551","1.4869","1.0131","default","1.0800","1.0800",""
"heihachi-edajima","Heihachi Edajima","jabright","94","adjacent-1.49","1.4856","1.4856","1.4856","default","1.1300","1.2300",""
"heihachi-edajima","Heihachi Edajima","cmd:1+2","94","adjacent-1.49","1.4856","1.4856","1.4856","default","1.1300","1.2300",""
"heihachi-edajima","Heihachi Edajima","jabright","93","adjacent-1.49","1.0000","1.4856","1.0000","default","1.1300","1.2300",""
"heihachi-edajima","Heihachi Edajima","jabright","95","adjacent-1.49","1.0000","1.4856","1.0000","default","1.1300","1.2300",""
"heihachi-edajima","Heihachi Edajima","cmd:1+2","93","adjacent-1.49","1.0000","1.4856","1.0000","default","1.1300","1.2300",""
"heihachi-edajima","Heihachi Edajima","cmd:1+2","95","adjacent-1.49","1.0000","1.4856","1.0000","default","1.1300","1.2300",""
"sanji-vinsmoke","Sanji Vinsmoke","sprint","32","adjacent-1.48","1.2726","1.4846","1.4074","default","1.0800","1.0800","possible-two-character-crop"
"sanji-vinsmoke","Sanji Vinsmoke","sprint","33","adjacent-1.48","1.8894","1.4846","1.0548","default","1.0800","1.0800","wide-body-vs-idle"
"gotenks-super-saiyan","Gotenks (Super Saiyan)","jabright","65","adjacent-1.48","1.0000","1.4840","1.4344","default","1.0800","1.0800",""
"gotenks-super-saiyan","Gotenks (Super Saiyan)","cmd:1+2","65","adjacent-1.48","1.0000","1.4840","1.4344","default","1.0800","1.0800",""
"gotenks-super-saiyan","Gotenks (Super Saiyan)","jabright","66","adjacent-1.48","1.4840","1.4840","1.0346","default","1.0800","1.0800",""
"gotenks-super-saiyan","Gotenks (Super Saiyan)","cmd:1+2","66","adjacent-1.48","1.4840","1.4840","1.0346","default","1.0800","1.0800",""
"monkey-d-luffy-2nd-gear","Monkey D. Luffy (2nd Gear)","jabright","90","adjacent-1.48","1.4806","1.4806","1.2555","default","1.0800","1.1600",""
"monkey-d-luffy-2nd-gear","Monkey D. Luffy (2nd Gear)","jabright","94","adjacent-1.48","1.4806","1.4806","1.2555","default","1.0800","1.1600",""
"monkey-d-luffy-2nd-gear","Monkey D. Luffy (2nd Gear)","cmd:1+3","90","adjacent-1.48","1.4806","1.4806","1.2555","default","1.0800","1.1600",""
"monkey-d-luffy-2nd-gear","Monkey D. Luffy (2nd Gear)","cmd:1+3","94","adjacent-1.48","1.4806","1.4806","1.2555","default","1.0800","1.1600",""
"monkey-d-luffy-2nd-gear","Monkey D. Luffy (2nd Gear)","jabright","91","adjacent-1.48","1.0000","1.4806","1.1793","default","1.0800","1.1600",""
"monkey-d-luffy-2nd-gear","Monkey D. Luffy (2nd Gear)","jabright","95","adjacent-1.48","1.0000","1.4806","1.1793","default","1.0800","1.1600",""
"monkey-d-luffy-2nd-gear","Monkey D. Luffy (2nd Gear)","cmd:1+3","91","adjacent-1.48","1.0000","1.4806","1.1793","default","1.0800","1.1600",""
"monkey-d-luffy-2nd-gear","Monkey D. Luffy (2nd Gear)","cmd:1+3","93","adjacent-1.48","1.0000","1.4806","1.1793","default","1.0800","1.1600","possible-two-character-crop"
"nico-robin","Nico Robin","cmd:2+4","170","adjacent-1.48","1.8598","1.4798","1.3889","default","0.9500","1.0800",""
"nico-robin","Nico Robin","cmd:2+4","171","adjacent-1.48","1.2567","1.4798","1.0655","default","0.9500","1.0800",""
"monkey-d-luffy-2nd-gear","Monkey D. Luffy (2nd Gear)","sprint","30","adjacent-1.48","1.1992","1.4783","1.4783","frame","0.5076","0.5452","tiny-height-vs-idle|wide-body-vs-idle|tiny-frame-vs-animation"
"monkey-d-luffy-2nd-gear","Monkey D. Luffy (2nd Gear)","sprint","31","adjacent-1.48;default-next-to-frame-scale","1.7728","1.4783","1.0000","default","1.0800","1.1600","wide-body-vs-idle"
"goku-super-saiyan","Goku (Super Saiyan)","cmd:3+4","110","adjacent-1.48","1.4763","1.4763","1.2617","frame","1.0000","1.2600",""
"goku-super-saiyan","Goku (Super Saiyan)","cmd:3+4","111","adjacent-1.48;default-next-to-frame-scale","1.0000","1.4763","1.1701","default","1.0000","1.2600",""
"ryotsu-kankichi","Ryotsu Kankichi","getupStand","30","adjacent-1.48;median-1.48","0.6778","1.4754","1.4754","frame","0.4182","0.5508","tiny-frame-vs-animation"
"ryotsu-kankichi","Ryotsu Kankichi","knockdown","29","adjacent-1.48;default-next-to-frame-scale","1.0000","1.4754","1.2739","default","0.8200","1.0800","huge-frame-vs-animation"
"ryotsu-kankichi","Ryotsu Kankichi","knockdown","30","adjacent-1.48","0.6778","1.4754","1.1582","frame","0.4182","0.5508",""
"ryotsu-kankichi","Ryotsu Kankichi","getupStand","29","adjacent-1.48;default-next-to-frame-scale","1.0000","1.4754","1.0000","default","0.8200","1.0800",""
"frieza","Frieza","jableft","81","adjacent-1.48","1.4752","1.4752","1.2199","default","0.9600","1.0800",""
"frieza","Frieza","kickright","135","adjacent-1.48","1.4752","1.4752","1.2199","default","0.9600","1.0800",""
"frieza","Frieza","cmd:3+4","81","adjacent-1.48","1.4752","1.4752","1.2175","default","0.9600","1.0800",""
"frieza","Frieza","cmd:3+4","82","adjacent-1.48","1.0000","1.4752","1.2117","default","0.9600","1.0800",""
"frieza","Frieza","jableft","82","adjacent-1.48","1.0000","1.4752","1.2093","default","0.9600","1.0800",""
"frieza","Frieza","kickright","136","adjacent-1.48","1.0000","1.4752","1.2093","default","0.9600","1.0800",""
"riven","Sasuke","cmd:1+2","117","adjacent-1.47","1.1935","1.4743","1.2468","default","1.0800","1.0800",""
"riven","Sasuke","cmd:1+2","116","adjacent-1.47","1.7596","1.4743","1.1824","default","1.0800","1.0800",""
"heihachi-edajima","Heihachi Edajima","block","14","adjacent-1.47","1.0000","1.4738","1.4738","default","1.1300","1.2300",""
"heihachi-edajima","Heihachi Edajima","cmd:1+4","109","adjacent-1.47","1.0000","1.4738","1.3548","default","1.1300","1.2300",""
"heihachi-edajima","Heihachi Edajima","cmd:1+4","108","adjacent-1.47","1.4738","1.4738","1.0878","default","1.1300","1.2300",""
"heihachi-edajima","Heihachi Edajima","block","108","adjacent-1.47","1.4738","1.4738","1.0000","default","1.1300","1.2300",""
"gohan-super-saiyan-2","Gohan (Super Saiyan 2)","cmd:1+2","90","adjacent-1.47","1.0000","1.4729","1.3008","default","1.0800","1.0800",""
"gohan-super-saiyan-2","Gohan (Super Saiyan 2)","cmd:1+2","89","adjacent-1.47","1.4729","1.4729","1.1323","default","1.0800","1.0800",""
"gintoki-sakata","Gintoki Sakata","sprint","34","adjacent-1.47;default-next-to-frame-scale","1.0000","1.4709","1.4837","default","0.9200","1.0800",""
"gintoki-sakata","Gintoki Sakata","sprint","33","adjacent-1.47","1.4709","1.4709","1.0087","frame","0.6256","0.7344","wide-body-vs-idle"
"sakura-haruno","Sakura Haruno","cmd:1+3","161","adjacent-1.47","1.4707","1.4707","1.2880","default","0.9500","1.0800",""
"sakura-haruno","Sakura Haruno","cmd:1+3","162","adjacent-1.47","1.0000","1.4707","1.1419","default","0.9500","1.0800",""
"riven","Sasuke","cmd:3+4","107","adjacent-1.47","1.9744","1.4707","1.3253","default","1.0800","1.0800",""
"riven","Sasuke","cmd:3+4","106","adjacent-1.47","1.3425","1.4707","1.1097","default","1.0800","1.0800",""
"dr-mashirito","Dr. Mashirito","sprint","34","adjacent-1.47","1.7937","1.4676","1.4676","default","0.9500","1.0800","wide-body-vs-idle"
"dr-mashirito","Dr. Mashirito","sprint","33","adjacent-1.47","1.2222","1.4676","1.0000","default","0.9500","1.0800",""
"raoh","Raoh","sprint","34","adjacent-1.47","1.0000","1.4665","1.3746","default","1.0200","1.1500",""
"raoh","Raoh","sprint","33","adjacent-1.47;default-next-to-frame-scale","1.4665","1.4665","1.0669","default","1.0200","1.1500",""
"kagura","Kagura","sprint","39","adjacent-1.47","1.0000","1.4663","1.2931","default","1.0500","1.1700",""
"kagura","Kagura","sprint","38","adjacent-1.47","1.4663","1.4663","1.1340","default","1.0500","1.1700",""
"dio","DIO","cmd:1+2","161","adjacent-1.46","1.0000","1.4632","1.3924","default","1.0800","1.1800",""
"dio","DIO","cmd:1+2","162","adjacent-1.46","1.4632","1.4632","1.0508","default","1.0800","1.1800",""
"jotaro-kujo","Jotaro Kujo","getupStand","36","adjacent-1.46;median-1.46","0.6836","1.4628","1.4628","frame","0.5704","0.7502",""
"jotaro-kujo","Jotaro Kujo","getupStand","54","adjacent-1.46;default-next-to-frame-scale","1.0000","1.4628","1.0000","default","0.9200","1.2100",""
"killua-zoldyck","Killua Zoldyck","jabright","147","adjacent-1.46","1.7378","1.4608","1.4608","default","0.9800","1.0800","wide-body-vs-idle"
"killua-zoldyck","Killua Zoldyck","jabright","146","adjacent-1.46","1.1896","1.4608","1.0000","default","0.9800","1.0800",""
"vegeta-super-saiyan","Vegeta (Super Saiyan)","sprint","33","adjacent-1.46;default-next-to-frame-scale","1.0000","1.4590","1.3705","default","1.0900","1.0300",""
"vegeta-super-saiyan","Vegeta (Super Saiyan)","sprint","32","adjacent-1.46","1.4590","1.4590","1.0645","frame","0.7412","0.7004","wide-body-vs-idle"
"vegeta","Vegeta","kickright","76","adjacent-1.46","1.4576","1.4576","1.4576","default","1.0800","1.0800",""
"vegeta","Vegeta","cmd:2+4","76","adjacent-1.46","1.4576","1.4576","1.4576","default","1.0800","1.0800",""
"vegeta","Vegeta","kickright","75","adjacent-1.46","1.0000","1.4576","1.0000","default","1.0800","1.0800",""
"vegeta","Vegeta","kickright","77","adjacent-1.46","1.0000","1.4576","1.0000","default","1.0800","1.0800",""
"vegeta","Vegeta","cmd:2+4","75","adjacent-1.46","1.0000","1.4576","1.0000","default","1.0800","1.0800",""
"vegeta","Vegeta","cmd:2+4","77","adjacent-1.46","1.0000","1.4576","1.0000","default","1.0800","1.0800",""
"majin-buu","Majin Buu","cmd:1+2","109","adjacent-1.46;default-next-to-frame-scale","1.4560","1.4560","1.2351","default","0.9600","0.9600",""
"majin-buu","Majin Buu","cmd:1+2","110","adjacent-1.46","1.0000","1.4560","1.1789","default","0.9600","0.9600",""
"naruto-uzumaki-nine-tails-kyubi","Naruto Uzumaki (Nine-Tails_Kyubi)","cmd:2+3","94","adjacent-1.45","1.4534","1.4534","1.4534","default","0.9200","1.3800",""
"pegasus-seiya","Pegasus Seiya","cmd:d+2","128","adjacent-1.45","1.4534","1.4534","1.2713","default","1.0800","1.0800",""
"pegasus-seiya","Pegasus Seiya","cmd:d+2","127","adjacent-1.45","1.0000","1.4534","1.1433","default","1.0800","1.0800",""
"naruto-uzumaki-nine-tails-kyubi","Naruto Uzumaki (Nine-Tails_Kyubi)","cmd:2+3","93","adjacent-1.45","1.0000","1.4534","1.0000","default","0.9200","1.3800",""
"naruto-uzumaki-nine-tails-kyubi","Naruto Uzumaki (Nine-Tails_Kyubi)","cmd:2+3","95","adjacent-1.45","1.0000","1.4534","1.0000","default","0.9200","1.3800",""
"vegeta-super-saiyan","Vegeta (Super Saiyan)","jabright","0","adjacent-1.45","1.0000","1.4510","1.4833","default","1.0900","1.0300",""
"vegeta-super-saiyan","Vegeta (Super Saiyan)","jabright","80","adjacent-1.45","1.4510","1.4510","1.0222","default","1.0900","1.0300",""
"train-heartnet","Train Heartnet","cmd:1+4","112","adjacent-1.45","1.0000","1.4508","1.2969","default","1.0800","1.2000",""
"train-heartnet","Train Heartnet","cmd:1+4","111","adjacent-1.45","1.4508","1.4508","1.1187","default","1.0800","1.2000",""
"gohan-super-saiyan-2","Gohan (Super Saiyan 2)","kickleft","82","adjacent-1.45","1.9375","1.4498","1.3322","default","1.0800","1.0800","wide-body-vs-idle"
"gohan-super-saiyan-2","Gohan (Super Saiyan 2)","kickleft","83","adjacent-1.45","1.3364","1.4498","1.0883","default","1.0800","1.0800",""
"riven","Sasuke","cmd:FC+1","120","adjacent-1.45","1.0000","1.4497","1.4117","default","1.0800","1.0800",""
"riven","Sasuke","cmd:FC+1","80","adjacent-1.45","1.4497","1.4497","1.0269","default","1.0800","1.0800",""
"goku-super-saiyan","Goku (Super Saiyan)","kickright","100","adjacent-1.45","1.4482","1.4482","1.4482","default","1.0000","1.2600",""
"goku-super-saiyan","Goku (Super Saiyan)","kickright","99","adjacent-1.45","1.0000","1.4482","1.0000","default","1.0000","1.2600",""
"kenshiro","Kenshiro","sprint","32","adjacent-1.45","1.0000","1.4469","1.2438","default","1.0900","1.3000",""
"kenshiro","Kenshiro","sprint","33","adjacent-1.45","1.4469","1.4469","1.1633","default","1.0900","1.3000",""
"arale-norimaki","Arale Norimaki","sprint","34","adjacent-1.44","1.1597","1.4450","1.2211","default","0.8500","0.7500",""
"arale-norimaki","Arale Norimaki","sprint","35","adjacent-1.44","1.6758","1.4450","1.1833","default","0.8500","0.7500","wide-body-vs-idle"
"kenshin-himura","Kenshin Himura","cmd:1+4","127","adjacent-1.44","1.7298","1.4446","1.4927","default","1.0400","1.1800",""
"kenshin-himura","Kenshin Himura","cmd:1+4","126","adjacent-1.44","1.1974","1.4446","1.0333","default","1.0400","1.1800",""
"jotaro-kujo","Jotaro Kujo","sprint","38","adjacent-1.44","1.0000","1.4399","1.4399","default","0.9200","1.2100",""
"jotaro-kujo","Jotaro Kujo","sprint","39","adjacent-1.44","1.4399","1.4399","1.0000","default","0.9200","1.2100",""
"kiro","Naruto","kickleft","87","adjacent-1.44","1.4393","1.4393","1.4393","default","0.9300","1.0800",""
"kiro","Naruto","kickleft","86","adjacent-1.44","1.0000","1.4393","1.0000","default","0.9300","1.0800",""
"roronoa-zoro","Roronoa Zoro","cmd:3+4","107","adjacent-1.44","1.4389","1.4389","1.2099","default","0.9900","1.2000",""
"roronoa-zoro","Roronoa Zoro","cmd:3+4","106","adjacent-1.44","1.0000","1.4389","1.1892","default","0.9900","1.2000",""
"ichigo-kurosaki","Ichigo Kurosaki","sprint","31","adjacent-1.44","0.6964","1.4360","1.4360","frame","0.4200","0.5418","tiny-height-vs-idle|tiny-frame-vs-animation"
"ichigo-kurosaki","Ichigo Kurosaki","sprint","30","adjacent-1.44;default-next-to-frame-scale","1.0000","1.4360","1.0000","default","1.0000","1.2900",""
"gon-freecss","Gon Freecss","cmd:2+4","133","adjacent-1.44","1.0000","1.4353","1.2799","default","0.9400","1.0400",""
"gon-freecss","Gon Freecss","cmd:2+4","134","adjacent-1.44","1.4353","1.4353","1.1214","default","0.9400","1.0400",""
"dio","DIO","cmd:3+4","185","adjacent-1.43","1.7001","1.4345","1.3792","default","1.0800","1.1800",""
"dio","DIO","cmd:3+4","184","adjacent-1.43","1.1852","1.4345","1.0401","default","1.0800","1.1800",""
"gotenks-super-saiyan","Gotenks (Super Saiyan)","jabright","68","adjacent-1.43","1.0000","1.4344","1.4344","default","1.0800","1.0800",""
"gotenks-super-saiyan","Gotenks (Super Saiyan)","jabright","67","adjacent-1.43","1.4344","1.4344","1.0000","default","1.0800","1.0800",""
"renji-abarai","Renji Abarai","sprint","34","adjacent-1.43","0.8880","1.4343","1.1261","frame","0.6324","0.7820",""
"kinnikuman","Kinnikuman","sprint","31","adjacent-1.43;default-next-to-frame-scale","1.4426","1.4338","1.0303","default","1.0300","1.1800",""
"piccolo","Piccolo","getupStand","37","adjacent-1.43;median-1.37","0.8100","1.4326","1.3729","frame","0.5751","0.9234",""
"piccolo","Piccolo","getupStand","39","adjacent-1.43;median-1.37","0.8100","1.4326","1.3729","frame","0.5751","0.9234",""
"piccolo","Piccolo","getupStand","38","adjacent-1.43","0.5654","1.4326","1.0435","frame","0.3124","0.5016",""
"sakura-haruno","Sakura Haruno","jableft","127","adjacent-1.43","1.4325","1.4325","1.4325","default","0.9500","1.0800",""
"sakura-haruno","Sakura Haruno","jableft","128","adjacent-1.43","1.0000","1.4325","1.0000","default","0.9500","1.0800",""
"kenshiro","Kenshiro","cmd:3+4","164","adjacent-1.43","1.4318","1.4318","1.2536","default","1.0900","1.3000",""
"kenshiro","Kenshiro","cmd:3+4","165","adjacent-1.43","1.0000","1.4318","1.1421","default","1.0900","1.3000",""
"anna-kyoyama","Anna Kyoyama","sprint","35","adjacent-1.43;default-next-to-frame-scale","1.5565","1.4292","1.3746","default","0.7900","1.0800",""
"anna-kyoyama","Anna Kyoyama","sprint","34","adjacent-1.43","1.0891","1.4292","1.0397","frame","0.5372","0.7344",""
"eve","Eve","sprint","37","adjacent-1.43","1.1717","1.4278","1.1974","frame","0.5848","0.7072",""
"eve","Eve","sprint","36","adjacent-1.43;default-next-to-frame-scale","1.6730","1.4278","1.1924","default","0.8600","1.0400","wide-body-vs-idle"
"gon-freecss","Gon Freecss","cmd:2+4","137","adjacent-1.43","1.0000","1.4269","1.2799","default","0.9400","1.0400",""
"gon-freecss","Gon Freecss","cmd:2+4","135","adjacent-1.43","1.4269","1.4269","1.1148","default","0.9400","1.0400",""
"sakura-haruno","Sakura Haruno","cmd:d+3+4","110","adjacent-1.42","1.4221","1.4221","1.1274","default","0.9500","1.0800",""
"bobobo-bo-bo-bobo","Bobobo-bo Bo-bobo","getupStand","34","adjacent-1.42;median-1.42","0.7036","1.4213","1.4213","frame","0.4743","0.6018","tiny-frame-vs-animation"
"bobobo-bo-bo-bobo","Bobobo-bo Bo-bobo","getupStand","49","adjacent-1.42;default-next-to-frame-scale","1.0000","1.4213","1.0000","default","0.9300","1.1800",""
"piccolo","Piccolo","getupStand","33","adjacent-1.42","0.5700","1.4211","1.0351","frame","0.4047","0.6498",""
"heihachi-edajima","Heihachi Edajima","sprint","36","adjacent-1.42;default-next-to-frame-scale","1.8650","1.4189","1.2207","default","1.1300","1.2300","wide-body-vs-idle"
"heihachi-edajima","Heihachi Edajima","sprint","37","adjacent-1.42","1.3143","1.4189","1.1624","frame","0.7684","0.8364",""
"hiei","Hiei","jableft","85","adjacent-1.42","1.0000","1.4189","1.4189","default","0.8800","0.9700",""
"hiei","Hiei","jabright","85","adjacent-1.42","1.0000","1.4189","1.3504","default","0.8800","0.9700",""
"hiei","Hiei","cmd:1+4","85","adjacent-1.42","1.0000","1.4189","1.3504","default","0.8800","0.9700",""
"hiei","Hiei","jabright","84","adjacent-1.42","1.4189","1.4189","1.0507","default","0.8800","0.9700",""
"hiei","Hiei","cmd:1+4","84","adjacent-1.42","1.4189","1.4189","1.0507","default","0.8800","0.9700",""
"hiei","Hiei","jableft","84","adjacent-1.42","1.4189","1.4189","1.0000","default","0.8800","0.9700",""
"fuusuke","Fuusuke","cmd:3+4","103","adjacent-1.42","1.0000","1.4185","1.1964","default","0.8200","0.7300",""
"fuusuke","Fuusuke","cmd:3+4","104","adjacent-1.42","1.4185","1.4185","1.1857","default","0.8200","0.7300",""
"sakura-haruno","Sakura Haruno","cmd:d+3+4","108","adjacent-1.42","1.0000","1.4174","1.2614","default","0.9500","1.0800",""
"sakura-haruno","Sakura Haruno","cmd:d+3+4","109","adjacent-1.42","1.4174","1.4174","1.1237","default","0.9500","1.0800",""
"arale-norimaki","Arale Norimaki","juggle","29","adjacent-1.42","1.0000","1.4162","1.4162","default","0.8500","0.7500",""
"arale-norimaki","Arale Norimaki","juggle","30","adjacent-1.42","1.4162","1.4162","1.0000","default","0.8500","0.7500",""
"pegasus-seiya","Pegasus Seiya","sprint","30","adjacent-1.42","1.0754","1.4157","1.4157","frame","0.5292","0.5292","tiny-height-vs-idle|tiny-frame-vs-animation"
"pegasus-seiya","Pegasus Seiya","sprint","31","adjacent-1.42;default-next-to-frame-scale","1.5224","1.4157","1.0000","default","1.0800","1.0800",""
"gotenks-super-saiyan","Gotenks (Super Saiyan)","sprint","32","adjacent-1.42;median-1.61;default-next-to-frame-scale","2.0836","1.4155","1.6086","default","1.0800","1.0800","wide-body-vs-idle"
"gotenks-super-saiyan","Gotenks (Super Saiyan)","sprint","31","adjacent-1.42","1.4720","1.4155","1.1364","frame","0.6696","0.6696","wide-body-vs-idle"
"gon-freecss","Gon Freecss","sprint","37","adjacent-1.41;default-next-to-frame-scale","1.6287","1.4147","1.3114","default","0.9400","1.0400","wide-body-vs-idle"
"gon-freecss","Gon Freecss","sprint","36","adjacent-1.41","1.1513","1.4147","1.0787","frame","0.5452","0.6032","tiny-height-vs-idle"
"lenalee-lee","Lenalee Lee","sprint","32","adjacent-1.41;default-next-to-frame-scale","1.3023","1.4141","1.2440","default","0.9800","1.0700",""
"lenalee-lee","Lenalee Lee","sprint","31","adjacent-1.41","0.9210","1.4141","1.1367","frame","0.4998","0.5457","tiny-height-vs-idle|tiny-frame-vs-animation"
"monkey-d-luffy","Monkey D. Luffy","cmd:2+3","149","adjacent-1.41","1.4127","1.4127","1.2074","default","0.8500","1.0800",""
"monkey-d-luffy","Monkey D. Luffy","cmd:2+3","150","adjacent-1.41","1.0000","1.4127","1.1700","default","0.8500","1.0800",""
"riven","Sasuke","cmd:FC+3+4","120","adjacent-1.41","1.0000","1.4117","1.4298","default","1.0800","1.0800",""
"riven","Sasuke","cmd:FC+3+4","22","adjacent-1.41","1.4117","1.4117","1.0128","default","1.0800","1.0800",""
"toshiro-hitsugaya","Tōshirō Hitsugaya","sprint","32","adjacent-1.41;default-next-to-frame-scale","1.3364","1.4115","1.3364","default","0.8600","1.0800",""
"toshiro-hitsugaya","Tōshirō Hitsugaya","sprint","33","adjacent-1.41","0.9468","1.4115","1.0562","frame","0.5848","0.7344",""
"goku-super-saiyan","Goku (Super Saiyan)","getupStand","32","adjacent-1.41;median-1.41","0.7085","1.4114","1.4114","frame","0.5100","0.6426","tiny-frame-vs-animation"
"goku-super-saiyan","Goku (Super Saiyan)","getupStand","47","adjacent-1.41;default-next-to-frame-scale","1.0000","1.4114","1.0000","default","1.0000","1.2600",""
"goku","Goku","sprint","32","adjacent-1.41;default-next-to-frame-scale","1.3969","1.4110","1.3969","default","1.0800","1.0800",""
"goku","Goku","sprint","33","adjacent-1.41","0.9900","1.4110","1.0101","frame","0.7344","0.7344",""
"kagura","Kagura","jableft","108","adjacent-1.41","1.0000","1.4110","1.2019","default","1.0500","1.1700",""
"kagura","Kagura","cmd:1+2","108","adjacent-1.41","1.0000","1.4110","1.2019","default","1.0500","1.1700",""
"kagura","Kagura","jableft","107","adjacent-1.41","1.4110","1.4110","1.1740","default","1.0500","1.1700",""
"kagura","Kagura","cmd:1+2","107","adjacent-1.41","1.4110","1.4110","1.1740","default","1.0500","1.1700",""
"killua-zoldyck","Killua Zoldyck","cmd:1+3","94","adjacent-1.41","1.0000","1.4104","1.2657","default","0.9800","1.0800",""
"killua-zoldyck","Killua Zoldyck","cmd:1+3","96","adjacent-1.41","1.0000","1.4104","1.2657","default","0.9800","1.0800",""
"killua-zoldyck","Killua Zoldyck","cmd:1+3","95","adjacent-1.41","1.4104","1.4104","1.1143","default","0.9800","1.0800",""
"gohan-super-saiyan-2","Gohan (Super Saiyan 2)","sprint","31","adjacent-1.41;default-next-to-frame-scale","1.8331","1.4102","1.4102","default","1.0800","1.0800","wide-body-vs-idle"
"gohan-super-saiyan-2","Gohan (Super Saiyan 2)","sprint","30","adjacent-1.41","1.2999","1.4102","1.0000","frame","0.5616","0.5616","tiny-height-vs-idle|wide-body-vs-idle|tiny-frame-vs-animation"
"bobobo-bo-bo-bobo","Bobobo-bo Bo-bobo","sprint","32","adjacent-1.41;default-next-to-frame-scale","1.5951","1.4097","1.4097","default","0.9300","1.1800",""
"bobobo-bo-bo-bobo","Bobobo-bo Bo-bobo","sprint","33","adjacent-1.41","1.1315","1.4097","1.0000","frame","0.6324","0.8024",""
"goku-super-saiyan","Goku (Super Saiyan)","getupStand","30","adjacent-1.41;median-1.41","0.7099","1.4086","1.4086","frame","0.4400","0.5544","tiny-frame-vs-animation"
"monkey-d-luffy","Monkey D. Luffy","getupStand","33","adjacent-1.41;median-1.41","0.7099","1.4086","1.4086","frame","0.3910","0.4968",""
"goku-super-saiyan","Goku (Super Saiyan)","knockdown","29","adjacent-1.41;median-1.38;default-next-to-frame-scale","1.0000","1.4086","1.3841","default","1.0000","1.2600","huge-frame-vs-animation"
"goku-super-saiyan","Goku (Super Saiyan)","knockdown","30","adjacent-1.41","0.7099","1.4086","1.0177","frame","0.4400","0.5544",""
"goku-super-saiyan","Goku (Super Saiyan)","getupStand","29","adjacent-1.41;default-next-to-frame-scale","1.0000","1.4086","1.0000","default","1.0000","1.2600",""
"monkey-d-luffy","Monkey D. Luffy","getupStand","51","adjacent-1.41;default-next-to-frame-scale","1.0000","1.4086","1.0000","default","0.8500","1.0800",""
"nami","Nami","getupStand","32","adjacent-1.41;median-1.41","0.7102","1.4081","1.4081","frame","0.3182","0.3996","tiny-frame-vs-animation"
"nami","Nami","getupStand","51","adjacent-1.41;default-next-to-frame-scale","1.0000","1.4081","1.0000","default","0.8600","1.0800",""
"gohan-super-saiyan","Gohan (Super Saiyan)","sprint","30","adjacent-1.41;default-next-to-frame-scale","1.5034","1.4062","1.5034","default","0.9100","0.8800",""
"gohan-super-saiyan","Gohan (Super Saiyan)","sprint","31","adjacent-1.41","1.0691","1.4062","1.0691","frame","0.6188","0.5984",""
"gotenks","Gotenks","sprint","32","adjacent-1.41;default-next-to-frame-scale","1.3318","1.4059","1.3318","default","1.0800","1.0800",""
"gotenks","Gotenks","sprint","31","adjacent-1.41","0.9473","1.4059","1.0556","frame","0.6804","0.6804",""
"yoh-asakura","Yoh Asakura","sprint","33","adjacent-1.40;default-next-to-frame-scale","1.4307","1.4048","1.4307","default","0.8000","0.9300",""
"yoh-asakura","Yoh Asakura","sprint","34","adjacent-1.40","1.0184","1.4048","1.0184","frame","0.5440","0.6324",""
"heihachi-edajima","Heihachi Edajima","cmd:1+4","101","adjacent-1.40","1.0000","1.4046","1.3548","default","1.1300","1.2300",""
